$0;1494946482746894111;1.10;KIEKER-SINGLETON;795c49f8137a;1;false;0;NANOSECONDS;1
$1;1494946511317304897;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);B8ADD6482718D8B172059E177473696D;4164281542945800219;1494946511263321372;1494946511317301862;795c49f8137a;2;2
$1;1494946511328881994;HTTP_VisitsService.GET;B8ADD6482718D8B172059E177473696D;4164281542945800219;1494946511262884321;1494946511328864576;795c49f8137a;1;1
$1;1494946511585252563;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511546634176;1494946511585247115;795c49f8137a;4;4
$1;1494946511683384522;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511585670582;1494946511683378049;795c49f8137a;5;4
$1;1494946511687802955;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511544993700;1494946511687796240;795c49f8137a;3;3
$1;1494946511687967649;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511544877506;1494946511687964490;795c49f8137a;2;2
$1;1494946511689062568;HTTP_VisitsService.POST;B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511368663663;1494946511689029481;795c49f8137a;1;1
$1;1494946512278657665;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);A71489C2168A5857F2DE35E17DE9607F;4164281542945800227;1494946512260668085;1494946512278651614;795c49f8137a;4;4
$1;1494946512296484446;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);A71489C2168A5857F2DE35E17DE9607F;4164281542945800227;1494946512258111443;1494946512296477409;795c49f8137a;3;3
$1;1494946512296603768;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);A71489C2168A5857F2DE35E17DE9607F;4164281542945800227;1494946512258099638;1494946512296601113;795c49f8137a;2;2
$1;1494946512314888151;HTTP_VisitsService.GET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800227;1494946512257598425;1494946512314871491;795c49f8137a;1;1
$1;1494946512369103506;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512351011545;1494946512369096654;795c49f8137a;4;4
$1;1494946512369679455;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512369258629;1494946512369676265;795c49f8137a;5;4
$1;1494946512371088345;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512343604646;1494946512371083567;795c49f8137a;3;3
$1;1494946512371241005;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512343592182;1494946512371237327;795c49f8137a;2;2
$1;1494946512372233388;HTTP_VisitsService.POST;A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512335543741;1494946512372210672;795c49f8137a;1;1
$1;1494946512801907870;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800235;1494946512777698138;1494946512801901641;795c49f8137a;4;4
$1;1494946512806787036;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800235;1494946512776131526;1494946512806780171;795c49f8137a;3;3
$1;1494946512806954345;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800235;1494946512776121764;1494946512806951044;795c49f8137a;2;2
$1;1494946512816627713;HTTP_VisitsService.GET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800235;1494946512775678908;1494946512816597524;795c49f8137a;1;1
$1;1494946512844427203;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512841305825;1494946512844407707;795c49f8137a;4;4
$1;1494946512844865173;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512844610319;1494946512844861659;795c49f8137a;5;4
$1;1494946512846697599;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512839533058;1494946512846690799;795c49f8137a;3;3
$1;1494946512846804707;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512839521244;1494946512846801596;795c49f8137a;2;2
$1;1494946512851172902;HTTP_VisitsService.POST;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512837109082;1494946512851137901;795c49f8137a;1;1
$1;1494946513393013396;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800243;1494946513386322214;1494946513393006957;795c49f8137a;4;4
$1;1494946513400886336;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800243;1494946513375900771;1494946513400880245;795c49f8137a;3;3
$1;1494946513401060162;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800243;1494946513375885642;1494946513401056866;795c49f8137a;2;2
$1;1494946513412000551;HTTP_VisitsService.GET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800243;1494946513374907731;1494946513411981381;795c49f8137a;1;1
$1;1494946513461387527;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513452251320;1494946513461381112;795c49f8137a;4;4
$1;1494946513461892385;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513461631968;1494946513461888427;795c49f8137a;5;4
$1;1494946513463292348;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513448427953;1494946513463287256;795c49f8137a;3;3
$1;1494946513463808254;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513448397615;1494946513463799492;795c49f8137a;2;2
$1;1494946513464621742;HTTP_VisitsService.POST;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513447171396;1494946513464605480;795c49f8137a;1;1
$1;1494946514174691045;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800251;1494946514156192803;1494946514174685219;795c49f8137a;4;4
$1;1494946514190539944;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800251;1494946514136155976;1494946514190533728;795c49f8137a;3;3
$1;1494946514190669053;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800251;1494946514136146072;1494946514190666202;795c49f8137a;2;2
$1;1494946514196592590;HTTP_VisitsService.GET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800251;1494946514135689675;1494946514196575844;795c49f8137a;1;1
$1;1494946514248787695;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514247231401;1494946514248781997;795c49f8137a;4;4
$1;1494946514249185653;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514248973161;1494946514249182336;795c49f8137a;5;4
$1;1494946514250218605;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514246537802;1494946514250215350;795c49f8137a;3;3
$1;1494946514250319272;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514246517126;1494946514250316746;795c49f8137a;2;2
$1;1494946514251245096;HTTP_VisitsService.POST;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514244708482;1494946514251222499;795c49f8137a;1;1
$1;1494946514783586204;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800259;1494946514769327983;1494946514783579650;795c49f8137a;4;4
$1;1494946514795523219;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800259;1494946514763678489;1494946514795515955;795c49f8137a;3;3
$1;1494946514796107405;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800259;1494946514763667859;1494946514796102329;795c49f8137a;2;2
$1;1494946514816597798;HTTP_VisitsService.GET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800259;1494946514763207609;1494946514816579513;795c49f8137a;1;1
$1;1494946514846407397;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514839143582;1494946514846396888;795c49f8137a;4;4
$1;1494946514846848261;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514846642175;1494946514846845543;795c49f8137a;5;4
$1;1494946514848224482;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514837795979;1494946514848219985;795c49f8137a;3;3
$1;1494946514848359647;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514837785468;1494946514848343710;795c49f8137a;2;2
$1;1494946514849230369;HTTP_VisitsService.POST;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514836794291;1494946514849217537;795c49f8137a;1;1
$1;1494946515335308824;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);031604BAF077E773F3E0EFFAA57345DD;4164281542945800267;1494946515319340161;1494946515335302463;795c49f8137a;4;4
$1;1494946515336871355;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);031604BAF077E773F3E0EFFAA57345DD;4164281542945800267;1494946515313134947;1494946515336866674;795c49f8137a;3;3
$1;1494946515337016806;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);031604BAF077E773F3E0EFFAA57345DD;4164281542945800267;1494946515313119592;1494946515337014257;795c49f8137a;2;2
$1;1494946515345105403;HTTP_VisitsService.GET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800267;1494946515312656950;1494946515345085115;795c49f8137a;1;1
$1;1494946515372450770;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515367722639;1494946515372444297;795c49f8137a;4;4
$1;1494946515372826164;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515372608865;1494946515372823390;795c49f8137a;5;4
$1;1494946515374588459;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515366088742;1494946515374583103;795c49f8137a;3;3
$1;1494946515374707419;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515366077369;1494946515374704128;795c49f8137a;2;2
$1;1494946515376310698;HTTP_VisitsService.POST;031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515365162045;1494946515376289336;795c49f8137a;1;1
$1;1494946515759111893;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800275;1494946515751308282;1494946515759104645;795c49f8137a;4;4
$1;1494946515763149179;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800275;1494946515743511968;1494946515763142643;795c49f8137a;3;3
$1;1494946515763305259;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800275;1494946515743502234;1494946515763302318;795c49f8137a;2;2
$1;1494946515771746100;HTTP_VisitsService.GET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800275;1494946515743102408;1494946515771731009;795c49f8137a;1;1
$1;1494946515800736684;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515795168227;1494946515800729945;795c49f8137a;4;4
$1;1494946515802244790;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515801768081;1494946515802241070;795c49f8137a;5;4
$1;1494946515803222475;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515794482998;1494946515803218717;795c49f8137a;3;3
$1;1494946515803361213;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515794468602;1494946515803358572;795c49f8137a;2;2
$1;1494946515803702733;HTTP_VisitsService.POST;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515793493321;1494946515803690547;795c49f8137a;1;1
$1;1494946516214219237;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);610951CE3485EEE3ECC9EFED555C360F;4164281542945800283;1494946516207904225;1494946516214212567;795c49f8137a;4;4
$1;1494946516216070322;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);610951CE3485EEE3ECC9EFED555C360F;4164281542945800283;1494946516206605330;1494946516216064829;795c49f8137a;3;3
$1;1494946516216245340;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);610951CE3485EEE3ECC9EFED555C360F;4164281542945800283;1494946516206587520;1494946516216242568;795c49f8137a;2;2
$1;1494946516220181469;HTTP_VisitsService.GET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800283;1494946516206213249;1494946516220163201;795c49f8137a;1;1
$1;1494946516247363524;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516245259947;1494946516247357579;795c49f8137a;4;4
$1;1494946516248712813;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516248386049;1494946516248705833;795c49f8137a;5;4
$1;1494946516254662737;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516237812242;1494946516254655782;795c49f8137a;3;3
$1;1494946516254784973;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516237800109;1494946516254782110;795c49f8137a;2;2
$1;1494946516255300573;HTTP_VisitsService.POST;610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516236819249;1494946516255285740;795c49f8137a;1;1
$1;1494946516758712846;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800291;1494946516713506255;1494946516758705615;795c49f8137a;4;4
$1;1494946516767030266;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800291;1494946516697409928;1494946516767024047;795c49f8137a;3;3
$1;1494946516767531911;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800291;1494946516697396686;1494946516767528474;795c49f8137a;2;2
$1;1494946516780789239;HTTP_VisitsService.GET;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800291;1494946516696997371;1494946516780770913;795c49f8137a;1;1
$1;1494946516830672084;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516810246095;1494946516830665836;795c49f8137a;4;4
$1;1494946516831695914;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516831297467;1494946516831692627;795c49f8137a;5;4
$1;1494946516841523691;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516798769318;1494946516841516540;795c49f8137a;3;3
$1;1494946516841646613;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516798759245;1494946516841631378;795c49f8137a;2;2
$1;1494946516842653366;HTTP_VisitsService.POST;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516797780501;1494946516842621847;795c49f8137a;1;1
$1;1494946517360746506;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);E4B98191EE6B571CD301D828772F4213;4164281542945800299;1494946517357113871;1494946517360740094;795c49f8137a;4;4
$1;1494946517376790293;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);E4B98191EE6B571CD301D828772F4213;4164281542945800299;1494946517336050316;1494946517376783179;795c49f8137a;3;3
$1;1494946517376919491;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);E4B98191EE6B571CD301D828772F4213;4164281542945800299;1494946517336041147;1494946517376916492;795c49f8137a;2;2
$1;1494946517404063355;HTTP_VisitsService.GET;E4B98191EE6B571CD301D828772F4213;4164281542945800299;1494946517335639181;1494946517404048690;795c49f8137a;1;1
$1;1494946517462932890;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517439749636;1494946517462927012;795c49f8137a;4;4
$1;1494946517470084027;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517467714737;1494946517470077516;795c49f8137a;5;4
$1;1494946517471231893;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517439072611;1494946517471222848;795c49f8137a;3;3
$1;1494946517471352294;public void org.springframework.samples.petclinic.visits.boundary.web.VisitResource.create(org.springframework.samples.petclinic.visits.domain.model.visit.Visit,int);E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517439048762;1494946517471349214;795c49f8137a;2;2
$1;1494946517471828847;HTTP_VisitsService.POST;E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517438049926;1494946517471817078;795c49f8137a;1;1
$1;1494946517904601526;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800307;1494946517900680640;1494946517904595050;795c49f8137a;4;4
$1;1494946517916326125;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800307;1494946517879091240;1494946517916320187;795c49f8137a;3;3
$1;1494946517916513231;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800307;1494946517879081145;1494946517916510621;795c49f8137a;2;2
$1;1494946517919903102;HTTP_VisitsService.GET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800307;1494946517878651315;1494946517919884838;795c49f8137a;1;1
$1;1494946517973693509;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findOneByDateAndPetId(java.util.Date,int);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800308;1494946517971813129;1494946517973687459;795c49f8137a;4;4
$1;1494946517980299564;public abstract org.springframework.samples.petclinic.visits.domain.model.visit.Visit org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.save(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800308;1494946517973845445;1494946517980293972;795c49f8137a;5;4
$1;1494946517981571157;public void org.springframework.samples.petclinic.visits.application.VisitService.saveVisit(org.springframework.samples.petclinic.visits.domain.model.visit.Visit);AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800308;1494946517971171987;1494946517981565659;795c49f8137a;3;3
