$0;1496429344993339930;1.10;KIEKER-SINGLETON;8310d5ebc3f3;1;false;0;NANOSECONDS;1
$1;1496429351001050235;api.ownersNumberedGET;93A3F2DAAC0AB058824F011499D902F6;8425812690345132092;1496429350982948541;1496429351001026675;8310d5ebc3f3;0;0
$1;1496429351041748073;api.ownersNumberedPUT;93A3F2DAAC0AB058824F011499D902F6;8425812690345132093;1496429351015160361;1496429351041724911;8310d5ebc3f3;0;0
$1;1496429351065293489;api.petsNumberedGET;93A3F2DAAC0AB058824F011499D902F6;8425812690345132094;1496429351046743384;1496429351065273717;8310d5ebc3f3;0;0
$1;1496429351111967044;api.visitsGET;93A3F2DAAC0AB058824F011499D902F6;8425812690345132095;1496429351070086023;1496429351111939919;8310d5ebc3f3;0;0
$1;1496429351128700935;HTTP_API-Gateway.gateway.GET;29900F0B19EE97FD6D088579D084D3C8;8425812690345132096;1496429351124942672;1496429351128648857;8310d5ebc3f3;0;0
$1;1496429351165895549;api.vetsGET;29900F0B19EE97FD6D088579D084D3C8;8425812690345132097;1496429351133279962;1496429351165867340;8310d5ebc3f3;0;0
$1;1496429351204169215;api.ownersGET;29900F0B19EE97FD6D088579D084D3C8;8425812690345132098;1496429351170053069;1496429351204146276;8310d5ebc3f3;0;0
$1;1496429351264392653;api.visitsGET;29900F0B19EE97FD6D088579D084D3C8;8425812690345132102;1496429351240171029;1496429351264368772;8310d5ebc3f3;0;0
$1;1496429351273044206;HTTP_API-Gateway.gateway.GET;AE922129D1DB4B366284F8E285532BEA;8425812690345132103;1496429351269112123;1496429351272987800;8310d5ebc3f3;0;0
$1;1496429351309878546;api.vetsGET;AE922129D1DB4B366284F8E285532BEA;8425812690345132104;1496429351277188883;1496429351309853444;8310d5ebc3f3;0;0
$1;1496429351349181414;api.ownersGET;AE922129D1DB4B366284F8E285532BEA;8425812690345132105;1496429351313614646;1496429351349157660;8310d5ebc3f3;0;0
$1;1496429351370123790;api.ownersNumberedGET;AE922129D1DB4B366284F8E285532BEA;8425812690345132106;1496429351352915718;1496429351370099446;8310d5ebc3f3;0;0
$1;1496429351407610577;api.ownersNumberedPUT;AE922129D1DB4B366284F8E285532BEA;8425812690345132107;1496429351383614262;1496429351407579587;8310d5ebc3f3;0;0
$1;1496429351437967935;api.visitsGET;AE922129D1DB4B366284F8E285532BEA;8425812690345132109;1496429351416785433;1496429351437942993;8310d5ebc3f3;0;0
$1;1496429351446204189;HTTP_API-Gateway.gateway.GET;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132110;1496429351442898332;1496429351446156956;8310d5ebc3f3;0;0
$1;1496429351483823144;api.vetsGET;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132111;1496429351449738141;1496429351483804247;8310d5ebc3f3;0;0
$1;1496429351522279117;api.ownersGET;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132112;1496429351487062681;1496429351522260995;8310d5ebc3f3;0;0
$1;1496429351542390530;api.ownersNumberedGET;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132113;1496429351525206649;1496429351542361518;8310d5ebc3f3;0;0
$1;1496429351581590160;api.ownersNumberedPUT;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132114;1496429351555041719;1496429351581567901;8310d5ebc3f3;0;0
$1;1496429351609504622;api.visitsGET;FB0B3428FF7C0EA0260B34D711646BA2;8425812690345132116;1496429351590503274;1496429351609478902;8310d5ebc3f3;0;0
$1;1496429351617631619;HTTP_API-Gateway.gateway.GET;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132117;1496429351614364884;1496429351617581426;8310d5ebc3f3;0;0
$1;1496429351653102050;api.vetsGET;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132118;1496429351621999915;1496429351653071324;8310d5ebc3f3;0;0
$1;1496429351690631919;api.ownersGET;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132119;1496429351657438097;1496429351690608598;8310d5ebc3f3;0;0
$1;1496429351711527395;api.ownersNumberedGET;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132120;1496429351694583613;1496429351711501184;8310d5ebc3f3;0;0
$1;1496429351746543833;api.ownersNumberedPUT;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132121;1496429351724000564;1496429351746520812;8310d5ebc3f3;0;0
$1;1496429351775035158;api.visitsGET;C595F56E7CF4CADE3971D8C9CABAB3BB;8425812690345132123;1496429351755492299;1496429351775014811;8310d5ebc3f3;0;0
$1;1496429351782574249;HTTP_API-Gateway.gateway.GET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132124;1496429351779257632;1496429351782522898;8310d5ebc3f3;0;0
$1;1496429351814497224;api.vetsGET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132125;1496429351786412974;1496429351814467428;8310d5ebc3f3;0;0
$1;1496429351848925673;api.ownersGET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132126;1496429351817998489;1496429351848910000;8310d5ebc3f3;0;0
$1;1496429351868329757;api.ownersNumberedGET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132127;1496429351852301366;1496429351868291882;8310d5ebc3f3;0;0
$1;1496429351906862339;api.ownersNumberedPUT;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132128;1496429351881866931;1496429351906844058;8310d5ebc3f3;0;0
$1;1496429351928726216;api.petsNumberedGET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132129;1496429351910695094;1496429351928701317;8310d5ebc3f3;0;0
$1;1496429351952394454;api.visitsGET;0AFEE492FF6BA7BCBAE443AEE0550617;8425812690345132130;1496429351932394883;1496429351952373068;8310d5ebc3f3;0;0
$1;1496429351960459674;HTTP_API-Gateway.gateway.GET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132131;1496429351956734657;1496429351960404863;8310d5ebc3f3;0;0
$1;1496429351996037917;api.vetsGET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132132;1496429351963657869;1496429351996017105;8310d5ebc3f3;0;0
$1;1496429352032892006;api.ownersGET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132133;1496429351999739450;1496429352032869154;8310d5ebc3f3;0;0
$1;1496429352052327066;api.ownersNumberedGET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132134;1496429352036289341;1496429352052302686;8310d5ebc3f3;0;0
$1;1496429352089855335;api.ownersNumberedPUT;977484A8DFA05C65987E0BF59FC767A9;8425812690345132135;1496429352066092081;1496429352089832817;8310d5ebc3f3;0;0
$1;1496429352108859869;api.petsNumberedGET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132136;1496429352093287960;1496429352108834496;8310d5ebc3f3;0;0
$1;1496429352130086762;api.visitsGET;977484A8DFA05C65987E0BF59FC767A9;8425812690345132137;1496429352111978667;1496429352130058975;8310d5ebc3f3;0;0
$1;1496429352140904448;HTTP_API-Gateway.gateway.GET;EEA25878AB320C50E3C430D006CE3820;8425812690345132138;1496429352137246163;1496429352140856140;8310d5ebc3f3;0;0
$1;1496429352177691439;api.vetsGET;EEA25878AB320C50E3C430D006CE3820;8425812690345132139;1496429352145468788;1496429352177668460;8310d5ebc3f3;0;0
$1;1496429352217369599;api.ownersGET;EEA25878AB320C50E3C430D006CE3820;8425812690345132140;1496429352181346560;1496429352217338019;8310d5ebc3f3;0;0
$1;1496429352238633458;api.ownersNumberedGET;EEA25878AB320C50E3C430D006CE3820;8425812690345132141;1496429352221161819;1496429352238615014;8310d5ebc3f3;0;0
$1;1496429352273693256;api.ownersNumberedPUT;EEA25878AB320C50E3C430D006CE3820;8425812690345132142;1496429352252046607;1496429352273614847;8310d5ebc3f3;0;0
$1;1496429352297430361;api.petsNumberedGET;EEA25878AB320C50E3C430D006CE3820;8425812690345132143;1496429352277462585;1496429352297402583;8310d5ebc3f3;0;0
$1;1496429352325593169;api.visitsGET;EEA25878AB320C50E3C430D006CE3820;8425812690345132144;1496429352301580092;1496429352325565538;8310d5ebc3f3;0;0
$1;1496429352333711679;HTTP_API-Gateway.gateway.GET;1151598D43081707218A95DAC9975CA0;8425812690345132145;1496429352330759837;1496429352333665861;8310d5ebc3f3;0;0
$1;1496429352363601765;api.vetsGET;1151598D43081707218A95DAC9975CA0;8425812690345132146;1496429352337394124;1496429352363579453;8310d5ebc3f3;0;0
$1;1496429352400822926;api.ownersGET;1151598D43081707218A95DAC9975CA0;8425812690345132147;1496429352367755300;1496429352400791061;8310d5ebc3f3;0;0
$1;1496429352422122738;api.ownersNumberedGET;1151598D43081707218A95DAC9975CA0;8425812690345132148;1496429352404631502;1496429352422098945;8310d5ebc3f3;0;0
$1;1496429352464000447;api.ownersNumberedPUT;1151598D43081707218A95DAC9975CA0;8425812690345132149;1496429352435083960;1496429352463980334;8310d5ebc3f3;0;0
$1;1496429352484662837;api.petsNumberedGET;1151598D43081707218A95DAC9975CA0;8425812690345132150;1496429352467864089;1496429352484639470;8310d5ebc3f3;0;0
$1;1496429352508315347;api.visitsGET;1151598D43081707218A95DAC9975CA0;8425812690345132151;1496429352488324057;1496429352508291466;8310d5ebc3f3;0;0
$1;1496429352515512367;HTTP_API-Gateway.gateway.GET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132152;1496429352512821726;1496429352515467240;8310d5ebc3f3;0;0
$1;1496429352545656758;api.vetsGET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132153;1496429352518819514;1496429352545627332;8310d5ebc3f3;0;0
$1;1496429352584964781;api.ownersGET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132154;1496429352549622644;1496429352584943041;8310d5ebc3f3;0;0
$1;1496429352610513047;api.ownersNumberedGET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132155;1496429352588764661;1496429352610488949;8310d5ebc3f3;0;0
$1;1496429352644940949;api.ownersNumberedPUT;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132156;1496429352622981695;1496429352644917447;8310d5ebc3f3;0;0
$1;1496429352666744211;api.petsNumberedGET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132157;1496429352649213380;1496429352666721783;8310d5ebc3f3;0;0
$1;1496429352693259849;api.visitsGET;EC78DB6B4C78E68D203FDBAACF832330;8425812690345132158;1496429352671293060;1496429352693174484;8310d5ebc3f3;0;0
$1;1496429352702121751;HTTP_API-Gateway.gateway.GET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132159;1496429352699591716;1496429352702075640;8310d5ebc3f3;0;0
$1;1496429352741026904;api.vetsGET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132160;1496429352712278052;1496429352740998373;8310d5ebc3f3;0;0
$1;1496429352776405174;api.ownersGET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132161;1496429352745514336;1496429352776380220;8310d5ebc3f3;0;0
$1;1496429352797263951;api.ownersNumberedGET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132162;1496429352780342148;1496429352797193249;8310d5ebc3f3;0;0
$1;1496429352832696041;api.ownersNumberedPUT;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132163;1496429352809538688;1496429352832667765;8310d5ebc3f3;0;0
$1;1496429352856195288;api.petsNumberedGET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132164;1496429352838341059;1496429352856176785;8310d5ebc3f3;0;0
$1;1496429352880774357;api.visitsGET;35454BB8D521F8AC73BFAD7B4E87FAA5;8425812690345132165;1496429352859636862;1496429352880757276;8310d5ebc3f3;0;0
$1;1496429352887344435;HTTP_API-Gateway.gateway.GET;E9CDE79F2EF84969C13983D57EECDC17;8425812690345132166;1496429352884778699;1496429352887186809;8310d5ebc3f3;0;0
$1;1496429352916775032;api.vetsGET;E9CDE79F2EF84969C13983D57EECDC17;8425812690345132167;1496429352890632390;1496429352916757995;8310d5ebc3f3;0;0
$1;1496429352951197817;api.ownersGET;E9CDE79F2EF84969C13983D57EECDC17;8425812690345132168;1496429352920802802;1496429352951175404;8310d5ebc3f3;0;0
$1;1496429352992368058;api.petsNumberedGET;E9CDE79F2EF84969C13983D57EECDC17;8425812690345132171;1496429352972921230;1496429352992348197;8310d5ebc3f3;0;0
$1;1496429353015180548;api.visitsGET;E9CDE79F2EF84969C13983D57EECDC17;8425812690345132172;1496429352996265600;1496429353015162719;8310d5ebc3f3;0;0
$1;1496429353022068689;HTTP_API-Gateway.gateway.GET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132173;1496429353019600146;1496429353022021848;8310d5ebc3f3;0;0
$1;1496429353051621790;api.vetsGET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132174;1496429353025982851;1496429353051601582;8310d5ebc3f3;0;0
$1;1496429353088320745;api.ownersGET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132175;1496429353055440004;1496429353088300931;8310d5ebc3f3;0;0
$1;1496429353110882948;api.ownersNumberedGET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132176;1496429353092031790;1496429353110859454;8310d5ebc3f3;0;0
$1;1496429353145933178;api.ownersNumberedPUT;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132177;1496429353122995371;1496429353145914284;8310d5ebc3f3;0;0
$1;1496429353166834742;api.petsNumberedGET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132178;1496429353149425886;1496429353166815937;8310d5ebc3f3;0;0
$1;1496429353189708896;api.visitsGET;99F86EF20DEB28AEAF9523FB94B71CF6;8425812690345132179;1496429353170297050;1496429353189693680;8310d5ebc3f3;0;0
$1;1496429353197157942;HTTP_API-Gateway.gateway.GET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132180;1496429353194829810;1496429353197115771;8310d5ebc3f3;0;0
$1;1496429353231993601;api.vetsGET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132181;1496429353201076191;1496429353231972089;8310d5ebc3f3;0;0
$1;1496429353275295000;api.ownersGET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132182;1496429353239153290;1496429353275270150;8310d5ebc3f3;0;0
$1;1496429353295278442;api.ownersNumberedGET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132183;1496429353280013052;1496429353295197136;8310d5ebc3f3;0;0
$1;1496429353328880638;api.ownersNumberedPUT;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132184;1496429353307330092;1496429353328860344;8310d5ebc3f3;0;0
$1;1496429353348489912;api.petsNumberedGET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132185;1496429353332509647;1496429353348469317;8310d5ebc3f3;0;0
$1;1496429353373835170;api.visitsGET;DD2AACD81727AFA5D55E50AD8BDC4292;8425812690345132186;1496429353352306890;1496429353373815600;8310d5ebc3f3;0;0
$1;1496429353380205789;HTTP_API-Gateway.gateway.GET;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132187;1496429353377783460;1496429353380165811;8310d5ebc3f3;0;0
$1;1496429353410392000;api.vetsGET;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132188;1496429353383459716;1496429353410371647;8310d5ebc3f3;0;0
$1;1496429353441662222;api.ownersGET;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132189;1496429353413869122;1496429353441643313;8310d5ebc3f3;0;0
$1;1496429353457903907;api.ownersNumberedGET;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132190;1496429353444214514;1496429353457890059;8310d5ebc3f3;0;0
$1;1496429353499175850;api.ownersNumberedPUT;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132191;1496429353469378409;1496429353499158340;8310d5ebc3f3;0;0
$1;1496429353526063549;api.visitsGET;EB8173D42FEA9CA63EEE3D2E1F246EB0;8425812690345132193;1496429353507787964;1496429353526045178;8310d5ebc3f3;0;0
$1;1496429353532358245;HTTP_API-Gateway.gateway.GET;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132194;1496429353529899822;1496429353532311128;8310d5ebc3f3;0;0
$1;1496429353561800373;api.vetsGET;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132195;1496429353535640306;1496429353561779900;8310d5ebc3f3;0;0
$1;1496429353593778874;api.ownersGET;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132196;1496429353564865745;1496429353593758102;8310d5ebc3f3;0;0
$1;1496429353613670613;api.ownersNumberedGET;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132197;1496429353596972921;1496429353613650906;8310d5ebc3f3;0;0
$1;1496429353648870028;api.ownersNumberedPUT;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132198;1496429353624839044;1496429353648851124;8310d5ebc3f3;0;0
$1;1496429353672334918;api.visitsGET;A022AB19A29DC45736FC40F0EBCC7067;8425812690345132200;1496429353655869158;1496429353672319957;8310d5ebc3f3;0;0
$1;1496429353678949555;HTTP_API-Gateway.gateway.GET;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132201;1496429353676538538;1496429353678907644;8310d5ebc3f3;0;0
$1;1496429353708323571;api.vetsGET;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132202;1496429353682489877;1496429353708301835;8310d5ebc3f3;0;0
$1;1496429353741573356;api.ownersGET;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132203;1496429353711722534;1496429353741552322;8310d5ebc3f3;0;0
$1;1496429353761409876;api.ownersNumberedGET;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132204;1496429353745050585;1496429353761391861;8310d5ebc3f3;0;0
$1;1496429353794517209;api.ownersNumberedPUT;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132205;1496429353773062258;1496429353794494594;8310d5ebc3f3;0;0
$1;1496429353819487028;api.visitsGET;F24A9C1E6B267B65B5C34AE58A114341;8425812690345132207;1496429353802329922;1496429353819467651;8310d5ebc3f3;0;0
