$0;1496076185279915018;1.10;KIEKER-SINGLETON;02dfab33bc9e;1;false;0;NANOSECONDS;1
$1;1496076216484957576;api.ownersNumberedGET;C63FBF1ED29432EB1C5D25B80CFAD7E4;6081829821787144225;1496076216464885404;1496076216484937676;02dfab33bc9e;0;0
$1;1496076216557919188;api.ownersNumberedPUT;C63FBF1ED29432EB1C5D25B80CFAD7E4;6081829821787144226;1496076216500311237;1496076216557899407;02dfab33bc9e;0;0
$1;1496076216580669482;api.petsNumberedGET;C63FBF1ED29432EB1C5D25B80CFAD7E4;6081829821787144227;1496076216562186599;1496076216580653564;02dfab33bc9e;0;0
$1;1496076216607701701;api.visitsGET;C63FBF1ED29432EB1C5D25B80CFAD7E4;6081829821787144228;1496076216585076889;1496076216607680389;02dfab33bc9e;0;0
$1;1496076216723184324;HTTP_API-Gateway.gateway.GET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144229;1496076216718376068;1496076216723150203;02dfab33bc9e;0;0
$1;1496076216758892825;api.vetsGET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144230;1496076216727231902;1496076216758865251;02dfab33bc9e;0;0
$1;1496076216808086423;api.ownersGET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144231;1496076216763055392;1496076216808065192;02dfab33bc9e;0;0
$1;1496076216833350297;api.ownersNumberedGET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144232;1496076216812586263;1496076216833326170;02dfab33bc9e;0;0
$1;1496076216902579760;api.ownersNumberedPUT;7EDC61EC47ECAB9A41694930E8416070;6081829821787144233;1496076216851402801;1496076216902559594;02dfab33bc9e;0;0
$1;1496076216925333704;api.petsNumberedGET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144234;1496076216906488440;1496076216925311159;02dfab33bc9e;0;0
$1;1496076216950805304;api.visitsGET;7EDC61EC47ECAB9A41694930E8416070;6081829821787144235;1496076216929299107;1496076216950785736;02dfab33bc9e;0;0
$1;1496076217059991959;HTTP_API-Gateway.gateway.GET;82467F8A5104173D0249930252DF9684;6081829821787144236;1496076217056020787;1496076217059961806;02dfab33bc9e;0;0
$1;1496076217097547020;api.vetsGET;82467F8A5104173D0249930252DF9684;6081829821787144237;1496076217063217958;1496076217097527280;02dfab33bc9e;0;0
$1;1496076217140241032;api.ownersGET;82467F8A5104173D0249930252DF9684;6081829821787144238;1496076217101171554;1496076217140217301;02dfab33bc9e;0;0
$1;1496076217164521608;api.ownersNumberedGET;82467F8A5104173D0249930252DF9684;6081829821787144239;1496076217144108416;1496076217164488136;02dfab33bc9e;0;0
$1;1496076217221951399;api.ownersNumberedPUT;82467F8A5104173D0249930252DF9684;6081829821787144240;1496076217177807272;1496076217221928727;02dfab33bc9e;0;0
$1;1496076217246226455;api.petsNumberedGET;82467F8A5104173D0249930252DF9684;6081829821787144241;1496076217226788033;1496076217246206641;02dfab33bc9e;0;0
$1;1496076217309042849;api.visitsGET;82467F8A5104173D0249930252DF9684;6081829821787144242;1496076217250758988;1496076217309016660;02dfab33bc9e;0;0
$1;1496076217419250137;HTTP_API-Gateway.gateway.GET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144243;1496076217415374001;1496076217419220939;02dfab33bc9e;0;0
$1;1496076217464074837;api.vetsGET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144244;1496076217423371728;1496076217464049166;02dfab33bc9e;0;0
$1;1496076217504264890;api.ownersGET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144245;1496076217467775355;1496076217504246579;02dfab33bc9e;0;0
$1;1496076217524921104;api.ownersNumberedGET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144246;1496076217507999073;1496076217524901515;02dfab33bc9e;0;0
$1;1496076217594665177;api.ownersNumberedPUT;A7B513D3788B831F44CE4448FAAB926A;6081829821787144247;1496076217543778083;1496076217594640688;02dfab33bc9e;0;0
$1;1496076217618335111;api.petsNumberedGET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144248;1496076217598457192;1496076217618313180;02dfab33bc9e;0;0
$1;1496076217650052739;api.visitsGET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144249;1496076217622304399;1496076217650028470;02dfab33bc9e;0;0
$1;1496076217763069164;HTTP_API-Gateway.gateway.GET;BA192BBCF628423643EA682C4C65492A;6081829821787144250;1496076217759633098;1496076217763036982;02dfab33bc9e;0;0
$1;1496076217799323793;api.vetsGET;BA192BBCF628423643EA682C4C65492A;6081829821787144251;1496076217766614739;1496076217799300817;02dfab33bc9e;0;0
$1;1496076217839408613;api.ownersGET;BA192BBCF628423643EA682C4C65492A;6081829821787144252;1496076217803196378;1496076217839387593;02dfab33bc9e;0;0
$1;1496076217860419262;api.ownersNumberedGET;BA192BBCF628423643EA682C4C65492A;6081829821787144253;1496076217843507800;1496076217860404935;02dfab33bc9e;0;0
$1;1496076217917345998;api.ownersNumberedPUT;BA192BBCF628423643EA682C4C65492A;6081829821787144254;1496076217874232283;1496076217917322476;02dfab33bc9e;0;0
$1;1496076217939124189;api.petsNumberedGET;BA192BBCF628423643EA682C4C65492A;6081829821787144255;1496076217921480262;1496076217939101242;02dfab33bc9e;0;0
$1;1496076217968480461;api.visitsGET;BA192BBCF628423643EA682C4C65492A;6081829821787144256;1496076217943053506;1496076217968456416;02dfab33bc9e;0;0
$1;1496076218077145192;HTTP_API-Gateway.gateway.GET;D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144257;1496076218072363542;1496076218077115065;02dfab33bc9e;0;0
$1;1496076218111336056;api.vetsGET;D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144258;1496076218080902559;1496076218111310525;02dfab33bc9e;0;0
$1;1496076218151142757;api.ownersGET;D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144259;1496076218115238744;1496076218151118816;02dfab33bc9e;0;0
$1;1496076218207625488;api.visitsGET;D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144263;1496076218183776191;1496076218207602218;02dfab33bc9e;0;0
$1;1496076218325525653;HTTP_API-Gateway.gateway.GET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144264;1496076218322159400;1496076218325495747;02dfab33bc9e;0;0
$1;1496076218356864318;api.vetsGET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144265;1496076218328683196;1496076218356845079;02dfab33bc9e;0;0
$1;1496076218399336045;api.ownersGET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144266;1496076218361882636;1496076218399313880;02dfab33bc9e;0;0
$1;1496076218419223542;api.ownersNumberedGET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144267;1496076218403326606;1496076218419200768;02dfab33bc9e;0;0
$1;1496076218455040062;api.ownersNumberedPUT;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144268;1496076218431413907;1496076218455013972;02dfab33bc9e;0;0
$1;1496076218482949561;api.visitsGET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144270;1496076218463690153;1496076218482897340;02dfab33bc9e;0;0
$1;1496076218590529452;HTTP_API-Gateway.gateway.GET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144271;1496076218587488832;1496076218590498889;02dfab33bc9e;0;0
$1;1496076218625029999;api.vetsGET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144272;1496076218593813923;1496076218625006151;02dfab33bc9e;0;0
$1;1496076218665122947;api.ownersGET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144273;1496076218628553879;1496076218665097387;02dfab33bc9e;0;0
$1;1496076218685675310;api.ownersNumberedGET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144274;1496076218668730204;1496076218685646870;02dfab33bc9e;0;0
$1;1496076218721941660;api.ownersNumberedPUT;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144275;1496076218697697205;1496076218721921890;02dfab33bc9e;0;0
$1;1496076218750661641;api.visitsGET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144277;1496076218731069348;1496076218750637448;02dfab33bc9e;0;0
$1;1496076218856210006;HTTP_API-Gateway.gateway.GET;47453F8E45EC54334832FDFB428FE060;6081829821787144278;1496076218853038961;1496076218856181543;02dfab33bc9e;0;0
$1;1496076218893172635;api.vetsGET;47453F8E45EC54334832FDFB428FE060;6081829821787144279;1496076218859880323;1496076218893152400;02dfab33bc9e;0;0
$1;1496076218929519839;api.ownersGET;47453F8E45EC54334832FDFB428FE060;6081829821787144280;1496076218897142768;1496076218929499738;02dfab33bc9e;0;0
$1;1496076218949652508;api.ownersNumberedGET;47453F8E45EC54334832FDFB428FE060;6081829821787144281;1496076218933353504;1496076218949627785;02dfab33bc9e;0;0
$1;1496076218984092292;api.ownersNumberedPUT;47453F8E45EC54334832FDFB428FE060;6081829821787144282;1496076218961378910;1496076218984067835;02dfab33bc9e;0;0
$1;1496076219014414223;api.visitsGET;47453F8E45EC54334832FDFB428FE060;6081829821787144284;1496076218994649544;1496076219014390548;02dfab33bc9e;0;0
$1;1496076219127853520;HTTP_API-Gateway.gateway.GET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144285;1496076219123458288;1496076219127822382;02dfab33bc9e;0;0
$1;1496076219161091282;api.vetsGET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144286;1496076219132076182;1496076219161063730;02dfab33bc9e;0;0
$1;1496076219196984885;api.ownersGET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144287;1496076219165196978;1496076219196962028;02dfab33bc9e;0;0
$1;1496076219216191198;api.ownersNumberedGET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144288;1496076219200569387;1496076219216161955;02dfab33bc9e;0;0
$1;1496076219253453261;api.ownersNumberedPUT;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144289;1496076219230148055;1496076219253431998;02dfab33bc9e;0;0
$1;1496076219275037818;api.petsNumberedGET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144290;1496076219257516180;1496076219275016780;02dfab33bc9e;0;0
$1;1496076219297222362;api.visitsGET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144291;1496076219278424387;1496076219297202185;02dfab33bc9e;0;0
$1;1496076219403666235;HTTP_API-Gateway.gateway.GET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144292;1496076219399799607;1496076219403624514;02dfab33bc9e;0;0
$1;1496076219436404227;api.vetsGET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144293;1496076219407406758;1496076219436377576;02dfab33bc9e;0;0
$1;1496076219473216470;api.ownersGET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144294;1496076219439597029;1496076219473191621;02dfab33bc9e;0;0
$1;1496076219496316947;api.ownersNumberedGET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144295;1496076219476833339;1496076219496294142;02dfab33bc9e;0;0
$1;1496076219532240768;api.ownersNumberedPUT;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144296;1496076219509377470;1496076219532220423;02dfab33bc9e;0;0
$1;1496076219552619273;api.petsNumberedGET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144297;1496076219535759887;1496076219552603905;02dfab33bc9e;0;0
$1;1496076219573290758;api.visitsGET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144298;1496076219555547945;1496076219573267667;02dfab33bc9e;0;0
$1;1496076219684049809;HTTP_API-Gateway.gateway.GET;57F2147B669086DDD6589216C9100C53;6081829821787144299;1496076219681134695;1496076219684019816;02dfab33bc9e;0;0
$1;1496076219720289725;api.vetsGET;57F2147B669086DDD6589216C9100C53;6081829821787144300;1496076219688069318;1496076219720265680;02dfab33bc9e;0;0
$1;1496076219759494983;api.ownersGET;57F2147B669086DDD6589216C9100C53;6081829821787144301;1496076219724047565;1496076219759473907;02dfab33bc9e;0;0
$1;1496076219781392789;api.ownersNumberedGET;57F2147B669086DDD6589216C9100C53;6081829821787144302;1496076219763352305;1496076219781343394;02dfab33bc9e;0;0
$1;1496076219817987271;api.ownersNumberedPUT;57F2147B669086DDD6589216C9100C53;6081829821787144303;1496076219794468294;1496076219817963705;02dfab33bc9e;0;0
$1;1496076219840095378;api.petsNumberedGET;57F2147B669086DDD6589216C9100C53;6081829821787144304;1496076219821489845;1496076219840070818;02dfab33bc9e;0;0
$1;1496076219869782891;api.visitsGET;57F2147B669086DDD6589216C9100C53;6081829821787144305;1496076219844362510;1496076219869759492;02dfab33bc9e;0;0
$1;1496076219980931195;HTTP_API-Gateway.gateway.GET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144306;1496076219978178421;1496076219980902799;02dfab33bc9e;0;0
$1;1496076220010502406;api.vetsGET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144307;1496076219984185503;1496076220010472379;02dfab33bc9e;0;0
$1;1496076220044184336;api.ownersGET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144308;1496076220013736963;1496076220044162217;02dfab33bc9e;0;0
$1;1496076220064997265;api.ownersNumberedGET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144309;1496076220047546720;1496076220064970987;02dfab33bc9e;0;0
$1;1496076220107308386;api.ownersNumberedPUT;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144310;1496076220077507579;1496076220107290865;02dfab33bc9e;0;0
$1;1496076220127062968;api.petsNumberedGET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144311;1496076220111099753;1496076220127043218;02dfab33bc9e;0;0
$1;1496076220151936306;api.visitsGET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144312;1496076220131123640;1496076220151907383;02dfab33bc9e;0;0
$1;1496076220261890287;HTTP_API-Gateway.gateway.GET;E2E26FA0443964416096993C3DE00787;6081829821787144313;1496076220259543445;1496076220261861534;02dfab33bc9e;0;0
$1;1496076220296096216;api.vetsGET;E2E26FA0443964416096993C3DE00787;6081829821787144314;1496076220265909118;1496076220296074815;02dfab33bc9e;0;0
$1;1496076220335526701;api.ownersGET;E2E26FA0443964416096993C3DE00787;6081829821787144315;1496076220299685010;1496076220335505563;02dfab33bc9e;0;0
$1;1496076220360279164;api.ownersNumberedGET;E2E26FA0443964416096993C3DE00787;6081829821787144316;1496076220338672829;1496076220360254288;02dfab33bc9e;0;0
$1;1496076220393032904;api.ownersNumberedPUT;E2E26FA0443964416096993C3DE00787;6081829821787144317;1496076220372067045;1496076220393013869;02dfab33bc9e;0;0
$1;1496076220414984402;api.petsNumberedGET;E2E26FA0443964416096993C3DE00787;6081829821787144318;1496076220397113413;1496076220414860131;02dfab33bc9e;0;0
$1;1496076220437084409;api.visitsGET;E2E26FA0443964416096993C3DE00787;6081829821787144319;1496076220418507034;1496076220437057088;02dfab33bc9e;0;0
$1;1496076220542988881;HTTP_API-Gateway.gateway.GET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144320;1496076220540694490;1496076220542952826;02dfab33bc9e;0;0
$1;1496076220573261374;api.vetsGET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144321;1496076220546952138;1496076220573242116;02dfab33bc9e;0;0
$1;1496076220607782103;api.ownersGET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144322;1496076220577173995;1496076220607710717;02dfab33bc9e;0;0
$1;1496076220627760734;api.ownersNumberedGET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144323;1496076220611351825;1496076220627728661;02dfab33bc9e;0;0
$1;1496076220659809260;api.ownersNumberedPUT;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144324;1496076220638895604;1496076220659782195;02dfab33bc9e;0;0
$1;1496076220680851968;api.petsNumberedGET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144325;1496076220663600145;1496076220680830503;02dfab33bc9e;0;0
$1;1496076220704210861;api.visitsGET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144326;1496076220684534073;1496076220703289118;02dfab33bc9e;0;0
$1;1496076220808998505;HTTP_API-Gateway.gateway.GET;574C59CF4C790635254447EF050FFB87;6081829821787144327;1496076220806442350;1496076220808970730;02dfab33bc9e;0;0
$1;1496076220838439488;api.vetsGET;574C59CF4C790635254447EF050FFB87;6081829821787144328;1496076220812058586;1496076220838418309;02dfab33bc9e;0;0
$1;1496076220872019779;api.ownersGET;574C59CF4C790635254447EF050FFB87;6081829821787144329;1496076220842188133;1496076220872002266;02dfab33bc9e;0;0
$1;1496076220910373290;api.petsNumberedGET;574C59CF4C790635254447EF050FFB87;6081829821787144332;1496076220891447709;1496076220910361290;02dfab33bc9e;0;0
$1;1496076220932002393;api.visitsGET;574C59CF4C790635254447EF050FFB87;6081829821787144333;1496076220913494014;1496076220931983867;02dfab33bc9e;0;0
$1;1496076221043200553;HTTP_API-Gateway.gateway.GET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144334;1496076221040806706;1496076221043173080;02dfab33bc9e;0;0
$1;1496076221073082769;api.vetsGET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144335;1496076221046464303;1496076221073068605;02dfab33bc9e;0;0
$1;1496076221108870799;api.ownersGET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144336;1496076221076104014;1496076221108849659;02dfab33bc9e;0;0
$1;1496076221128981194;api.ownersNumberedGET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144337;1496076221112879934;1496076221128965511;02dfab33bc9e;0;0
$1;1496076221160031176;api.ownersNumberedPUT;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144338;1496076221139481435;1496076221160008988;02dfab33bc9e;0;0
$1;1496076221179340474;api.petsNumberedGET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144339;1496076221163206071;1496076221179322456;02dfab33bc9e;0;0
$1;1496076221202000283;api.visitsGET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144340;1496076221182586999;1496076221201978271;02dfab33bc9e;0;0
$1;1496076221309696787;HTTP_API-Gateway.gateway.GET;F2048D806D14273B164DC8A629980ADA;6081829821787144341;1496076221307525074;1496076221309670776;02dfab33bc9e;0;0
$1;1496076221346591364;api.vetsGET;F2048D806D14273B164DC8A629980ADA;6081829821787144342;1496076221313565742;1496076221346557492;02dfab33bc9e;0;0
$1;1496076221383608450;api.ownersGET;F2048D806D14273B164DC8A629980ADA;6081829821787144343;1496076221350457315;1496076221383588548;02dfab33bc9e;0;0
$1;1496076221402317863;api.ownersNumberedGET;F2048D806D14273B164DC8A629980ADA;6081829821787144344;1496076221387091810;1496076221402298604;02dfab33bc9e;0;0
$1;1496076221436057282;api.ownersNumberedPUT;F2048D806D14273B164DC8A629980ADA;6081829821787144345;1496076221413254708;1496076221436034624;02dfab33bc9e;0;0
$1;1496076221455860895;api.petsNumberedGET;F2048D806D14273B164DC8A629980ADA;6081829821787144346;1496076221439523854;1496076221455843555;02dfab33bc9e;0;0
$1;1496076221479036790;api.visitsGET;F2048D806D14273B164DC8A629980ADA;6081829821787144347;1496076221459502732;1496076221479016800;02dfab33bc9e;0;0
$1;1496076221589691438;HTTP_API-Gateway.gateway.GET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144348;1496076221587496832;1496076221589667863;02dfab33bc9e;0;0
$1;1496076221619145237;api.vetsGET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144349;1496076221593209167;1496076221619125265;02dfab33bc9e;0;0
$1;1496076221653108567;api.ownersGET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144350;1496076221623154042;1496076221653088204;02dfab33bc9e;0;0
$1;1496076221672369215;api.ownersNumberedGET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144351;1496076221657142643;1496076221672349473;02dfab33bc9e;0;0
$1;1496076221711031874;api.ownersNumberedPUT;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144352;1496076221683081506;1496076221711016199;02dfab33bc9e;0;0
$1;1496076221734669056;api.visitsGET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144354;1496076221718066880;1496076221734651972;02dfab33bc9e;0;0
$1;1496076221839901428;HTTP_API-Gateway.gateway.GET;B776C39B03FC93727BF535CA59378E49;6081829821787144355;1496076221837387471;1496076221839872530;02dfab33bc9e;0;0
$1;1496076221869657740;api.vetsGET;B776C39B03FC93727BF535CA59378E49;6081829821787144356;1496076221843234174;1496076221869641120;02dfab33bc9e;0;0
$1;1496076221903157355;api.ownersGET;B776C39B03FC93727BF535CA59378E49;6081829821787144357;1496076221873072902;1496076221903147175;02dfab33bc9e;0;0
$1;1496076221921230001;api.ownersNumberedGET;B776C39B03FC93727BF535CA59378E49;6081829821787144358;1496076221906046310;1496076221921210881;02dfab33bc9e;0;0
$1;1496076221957714310;api.ownersNumberedPUT;B776C39B03FC93727BF535CA59378E49;6081829821787144359;1496076221932754376;1496076221957691803;02dfab33bc9e;0;0
$1;1496076221981898004;api.visitsGET;B776C39B03FC93727BF535CA59378E49;6081829821787144361;1496076221965888955;1496076221981875130;02dfab33bc9e;0;0
$1;1496076222089785776;HTTP_API-Gateway.gateway.GET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144362;1496076222087468203;1496076222089756302;02dfab33bc9e;0;0
$1;1496076222118532380;api.vetsGET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144363;1496076222092705607;1496076222118511794;02dfab33bc9e;0;0
$1;1496076222154199198;api.ownersGET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144364;1496076222121713716;1496076222154178261;02dfab33bc9e;0;0
$1;1496076222172490398;api.ownersNumberedGET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144365;1496076222157525418;1496076222172467319;02dfab33bc9e;0;0
$1;1496076222205687249;api.ownersNumberedPUT;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144366;1496076222183211169;1496076222205665129;02dfab33bc9e;0;0
$1;1496076222230298007;api.visitsGET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144368;1496076222212593773;1496076222230278607;02dfab33bc9e;0;0
$1;1496076222339950989;HTTP_API-Gateway.gateway.GET;57F9F61C481D0FCCB4A47315F9538449;6081829821787144369;1496076222337566314;1496076222339925735;02dfab33bc9e;0;0
$1;1496076222370166437;api.vetsGET;57F9F61C481D0FCCB4A47315F9538449;6081829821787144370;1496076222343245969;1496076222370146821;02dfab33bc9e;0;0
