$0;1496994244900434415;1.10;KIEKER-SINGLETON;f29ad1434494;1;false;0;NANOSECONDS;1
$1;1496994405217491451;VetsService.vetsGET;DC005B5EBBBCB51AD3D97BFEAD6EB123;7612490745139691631;1496994405205477525;1496994405217436370;f29ad1434494;1;1
$1;1496994405318706431;VetsService.vetsGET;D99ED47F0A90CC5D0738555249BBE79A;7612490745139691637;1496994405303901542;1496994405318651120;f29ad1434494;1;1
$1;1496994405419468445;VetsService.vetsGET;448A1D32EC0C02507713FEA24605D62D;7612490745139691643;1496994405407912757;1496994405419414954;f29ad1434494;1;1
$1;1496994405544178557;VetsService.vetsGET;B701544095BECE83FF718B467A0F8452;7612490745139691649;1496994405533540152;1496994405544120523;f29ad1434494;1;1
$1;1496994405641901886;VetsService.vetsGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691655;1496994405626880723;1496994405641847966;f29ad1434494;1;1
$1;1496994405755143919;VetsService.vetsGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691661;1496994405745029302;1496994405755086935;f29ad1434494;1;1
$1;1496994405849787077;VetsService.vetsGET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691667;1496994405835696110;1496994405849720146;f29ad1434494;1;1
$1;1496994405956007771;VetsService.vetsGET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691673;1496994405945339490;1496994405955893813;f29ad1434494;1;1
$1;1496994406044603659;VetsService.vetsGET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691679;1496994406033761290;1496994406044547631;f29ad1434494;1;1
$1;1496994406146407289;VetsService.vetsGET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691685;1496994406135998769;1496994406146355408;f29ad1434494;1;1
$1;1496994406382435893;VetsService.vetsGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691691;1496994406291982170;1496994406382379896;f29ad1434494;1;1
$1;1496994406693171089;VetsService.vetsGET;CAFA16C70AD3545E3D7A7D1AC9E497C3;7612490745139691697;1496994406676402385;1496994406693105255;f29ad1434494;1;1
$1;1496994406981665151;VetsService.vetsGET;328203950D7E8A03E90F20C5E3D5780C;7612490745139691703;1496994406915291423;1496994406981609747;f29ad1434494;1;1
$1;1496994407117920747;VetsService.vetsGET;F6FA2F71B41E8B1B0DE766C52EF19BF8;7612490745139691709;1496994407107454595;1496994407117862243;f29ad1434494;1;1
$1;1496994407320496691;VetsService.vetsGET;DFE471AE2025FE653738481CC718C2F0;7612490745139691715;1496994407309779125;1496994407320440734;f29ad1434494;1;1
$1;1496994407413858277;VetsService.vetsGET;2B0D257CCC226397C0663F1BABFFC560;7612490745139691721;1496994407403513215;1496994407413803630;f29ad1434494;1;1
$1;1496994407590337066;VetsService.vetsGET;8FE12632E86A612388375BE79C9187C4;7612490745139691727;1496994407577509752;1496994407590282837;f29ad1434494;1;1
$1;1496994407687564289;VetsService.vetsGET;AB09DC6855B4CA474ED79A98DF338F4B;7612490745139691733;1496994407676304908;1496994407687510447;f29ad1434494;1;1
$1;1496994407790073916;VetsService.vetsGET;469605A600635901BC0F4F1AE78DB41F;7612490745139691739;1496994407776480007;1496994407790020786;f29ad1434494;1;1
$1;1496994407884927876;VetsService.vetsGET;F6FE20B52369E470F5CF90D2AAACFCF5;7612490745139691745;1496994407873364536;1496994407884877016;f29ad1434494;1;1
$1;1496994407984397674;VetsService.vetsGET;12A5E27A4B4F16CE197243B1B5297DFB;7612490745139691751;1496994407955046722;1496994407984346287;f29ad1434494;1;1
$1;1496994408086040683;VetsService.vetsGET;04DEEFAA806B34ABA80A3B92683B836C;7612490745139691757;1496994408076879336;1496994408085989700;f29ad1434494;1;1
$1;1496994408183825717;VetsService.vetsGET;E5D38B5F7BCEA9AE7DD9C8F0F7AC0E39;7612490745139691763;1496994408150770818;1496994408183771801;f29ad1434494;1;1
$1;1496994408283711623;VetsService.vetsGET;569B510A8C56CC165C83BAC532946C23;7612490745139691769;1496994408250762563;1496994408283658766;f29ad1434494;1;1
$1;1496994408384363598;VetsService.vetsGET;59E13D9358431C8BC3B2544265795425;7612490745139691775;1496994408354160368;1496994408384313306;f29ad1434494;1;1
$1;1496994408575913044;VetsService.vetsGET;8D6C08E9FCCA3B757549AADFE616BCBB;7612490745139691781;1496994408478341898;1496994408575838958;f29ad1434494;1;1
$1;1496994408743880482;VetsService.vetsGET;8E51969CC760023B991DABABE08FA46A;7612490745139691787;1496994408734140759;1496994408743821401;f29ad1434494;1;1
$1;1496994408836641708;VetsService.vetsGET;C9209E711EDDCF523558EF06DF125AA2;7612490745139691793;1496994408828247094;1496994408836589989;f29ad1434494;1;1
$1;1496994408917153978;VetsService.vetsGET;9E5412931CF4C16A7B5D62F7BE9217CE;7612490745139691799;1496994408908255161;1496994408917099001;f29ad1434494;1;1
$1;1496994409014214724;VetsService.vetsGET;DF100D46BD90A2268AB4A328AF4259DD;7612490745139691805;1496994409005558165;1496994409014164931;f29ad1434494;1;1
$1;1496994409097357989;VetsService.vetsGET;57204FAF11999909B7B72345733600BC;7612490745139691811;1496994409088808156;1496994409097307838;f29ad1434494;1;1
$1;1496994409194309335;VetsService.vetsGET;21DF610B31CD9EADA4CE625887B18F0E;7612490745139691817;1496994409185374611;1496994409194258634;f29ad1434494;1;1
$1;1496994409307647047;VetsService.vetsGET;60D8AFF2260356B5D44F15A45E89D237;7612490745139691823;1496994409297957480;1496994409307514570;f29ad1434494;1;1
$1;1496994409376181415;VetsService.vetsGET;E96A74D16142B165887054593CC6384E;7612490745139691829;1496994409367425828;1496994409376131565;f29ad1434494;1;1
$1;1496994409439534905;VetsService.vetsGET;C01FD11DBEFB367FD69F66AEADCCB246;7612490745139691835;1496994409430015596;1496994409439485969;f29ad1434494;1;1
$1;1496994409701615515;VetsService.vetsGET;80492107BBF7416C3A339DB92B5A1522;7612490745139691841;1496994409692550807;1496994409701517167;f29ad1434494;1;1
$1;1496994409785747150;VetsService.vetsGET;C662AE2EEB9C9A2CE0B9C58F3FA42452;7612490745139691847;1496994409777536124;1496994409785668129;f29ad1434494;1;1
$1;1496994409864469916;VetsService.vetsGET;D502E859E4587BBC62379DAA58F3B0B9;7612490745139691853;1496994409856690065;1496994409864426139;f29ad1434494;1;1
$1;1496994409947890278;VetsService.vetsGET;56B287708329A030B23E5ED4AE496C4F;7612490745139691859;1496994409939835861;1496994409947843785;f29ad1434494;1;1
$1;1496994410043370783;VetsService.vetsGET;7B64D12AD3BF52A614C8DBA9CABC42CE;7612490745139691865;1496994410034944407;1496994410043326564;f29ad1434494;1;1
$1;1496994410193300939;VetsService.vetsGET;9FF610A2CB40F58011065E991562945D;7612490745139691871;1496994410185215745;1496994410193254811;f29ad1434494;1;1
$1;1496994410308880223;VetsService.vetsGET;01DCE430697C1C088E89B8E141A281C8;7612490745139691877;1496994410299988221;1496994410308830803;f29ad1434494;1;1
$1;1496994410518764370;VetsService.vetsGET;813C6605888CF8199CEC536751CB54B4;7612490745139691883;1496994410510327342;1496994410518716190;f29ad1434494;1;1
$1;1496994410781105513;VetsService.vetsGET;1D5CF7078DF6738E51B4CD46F165AB6E;7612490745139691889;1496994410687687807;1496994410781054647;f29ad1434494;1;1
$1;1496994410917008002;VetsService.vetsGET;01875BC4322B37D99FFA7869A1FA0C14;7612490745139691895;1496994410907954869;1496994410916957422;f29ad1434494;1;1
$1;1496994411182455240;VetsService.vetsGET;CDB28B6FBE2DCC1046BE8FFAD3854B9C;7612490745139691901;1496994411101385566;1496994411182400753;f29ad1434494;1;1
$1;1496994411491654370;VetsService.vetsGET;79560A784929B554A60F0206E5108C44;7612490745139691907;1496994411476311757;1496994411491529057;f29ad1434494;1;1
$1;1496994411628167098;VetsService.vetsGET;D6BFF82D4B8F0EED90ACDB0BB1E027B7;7612490745139691913;1496994411618653490;1496994411628120361;f29ad1434494;1;1
$1;1496994411726493287;VetsService.vetsGET;406BA4F1B9632A9F23599AD202242EDC;7612490745139691919;1496994411718330279;1496994411726445961;f29ad1434494;1;1
$1;1496994411976912329;VetsService.vetsGET;1F42B15D5C4973D3965E3AC2CAEA9790;7612490745139691925;1496994411884537237;1496994411976864004;f29ad1434494;1;1
$1;1496994412142549397;VetsService.vetsGET;B36BC0B3E206417DE3B36EB33A01F0F5;7612490745139691931;1496994412134016754;1496994412142500859;f29ad1434494;1;1
$1;1496994412248640996;VetsService.vetsGET;06E7AC586CE031911AE28FA3B2AED034;7612490745139691937;1496994412240429344;1496994412248592800;f29ad1434494;1;1
$1;1496994412326272878;VetsService.vetsGET;0FC3E7EBED745E05B44394F529E00D75;7612490745139691943;1496994412318168706;1496994412326227962;f29ad1434494;1;1
$1;1496994412399272694;VetsService.vetsGET;B9D74ECC089302342DB995766D934F38;7612490745139691949;1496994412391258004;1496994412399226000;f29ad1434494;1;1
$1;1496994412466378499;VetsService.vetsGET;2D1FE4D96EA5DDE85EFCF6DA11166322;7612490745139691955;1496994412458586400;1496994412466331997;f29ad1434494;1;1
$1;1496994412549504156;VetsService.vetsGET;11C1A7CC0A7812DE108CFBD3A36DA802;7612490745139691961;1496994412541144960;1496994412549454344;f29ad1434494;1;1
$1;1496994412649640118;VetsService.vetsGET;773E0503FB0F7F976D149E93EABA4CE7;7612490745139691967;1496994412639560371;1496994412649590513;f29ad1434494;1;1
$1;1496994412817728001;VetsService.vetsGET;1F41E415F4524C115F2FB23141C46B47;7612490745139691973;1496994412808686763;1496994412817678605;f29ad1434494;1;1
$1;1496994412889082284;VetsService.vetsGET;3F1978EAE96ADB41867A426FDA8E23BF;7612490745139691979;1496994412880739016;1496994412889021880;f29ad1434494;1;1
$1;1496994412951451396;VetsService.vetsGET;038A3EF89355E90B0B86E337E64C8C99;7612490745139691985;1496994412943301701;1496994412951400947;f29ad1434494;1;1
$1;1496994413042225440;VetsService.vetsGET;B2E18AF5CE970ADDEDD8E01D1D82AF0D;7612490745139691991;1496994413034591729;1496994413042180513;f29ad1434494;1;1
$1;1496994413111765223;VetsService.vetsGET;D6CCCCDDC66F8B3A3DD879EE5F1B818A;7612490745139691997;1496994413104000435;1496994413111716040;f29ad1434494;1;1
$1;1496994413178376548;VetsService.vetsGET;BAE4192BF11974449CD271F531B45CB1;7612490745139692003;1496994413170226375;1496994413178330252;f29ad1434494;1;1
$1;1496994413252127418;VetsService.vetsGET;80D42BFBEF9ED7E8DD2A7544EAF57E77;7612490745139692009;1496994413244183554;1496994413252080160;f29ad1434494;1;1
$1;1496994413391645482;VetsService.vetsGET;2D6A4272E5608D53750A6C481C4E6900;7612490745139692015;1496994413383236926;1496994413391550260;f29ad1434494;1;1
$1;1496994413599358488;VetsService.vetsGET;94C27025732B744E7221911A1EBF9C92;7612490745139692021;1496994413591792021;1496994413599311154;f29ad1434494;1;1
$1;1496994413718193864;VetsService.vetsGET;E4CE5937AD98F750966CD60558B1DF5A;7612490745139692027;1496994413709449527;1496994413718136566;f29ad1434494;1;1
$1;1496994413838892578;VetsService.vetsGET;4066F6F2C6E9E2E8D3D6EB232E46148D;7612490745139692033;1496994413829446925;1496994413838799053;f29ad1434494;1;1
$1;1496994413955263807;VetsService.vetsGET;5A9CA503A3391B1937D7C0C6724AC3F2;7612490745139692039;1496994413938216223;1496994413955209142;f29ad1434494;1;1
$1;1496994414049223833;VetsService.vetsGET;46E3330C0AAA4186A18F302E698151A6;7612490745139692045;1496994414039974914;1496994414049171619;f29ad1434494;1;1
$1;1496994414125924858;VetsService.vetsGET;4D5FF56680CD476B1E9E8B2DAC46DBF1;7612490745139692051;1496994414117977925;1496994414125871899;f29ad1434494;1;1
$1;1496994414311714809;VetsService.vetsGET;E35333D351863497F08524AF2E44A483;7612490745139692057;1496994414303926754;1496994414311659983;f29ad1434494;1;1
$1;1496994414431376263;VetsService.vetsGET;9E81D764E911D957E21706DBA8A9ED4C;7612490745139692063;1496994414423787899;1496994414431326144;f29ad1434494;1;1
$1;1496994414530072367;VetsService.vetsGET;2C8620552D669C6DA86DAA3E9899C240;7612490745139692069;1496994414522809061;1496994414530026116;f29ad1434494;1;1
$1;1496994414623633899;VetsService.vetsGET;45F6025C321C9D9BB37D64F413D3443A;7612490745139692075;1496994414616430657;1496994414623546260;f29ad1434494;1;1
$1;1496994414875955577;VetsService.vetsGET;6A30EF953109ACE58F468ACA82455DDE;7612490745139692081;1496994414812460985;1496994414875886435;f29ad1434494;1;1
$1;1496994415110439008;VetsService.vetsGET;82CDDAAE717BBCA1F44893EA215BA2AE;7612490745139692087;1496994415103107905;1496994415110392351;f29ad1434494;1;1
$1;1496994415316713956;VetsService.vetsGET;7B77E0BB05816190D2F27FD1C72C7CE0;7612490745139692093;1496994415309057026;1496994415316662242;f29ad1434494;1;1
$1;1496994415611774478;VetsService.vetsGET;C61FDA9CB21974369EEDFFD59E3B8044;7612490745139692099;1496994415603145847;1496994415611722849;f29ad1434494;1;1
$1;1496994415918081856;VetsService.vetsGET;1B6E7A97CEED2EA06060367BE168D3F3;7612490745139692105;1496994415909781740;1496994415918032560;f29ad1434494;1;1
$1;1496994416206907744;VetsService.vetsGET;1241624AFE33A74ACF7571B15092144D;7612490745139692111;1496994416199716337;1496994416206860007;f29ad1434494;1;1
$1;1496994416618156864;VetsService.vetsGET;AF0E551AEC286CAE4473B8892011A389;7612490745139692117;1496994416610569176;1496994416618109720;f29ad1434494;1;1
$1;1496994416814438693;VetsService.vetsGET;365F1B559E259E00358A8DA0E757861B;7612490745139692123;1496994416806978042;1496994416814392243;f29ad1434494;1;1
$1;1496994417013005695;VetsService.vetsGET;91C8371C11702FCE4C91CD91BAF49D30;7612490745139692129;1496994417005440455;1496994417012959278;f29ad1434494;1;1
$1;1496994417210110276;VetsService.vetsGET;6E5F7785FFB9F9D34304F65699102817;7612490745139692135;1496994417202914451;1496994417210064236;f29ad1434494;1;1
$1;1496994417332981575;VetsService.vetsGET;C50B3B07AF943DCCBB508F09E12E5025;7612490745139692141;1496994417326204498;1496994417332939028;f29ad1434494;1;1
$1;1496994417432699701;VetsService.vetsGET;519E06113DAF0F09523A931E9B79F8AD;7612490745139692147;1496994417426133120;1496994417432655750;f29ad1434494;1;1
$1;1496994417531791511;VetsService.vetsGET;BD4EC9D273C9557F9C224602079CDACB;7612490745139692153;1496994417525825949;1496994417531750088;f29ad1434494;1;1
$1;1496994417629047124;VetsService.vetsGET;541FC62131AA059829B769CEC8C6FADB;7612490745139692159;1496994417622477732;1496994417629004869;f29ad1434494;1;1
$1;1496994417878816338;VetsService.vetsGET;92225D0E16794775CEFF0F52081CE4F4;7612490745139692165;1496994417800485856;1496994417878771344;f29ad1434494;1;1
$1;1496994418007064290;VetsService.vetsGET;66A6C011B639D8B5E5F0F5E4F453AEE6;7612490745139692171;1496994417999433012;1496994418007017999;f29ad1434494;1;1
$1;1496994418131945577;VetsService.vetsGET;94EBBDF1D68EFC2B92214E028D068397;7612490745139692177;1496994418125393658;1496994418131898428;f29ad1434494;1;1
$1;1496994418236196405;VetsService.vetsGET;8CFDF83783F811C90BBD1D60F36629E4;7612490745139692183;1496994418229493991;1496994418236151126;f29ad1434494;1;1
$1;1496994418388697133;VetsService.vetsGET;7952F339D4CAD05F326C24D192560B5F;7612490745139692189;1496994418381787246;1496994418388650714;f29ad1434494;1;1
$1;1496994418588779971;VetsService.vetsGET;6408820768AED2411EE72C9776707855;7612490745139692195;1496994418582172636;1496994418588725269;f29ad1434494;1;1
$1;1496994418660564811;VetsService.vetsGET;423C6301BF7953B6CA64EEB1D1BCF983;7612490745139692201;1496994418653784736;1496994418660512402;f29ad1434494;1;1
$1;1496994418738812964;VetsService.vetsGET;E1CFF9A349EFD12A781486A11D201574;7612490745139692207;1496994418732304230;1496994418738766928;f29ad1434494;1;1
$1;1496994418835697873;VetsService.vetsGET;A109D72E3A3E095AD7F1ACB27468AE7A;7612490745139692213;1496994418829044734;1496994418835549816;f29ad1434494;1;1
$1;1496994418899250256;VetsService.vetsGET;3F9DDB3F7A2F9B64E0A0945A9912E4B8;7612490745139692219;1496994418891678313;1496994418899195218;f29ad1434494;1;1
$1;1496994418968952244;VetsService.vetsGET;5B313FD80A963F4BE35CE1B338D0CA3B;7612490745139692225;1496994418961025660;1496994418968908391;f29ad1434494;1;1
$1;1496994419026946528;VetsService.vetsGET;1F1E705627EE767871E4398EC448885F;7612490745139692231;1496994419020810111;1496994419026902833;f29ad1434494;1;1
$1;1496994419118779804;VetsService.vetsGET;3E8105BCB97F446F7FC48D3BAB25126D;7612490745139692237;1496994419112679927;1496994419118735300;f29ad1434494;1;1
$1;1496994419240935517;VetsService.vetsGET;3479FD0AB1CA9774C127A6965D822D2A;7612490745139692243;1496994419234871403;1496994419240889457;f29ad1434494;1;1
$1;1496994419344426010;VetsService.vetsGET;4A73B7C9077277C932118182D66754BF;7612490745139692249;1496994419338306272;1496994419344384580;f29ad1434494;1;1
$1;1496994419410286290;VetsService.vetsGET;E23C09E43C7537EBFC2B7DDFA5F3A5FB;7612490745139692255;1496994419403241392;1496994419410240307;f29ad1434494;1;1
$1;1496994419475429890;VetsService.vetsGET;F4B2682C95674D926AA62C7EE1009AE6;7612490745139692261;1496994419468712093;1496994419475337587;f29ad1434494;1;1
$1;1496994419546761447;VetsService.vetsGET;D113CC765D1796D8012009C0BD5E25AB;7612490745139692267;1496994419539706189;1496994419546717267;f29ad1434494;1;1
$1;1496994419644420535;VetsService.vetsGET;7FAFD45CB6717634C5179A50A3C99B00;7612490745139692273;1496994419636754230;1496994419644364685;f29ad1434494;1;1
$1;1496994419738522778;VetsService.vetsGET;6CF01D05CA20AA09E8708250E6087C6B;7612490745139692279;1496994419731521891;1496994419738476993;f29ad1434494;1;1
$1;1496994419845109768;VetsService.vetsGET;A7F41FB15DBF4E4532F4581842BCC62A;7612490745139692285;1496994419837935234;1496994419845022439;f29ad1434494;1;1
$1;1496994419961440709;VetsService.vetsGET;8A7AA11BDB0F446F1446F6288E4B71CB;7612490745139692291;1496994419940885301;1496994419960768345;f29ad1434494;1;1
$1;1496994420051796856;VetsService.vetsGET;56126E6A000E3D6F94D9F9B46DB0B896;7612490745139692297;1496994420043734534;1496994420051746621;f29ad1434494;1;1
$1;1496994420119129120;VetsService.vetsGET;CBB375D8B0B89633BA851E1C7259EB38;7612490745139692303;1496994420112017934;1496994420119084296;f29ad1434494;1;1
$1;1496994420174807196;VetsService.vetsGET;826A74ED7F031279C715F060975DC937;7612490745139692309;1496994420167808738;1496994420174759608;f29ad1434494;1;1
$1;1496994420224254071;VetsService.vetsGET;113F429214FDBEFD9C7DAC445908345E;7612490745139692315;1496994420217428427;1496994420224209456;f29ad1434494;1;1
$1;1496994420316279272;VetsService.vetsGET;7A9F8DCAA8EFB93E9F7E3C54D8409207;7612490745139692321;1496994420309605261;1496994420316228330;f29ad1434494;1;1
$1;1496994420426075067;VetsService.vetsGET;36FA89314AB571400149B07B4944785D;7612490745139692327;1496994420419159774;1496994420426026106;f29ad1434494;1;1
$1;1496994420534496123;VetsService.vetsGET;36DABE173EF86194157036189B81E8EF;7612490745139692333;1496994420527019602;1496994420534446594;f29ad1434494;1;1
$1;1496994420640051861;VetsService.vetsGET;3D7721185F9786B63FCAF5D9ADCCAE23;7612490745139692339;1496994420631098938;1496994420640000798;f29ad1434494;1;1
$1;1496994420790033788;VetsService.vetsGET;9BC87A044E22BC2DB9189AAC1DB4635A;7612490745139692345;1496994420782681015;1496994420789979895;f29ad1434494;1;1
$1;1496994420919416875;VetsService.vetsGET;F254EECCC1B6DBF935C38DD07F0EDDA1;7612490745139692351;1496994420913260417;1496994420919371811;f29ad1434494;1;1
$1;1496994421176961774;VetsService.vetsGET;A7293821D18BBD9845C87ABBB89D27A9;7612490745139692357;1496994421101945329;1496994421176914672;f29ad1434494;1;1
$1;1496994421387773763;VetsService.vetsGET;045B10EB837C840F7CB202CC436E6AE9;7612490745139692363;1496994421380430947;1496994421387720263;f29ad1434494;1;1
$1;1496994421509543214;VetsService.vetsGET;697F743B4084381ADDEE56BA3E8A4951;7612490745139692369;1496994421502396352;1496994421509493066;f29ad1434494;1;1
$1;1496994421621765929;VetsService.vetsGET;BB398DF2ED9C8A72BAFE24FDF1FFF80D;7612490745139692375;1496994421614853395;1496994421621717321;f29ad1434494;1;1
$1;1496994421729829331;VetsService.vetsGET;F916FD7E92388DDEE1EB2CD9BD04BEA5;7612490745139692381;1496994421723519638;1496994421729781195;f29ad1434494;1;1
$1;1496994421830845250;VetsService.vetsGET;181BD177F183CA7E1CA87CA4FF64313B;7612490745139692387;1496994421823673261;1496994421830792627;f29ad1434494;1;1
$1;1496994421922379718;VetsService.vetsGET;77593259DDA8B316E0091476B8D59B7E;7612490745139692393;1496994421915490039;1496994421922329858;f29ad1434494;1;1
$1;1496994422041494857;VetsService.vetsGET;AA538EF8D90AE6140995E611684973A1;7612490745139692399;1496994422034138531;1496994422041424673;f29ad1434494;1;1
$1;1496994422139881376;VetsService.vetsGET;902A9C1C04B4D0D21C4D67456B60C4A2;7612490745139692405;1496994422133065250;1496994422139832300;f29ad1434494;1;1
$1;1496994422304692864;VetsService.vetsGET;CA58D929EC02999E3FE4B92258669AC7;7612490745139692411;1496994422297926637;1496994422304643681;f29ad1434494;1;1
$1;1496994422525805438;VetsService.vetsGET;71AC43BBF0ADCD1D758828005F7FEA7D;7612490745139692417;1496994422518996365;1496994422525755040;f29ad1434494;1;1
$1;1496994422710459138;VetsService.vetsGET;6E635A992C48575218543E10B5E67532;7612490745139692423;1496994422703090403;1496994422710330257;f29ad1434494;1;1
$1;1496994422831193292;VetsService.vetsGET;500A3AECCB055E35796661390ED5B839;7612490745139692429;1496994422824283736;1496994422831145627;f29ad1434494;1;1
$1;1496994422933319278;VetsService.vetsGET;A71F2ADAF5A89B7706208F342927F62C;7612490745139692435;1496994422926423990;1496994422933270982;f29ad1434494;1;1
$1;1496994423036015606;VetsService.vetsGET;05629272486D4539C236DDD41E2AB7AC;7612490745139692441;1496994423028481101;1496994423035963568;f29ad1434494;1;1
$1;1496994423133784907;VetsService.vetsGET;D0B9D8FDA4DC725F30FEDE46D8998D92;7612490745139692447;1496994423126701313;1496994423133737120;f29ad1434494;1;1
$1;1496994423212525487;VetsService.vetsGET;E0B869EC4091091337EDDBCC53CAE513;7612490745139692453;1496994423206033543;1496994423212474839;f29ad1434494;1;1
$1;1496994423262689281;VetsService.vetsGET;2ED35E443D659E043A3A26B04C1487CA;7612490745139692459;1496994423257068875;1496994423262650654;f29ad1434494;1;1
$1;1496994423312273241;VetsService.vetsGET;F572DD7C9A07A72CE8DF306ACB384643;7612490745139692465;1496994423305871071;1496994423312227068;f29ad1434494;1;1
$1;1496994423363475410;VetsService.vetsGET;CA4DDFCEB39EF98E5020D983FB910294;7612490745139692471;1496994423357096071;1496994423363429210;f29ad1434494;1;1
$1;1496994423425600983;VetsService.vetsGET;914474FC283A0617F08B5C4308BD6D11;7612490745139692477;1496994423418740541;1496994423425552750;f29ad1434494;1;1
$1;1496994423524670405;VetsService.vetsGET;5ED415B27496C1104494F2FA5C4FC5EC;7612490745139692483;1496994423517738609;1496994423524622660;f29ad1434494;1;1
$1;1496994423690714373;VetsService.vetsGET;5991934BFA5CA1DC37BF688D35CF5456;7612490745139692489;1496994423683994576;1496994423690669760;f29ad1434494;1;1
$1;1496994423891859876;VetsService.vetsGET;F95E36C70E15ABABB2F623739EFC2E72;7612490745139692495;1496994423884942503;1496994423891809354;f29ad1434494;1;1
$1;1496994424098228049;VetsService.vetsGET;5F3628EDE3EE767D5A8A6D6D23FC9D53;7612490745139692501;1496994424091178268;1496994424098182885;f29ad1434494;1;1
$1;1496994424390890268;VetsService.vetsGET;621AF4E8EF7D5C557805A1C7C8381DF1;7612490745139692507;1496994424384373584;1496994424390846533;f29ad1434494;1;1
$1;1496994424499394184;VetsService.vetsGET;B23A5EEB13D895395E06F72E9543815D;7612490745139692513;1496994424493429769;1496994424499346269;f29ad1434494;1;1
$1;1496994424602630174;VetsService.vetsGET;4DE91EF69A822EC15ECF4E5277A77547;7612490745139692519;1496994424596383441;1496994424602585417;f29ad1434494;1;1
$1;1496994424712711842;VetsService.vetsGET;F37A5BB227BE5D65521534D7F802DD8E;7612490745139692525;1496994424706509641;1496994424712667906;f29ad1434494;1;1
$1;1496994424821047586;VetsService.vetsGET;D5A05E7B1479E2E87967D3803410A729;7612490745139692531;1496994424814724681;1496994424821003889;f29ad1434494;1;1
$1;1496994424911127069;VetsService.vetsGET;2F873D2BC4CB01752F9F49E5407D0EF4;7612490745139692537;1496994424905337599;1496994424911086779;f29ad1434494;1;1
$1;1496994424988622457;VetsService.vetsGET;48510884641119CDBAA11177E37E91E0;7612490745139692543;1496994424982838457;1496994424988583409;f29ad1434494;1;1
$1;1496994425037124884;VetsService.vetsGET;C1255275C2C7079C0C64C6E741F6128C;7612490745139692549;1496994425030523329;1496994425037078394;f29ad1434494;1;1
