$0;1494868713305104354;1.10;KIEKER-SINGLETON;1387e53d1e9a;1;false;0;NANOSECONDS;1
$1;1494868731903734941;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0D002E23A5403F3243ED25B0E3A5881C;6922595577221873703;1494868731903617087;1494868731903730602;1387e53d1e9a;2;2
$1;1494868731907960035;HTTP_VetsService.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873703;1494868731902874352;1494868731907943340;1387e53d1e9a;1;1
$1;1494868732642405206;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7351C2E335A1C134426EF65EC5B08DE3;6922595577221873711;1494868732642273845;1494868732642400724;1387e53d1e9a;2;2
$1;1494868732646908409;HTTP_VetsService.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873711;1494868732636235883;1494868732646890778;1387e53d1e9a;1;1
$1;1494868733267725049;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();25285ABE3282BF471D71E06E7A322B2A;6922595577221873719;1494868733267598722;1494868733267720751;1387e53d1e9a;2;2
$1;1494868733279743710;HTTP_VetsService.GET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873719;1494868733267246206;1494868733279722513;1387e53d1e9a;1;1
$1;1494868733825966164;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();044582ADD2F76C7251370CDAF15E2475;6922595577221873727;1494868733825838028;1494868733825961465;1387e53d1e9a;2;2
$1;1494868733837620300;HTTP_VetsService.GET;044582ADD2F76C7251370CDAF15E2475;6922595577221873727;1494868733825397313;1494868733837572666;1387e53d1e9a;1;1
$1;1494868734302676276;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873735;1494868734299420052;1494868734302669269;1387e53d1e9a;2;2
$1;1494868734308126240;HTTP_VetsService.GET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873735;1494868734297121291;1494868734308097133;1387e53d1e9a;1;1
$1;1494868734702491150;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();6557B22933F47A2D5264CD9E0CE64461;6922595577221873743;1494868734700452413;1494868734702484899;1387e53d1e9a;2;2
$1;1494868734717344643;HTTP_VetsService.GET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873743;1494868734700115824;1494868734717326977;1387e53d1e9a;1;1
$1;1494868735285435800;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0B466047D9E07F993C18AD806660AFA7;6922595577221873751;1494868735285345871;1494868735285431953;1387e53d1e9a;2;2
$1;1494868735288150812;HTTP_VetsService.GET;0B466047D9E07F993C18AD806660AFA7;6922595577221873751;1494868735284741619;1494868735288130255;1387e53d1e9a;1;1
$1;1494868735830265801;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873759;1494868735830173701;1494868735830261398;1387e53d1e9a;2;2
$1;1494868735835780072;HTTP_VetsService.GET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873759;1494868735829795457;1494868735835762251;1387e53d1e9a;1;1
$1;1494868736392964776;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();3131B85C16F9DD4E4C645A28E690D660;6922595577221873767;1494868736392833640;1494868736392959448;1387e53d1e9a;2;2
$1;1494868736397485514;HTTP_VetsService.GET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873767;1494868736392301149;1494868736397463574;1387e53d1e9a;1;1
$1;1494868736779199506;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873775;1494868736779095438;1494868736779195507;1387e53d1e9a;2;2
$1;1494868736780396282;HTTP_VetsService.GET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873775;1494868736778749722;1494868736780381152;1387e53d1e9a;1;1
$1;1494868737173708629;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();DEB4D65900C3BBA930A95526EF033DC8;6922595577221873783;1494868737173548869;1494868737173702918;1387e53d1e9a;2;2
$1;1494868737187327780;HTTP_VetsService.GET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873783;1494868737172727990;1494868737187302274;1387e53d1e9a;1;1
$1;1494868737869237430;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873791;1494868737869135700;1494868737869232941;1387e53d1e9a;2;2
$1;1494868737881291557;HTTP_VetsService.GET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873791;1494868737867975954;1494868737881274284;1387e53d1e9a;1;1
$1;1494868738501467771;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7B17A276DC567ECF2674AC565217482D;6922595577221873799;1494868738501376565;1494868738501464030;1387e53d1e9a;2;2
$1;1494868738509609702;HTTP_VetsService.GET;7B17A276DC567ECF2674AC565217482D;6922595577221873799;1494868738501066247;1494868738509590586;1387e53d1e9a;1;1
$1;1494868739298956415;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();323CBDBE27563BCA88238AC01B0877F0;6922595577221873807;1494868739298811338;1494868739298951444;1387e53d1e9a;2;2
$1;1494868739321125757;HTTP_VetsService.GET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873807;1494868739298322011;1494868739321106299;1387e53d1e9a;1;1
$1;1494868739849879442;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873815;1494868739849760483;1494868739849874953;1387e53d1e9a;2;2
$1;1494868739851822428;HTTP_VetsService.GET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873815;1494868739849273192;1494868739851804354;1387e53d1e9a;1;1
$1;1494868740337706930;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();42FA59423334649AE64EFDD0E81DF17B;6922595577221873823;1494868740337540939;1494868740337700152;1387e53d1e9a;2;2
$1;1494868740348330550;HTTP_VetsService.GET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873823;1494868740336893414;1494868740348311525;1387e53d1e9a;1;1
$1;1494868740724840903;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();04AFC02B1AF0C3C4EE7CF0CD5FC20273;6922595577221873831;1494868740724578987;1494868740724829904;1387e53d1e9a;2;2
$1;1494868740749776880;HTTP_VetsService.GET;04AFC02B1AF0C3C4EE7CF0CD5FC20273;6922595577221873831;1494868740723424803;1494868740749747576;1387e53d1e9a;1;1
$1;1494868741338139946;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();202B20ACD6A54C61863A45CCC60C0F3E;6922595577221873839;1494868741337982784;1494868741338135430;1387e53d1e9a;2;2
$1;1494868741347950703;HTTP_VetsService.GET;202B20ACD6A54C61863A45CCC60C0F3E;6922595577221873839;1494868741337675986;1494868741347933178;1387e53d1e9a;1;1
$1;1494868741991772670;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0F705824E56284E62F2014AA2FB3C896;6922595577221873847;1494868741991681750;1494868741991768585;1387e53d1e9a;2;2
$1;1494868742017313801;HTTP_VetsService.GET;0F705824E56284E62F2014AA2FB3C896;6922595577221873847;1494868741991297433;1494868742017297085;1387e53d1e9a;1;1
$1;1494868742612903305;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();F6776EE2CEC3618AE9B3A364A79E3B7D;6922595577221873855;1494868742612811844;1494868742612899474;1387e53d1e9a;2;2
$1;1494868742616879653;HTTP_VetsService.GET;F6776EE2CEC3618AE9B3A364A79E3B7D;6922595577221873855;1494868742612446549;1494868742616860571;1387e53d1e9a;1;1
$1;1494868743097373218;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();5E96F3DDF69272231E4FDDE34FB4F05D;6922595577221873863;1494868743097258556;1494868743097363129;1387e53d1e9a;2;2
$1;1494868743098875718;HTTP_VetsService.GET;5E96F3DDF69272231E4FDDE34FB4F05D;6922595577221873863;1494868743096128408;1494868743098858010;1387e53d1e9a;1;1
$1;1494868743540294538;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();74F915BA9C651B2DC78B76BE61E25DCA;6922595577221873871;1494868743540162748;1494868743540289143;1387e53d1e9a;2;2
$1;1494868743558272684;HTTP_VetsService.GET;74F915BA9C651B2DC78B76BE61E25DCA;6922595577221873871;1494868743539684465;1494868743558255042;1387e53d1e9a;1;1
$1;1494868743932755270;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7ACC2E38E58298F337E15FE8653CC794;6922595577221873879;1494868743932660053;1494868743932751037;1387e53d1e9a;2;2
$1;1494868743934382200;HTTP_VetsService.GET;7ACC2E38E58298F337E15FE8653CC794;6922595577221873879;1494868743932347450;1494868743934363891;1387e53d1e9a;1;1
$1;1494868744289084312;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();FA683D7F4D76B0BA733EB32FD4DED767;6922595577221873887;1494868744288928262;1494868744289078621;1387e53d1e9a;2;2
$1;1494868744293720041;HTTP_VetsService.GET;FA683D7F4D76B0BA733EB32FD4DED767;6922595577221873887;1494868744288430034;1494868744293693614;1387e53d1e9a;1;1
$1;1494868744671159426;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();756B4154D5EBCE86605E05901569959C;6922595577221873895;1494868744671023988;1494868744671154423;1387e53d1e9a;2;2
$1;1494868744672645866;HTTP_VetsService.GET;756B4154D5EBCE86605E05901569959C;6922595577221873895;1494868744670680232;1494868744672618407;1387e53d1e9a;1;1
$1;1494868744970307083;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873903;1494868744970163242;1494868744970299995;1387e53d1e9a;2;2
$1;1494868744975668905;HTTP_VetsService.GET;EF36B0897211DEBE2EDDA5F88599A2F6;6922595577221873903;1494868744969664602;1494868744975631177;1387e53d1e9a;1;1
$1;1494868745463809652;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8791464088909FFB0F8C86483B5CC6C4;6922595577221873911;1494868745463667677;1494868745463804349;1387e53d1e9a;2;2
$1;1494868745471171471;HTTP_VetsService.GET;8791464088909FFB0F8C86483B5CC6C4;6922595577221873911;1494868745463177475;1494868745471137110;1387e53d1e9a;1;1
$1;1494868745803655480;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();6814BABB16421F69954F59FAF902857A;6922595577221873919;1494868745803486195;1494868745803648910;1387e53d1e9a;2;2
$1;1494868745813450713;HTTP_VetsService.GET;6814BABB16421F69954F59FAF902857A;6922595577221873919;1494868745803023893;1494868745813419768;1387e53d1e9a;1;1
$1;1494868746206238604;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();1123794851EFEB19CD5554B711ACA6BD;6922595577221873927;1494868746206132282;1494868746206234900;1387e53d1e9a;2;2
$1;1494868746210466857;HTTP_VetsService.GET;1123794851EFEB19CD5554B711ACA6BD;6922595577221873927;1494868746205789220;1494868746210450190;1387e53d1e9a;1;1
$1;1494868746666841405;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();2EF5127FD4281AA28084FDF4DB31D057;6922595577221873935;1494868746662942927;1494868746666826261;1387e53d1e9a;2;2
$1;1494868746677106225;HTTP_VetsService.GET;2EF5127FD4281AA28084FDF4DB31D057;6922595577221873935;1494868746662042451;1494868746677063317;1387e53d1e9a;1;1
$1;1494868747017167433;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();ADEBFC950C78CF1CD681586A4953298C;6922595577221873943;1494868747016993310;1494868747017160916;1387e53d1e9a;2;2
$1;1494868747026784625;HTTP_VetsService.GET;ADEBFC950C78CF1CD681586A4953298C;6922595577221873943;1494868747016418303;1494868747026734607;1387e53d1e9a;1;1
$1;1494868747339722707;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873951;1494868747339627239;1494868747339717921;1387e53d1e9a;2;2
$1;1494868747341610267;HTTP_VetsService.GET;66C6E2D6D32C73B8792E7080E6B030E5;6922595577221873951;1494868747339306802;1494868747341585692;1387e53d1e9a;1;1
$1;1494868747655859315;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873959;1494868747655612995;1494868747655848961;1387e53d1e9a;2;2
$1;1494868747665360699;HTTP_VetsService.GET;1A2AFF5A08FA0D049B936ABDCB535883;6922595577221873959;1494868747654835955;1494868747665320928;1387e53d1e9a;1;1
$1;1494868747995994912;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();CAB4195940A18564C5728655272644BE;6922595577221873967;1494868747995862527;1494868747995989407;1387e53d1e9a;2;2
$1;1494868748005016331;HTTP_VetsService.GET;CAB4195940A18564C5728655272644BE;6922595577221873967;1494868747995111483;1494868748004993809;1387e53d1e9a;1;1
$1;1494868748355756842;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873975;1494868748355436098;1494868748355748992;1387e53d1e9a;2;2
$1;1494868748368912131;HTTP_VetsService.GET;31B7F38C0DEC564A9365D2539AC0B0E6;6922595577221873975;1494868748354572123;1494868748368884362;1387e53d1e9a;1;1
$1;1494868748693860733;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();732303583DE2ED905B8D5407EFFA03ED;6922595577221873983;1494868748693681421;1494868748693853161;1387e53d1e9a;2;2
$1;1494868748698342272;HTTP_VetsService.GET;732303583DE2ED905B8D5407EFFA03ED;6922595577221873983;1494868748693135949;1494868748698309397;1387e53d1e9a;1;1
$1;1494868749022784470;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();36A647143AAF2929D5221493D00391F8;6922595577221873991;1494868749022656219;1494868749022778698;1387e53d1e9a;2;2
$1;1494868749030492516;HTTP_VetsService.GET;36A647143AAF2929D5221493D00391F8;6922595577221873991;1494868749022255265;1494868749030471069;1387e53d1e9a;1;1
$1;1494868749421975173;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();983D3567297AA200801B1994062F5B2B;6922595577221873999;1494868749415302014;1494868749421957309;1387e53d1e9a;2;2
$1;1494868749439233283;HTTP_VetsService.GET;983D3567297AA200801B1994062F5B2B;6922595577221873999;1494868749414105435;1494868749439199020;1387e53d1e9a;1;1
$1;1494868749836852785;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();E1E9DAF3B0E206A11E413868FB35B785;6922595577221874007;1494868749836716634;1494868749836847457;1387e53d1e9a;2;2
$1;1494868749840324575;HTTP_VetsService.GET;E1E9DAF3B0E206A11E413868FB35B785;6922595577221874007;1494868749826329185;1494868749840301028;1387e53d1e9a;1;1
$1;1494868750187276320;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();DBD20D316C6DEC7BC341DEB302C53581;6922595577221874015;1494868750186308832;1494868750187260037;1387e53d1e9a;2;2
$1;1494868750193614255;HTTP_VetsService.GET;DBD20D316C6DEC7BC341DEB302C53581;6922595577221874015;1494868750185214981;1494868750193558039;1387e53d1e9a;1;1
$1;1494868750520764934;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874023;1494868750520606320;1494868750520753072;1387e53d1e9a;2;2
$1;1494868750538065921;HTTP_VetsService.GET;6E6AF4FA30E0E6B8F3D6B1373A114031;6922595577221874023;1494868750518356187;1494868750537979332;1387e53d1e9a;1;1
$1;1494868750884393059;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();132E21A62A55E46A4690E78DBB533FB7;6922595577221874031;1494868750884192249;1494868750884384031;1387e53d1e9a;2;2
$1;1494868750897055486;HTTP_VetsService.GET;132E21A62A55E46A4690E78DBB533FB7;6922595577221874031;1494868750883470985;1494868750896984514;1387e53d1e9a;1;1
$1;1494868751270915798;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();6E6E31706B6B68CD7E3AB9AADEFB7D77;6922595577221874039;1494868751270714881;1494868751270906935;1387e53d1e9a;2;2
$1;1494868751284131769;HTTP_VetsService.GET;6E6E31706B6B68CD7E3AB9AADEFB7D77;6922595577221874039;1494868751269926715;1494868751284093668;1387e53d1e9a;1;1
$1;1494868751574733499;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7982E42A2DDA96DF64870CA4E7393F36;6922595577221874047;1494868751574491009;1494868751574724920;1387e53d1e9a;2;2
$1;1494868751583482010;HTTP_VetsService.GET;7982E42A2DDA96DF64870CA4E7393F36;6922595577221874047;1494868751573930842;1494868751583446005;1387e53d1e9a;1;1
$1;1494868751976283420;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();FA4BB5E20B2EEFEA5028AEAB8FE19767;6922595577221874055;1494868751976191946;1494868751976279538;1387e53d1e9a;2;2
$1;1494868751977468929;HTTP_VetsService.GET;FA4BB5E20B2EEFEA5028AEAB8FE19767;6922595577221874055;1494868751975816683;1494868751977450312;1387e53d1e9a;1;1
$1;1494868752418939902;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0DB055A7A8C86E2E6B95882849185405;6922595577221874063;1494868752418848178;1494868752418935956;1387e53d1e9a;2;2
$1;1494868752420887597;HTTP_VetsService.GET;0DB055A7A8C86E2E6B95882849185405;6922595577221874063;1494868752418485183;1494868752420874301;1387e53d1e9a;1;1
$1;1494868752742016428;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8C28305452DA742CA91FFC933222AAF8;6922595577221874071;1494868752741904276;1494868752742010747;1387e53d1e9a;2;2
$1;1494868752743188995;HTTP_VetsService.GET;8C28305452DA742CA91FFC933222AAF8;6922595577221874071;1494868752740902287;1494868752743173869;1387e53d1e9a;1;1
$1;1494868753117485639;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();1A7258C6397136E14CE0E6866BFB07F5;6922595577221874079;1494868753117387563;1494868753117481703;1387e53d1e9a;2;2
$1;1494868753118655843;HTTP_VetsService.GET;1A7258C6397136E14CE0E6866BFB07F5;6922595577221874079;1494868753117112366;1494868753118643557;1387e53d1e9a;1;1
$1;1494868753513138581;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();15B980942ED4ED9AEF24C0E0535A0591;6922595577221874087;1494868753512983365;1494868753513134314;1387e53d1e9a;2;2
$1;1494868753514347711;HTTP_VetsService.GET;15B980942ED4ED9AEF24C0E0535A0591;6922595577221874087;1494868753512641453;1494868753514335973;1387e53d1e9a;1;1
$1;1494868753891131880;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();4FC99D5985528B886C4C39B84E89C5AC;6922595577221874095;1494868753890950834;1494868753891124755;1387e53d1e9a;2;2
$1;1494868753904026967;HTTP_VetsService.GET;4FC99D5985528B886C4C39B84E89C5AC;6922595577221874095;1494868753890488515;1494868753903994415;1387e53d1e9a;1;1
$1;1494868754254811896;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();D911514B844BEA5C02A8848F02A398BD;6922595577221874103;1494868754254478302;1494868754254794053;1387e53d1e9a;2;2
$1;1494868754273610569;HTTP_VetsService.GET;D911514B844BEA5C02A8848F02A398BD;6922595577221874103;1494868754253493756;1494868754273555644;1387e53d1e9a;1;1
$1;1494868754738221526;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();A17C2DD0C7BCCBC8F79C18B86E768E91;6922595577221874111;1494868754738120939;1494868754738217526;1387e53d1e9a;2;2
$1;1494868754743770115;HTTP_VetsService.GET;A17C2DD0C7BCCBC8F79C18B86E768E91;6922595577221874111;1494868754737799007;1494868754743477403;1387e53d1e9a;1;1
$1;1494868755110885957;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();6E0AA8C58A7E45B519BC0EC10A494C96;6922595577221874119;1494868755110746939;1494868755110880182;1387e53d1e9a;2;2
$1;1494868755116080084;HTTP_VetsService.GET;6E0AA8C58A7E45B519BC0EC10A494C96;6922595577221874119;1494868755110260943;1494868755115981181;1387e53d1e9a;1;1
$1;1494868755412418137;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8AF70BCC047BE78BA0215DDAB31A0B02;6922595577221874127;1494868755412288481;1494868755412413095;1387e53d1e9a;2;2
$1;1494868755423214332;HTTP_VetsService.GET;8AF70BCC047BE78BA0215DDAB31A0B02;6922595577221874127;1494868755411884392;1494868755423197822;1387e53d1e9a;1;1
$1;1494868755755130973;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();84C4574703BA515BAD74B3E497637065;6922595577221874135;1494868755754882980;1494868755755121823;1387e53d1e9a;2;2
$1;1494868755773111191;HTTP_VetsService.GET;84C4574703BA515BAD74B3E497637065;6922595577221874135;1494868755754229765;1494868755772803124;1387e53d1e9a;1;1
$1;1494868756049093007;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();BC6D18177008A8C970068BC7A463D45D;6922595577221874143;1494868756048944599;1494868756049086767;1387e53d1e9a;2;2
$1;1494868756050933230;HTTP_VetsService.GET;BC6D18177008A8C970068BC7A463D45D;6922595577221874143;1494868756048662038;1494868756050919618;1387e53d1e9a;1;1
$1;1494868756385475395;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();9339E284E824D806A9BEFC64AF652047;6922595577221874151;1494868756385202343;1494868756385449157;1387e53d1e9a;2;2
$1;1494868756398211632;HTTP_VetsService.GET;9339E284E824D806A9BEFC64AF652047;6922595577221874151;1494868756384311627;1494868756398196690;1387e53d1e9a;1;1
$1;1494868756682886375;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();972F93A85D61D9DFBCD96573D5E940D4;6922595577221874159;1494868756682634481;1494868756682876708;1387e53d1e9a;2;2
$1;1494868756707073821;HTTP_VetsService.GET;972F93A85D61D9DFBCD96573D5E940D4;6922595577221874159;1494868756681962822;1494868756707046855;1387e53d1e9a;1;1
$1;1494868756971267243;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8A2BB05C487413E4E491924F473FE69C;6922595577221874167;1494868756971154902;1494868756971262867;1387e53d1e9a;2;2
$1;1494868756974923889;HTTP_VetsService.GET;8A2BB05C487413E4E491924F473FE69C;6922595577221874167;1494868756970709919;1494868756974911303;1387e53d1e9a;1;1
$1;1494868757274493518;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();67EDE1FAD2EB37D3CECFD7D86FA113E8;6922595577221874175;1494868757274338189;1494868757274487878;1387e53d1e9a;2;2
$1;1494868757279751918;HTTP_VetsService.GET;67EDE1FAD2EB37D3CECFD7D86FA113E8;6922595577221874175;1494868757273857196;1494868757279729087;1387e53d1e9a;1;1
$1;1494868757594433202;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();316DBF3C065CF3F230AE06E1CD1D9770;6922595577221874183;1494868757593496736;1494868757594427428;1387e53d1e9a;2;2
$1;1494868757595754608;HTTP_VetsService.GET;316DBF3C065CF3F230AE06E1CD1D9770;6922595577221874183;1494868757593174603;1494868757595739469;1387e53d1e9a;1;1
$1;1494868757959962462;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();B872C0B7A6D681A34C50E006CCF74530;6922595577221874191;1494868757959755541;1494868757959954500;1387e53d1e9a;2;2
$1;1494868757965838618;HTTP_VetsService.GET;B872C0B7A6D681A34C50E006CCF74530;6922595577221874191;1494868757959037184;1494868757965811328;1387e53d1e9a;1;1
$1;1494868758403936172;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();5235F6AFABFF11320D34630BCC9FA076;6922595577221874199;1494868758403747570;1494868758403931271;1387e53d1e9a;2;2
