$0;1498244345846078484;1.10;KIEKER-SINGLETON;4fdf49dfbfd5;1;false;0;NANOSECONDS;1
$1;1498244427269269217;VetsService.vetsGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334823;1498244426739519418;1498244427269208429;4fdf49dfbfd5;1;1
$1;1498244430277123156;VetsService.vetsGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334829;1498244429738096274;1498244430277055376;4fdf49dfbfd5;1;1
$1;1498244433256755441;VetsService.vetsGET;F5F6D6731F4143583982B722884ED760;2954079880578334835;1498244432660181578;1498244433256694685;4fdf49dfbfd5;1;1
$1;1498244436664158581;VetsService.vetsGET;00BD4834034E627989B0B956D295FA34;2954079880578334841;1498244436136806306;1498244436664092555;4fdf49dfbfd5;1;1
$1;1498244439289601555;VetsService.vetsGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334847;1498244438742928133;1498244439289527533;4fdf49dfbfd5;1;1
$1;1498244442427314636;VetsService.vetsGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334853;1498244441860471110;1498244442427254978;4fdf49dfbfd5;1;1
$1;1498244445678200870;VetsService.vetsGET;6005899D597579394557C09958A277F4;2954079880578334859;1498244445133922442;1498244445677146289;4fdf49dfbfd5;1;1
$1;1498244448592157054;VetsService.vetsGET;764D14CF501860C78470977214334BBD;2954079880578334865;1498244448050163010;1498244448592088727;4fdf49dfbfd5;1;1
$1;1498244451265916941;VetsService.vetsGET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334871;1498244450736213082;1498244451265859268;4fdf49dfbfd5;1;1
$1;1498244454023053259;VetsService.vetsGET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334877;1498244453500940302;1498244454022996015;4fdf49dfbfd5;1;1
$1;1498244456905455258;VetsService.vetsGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334883;1498244456259908911;1498244456905397830;4fdf49dfbfd5;1;1
$1;1498244461064882681;VetsService.vetsGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334889;1498244459896268899;1498244461064780036;4fdf49dfbfd5;1;1
$1;1498244464342050459;VetsService.vetsGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334895;1498244463775707410;1498244464341990982;4fdf49dfbfd5;1;1
$1;1498244467165314568;VetsService.vetsGET;D008B5BD674BCBFB01FF236ECB30519A;2954079880578334901;1498244466646710307;1498244467165257262;4fdf49dfbfd5;1;1
$1;1498244469973246622;VetsService.vetsGET;60D63323F2D27B4BA876C12991F20751;2954079880578334907;1498244469454990310;1498244469973112211;4fdf49dfbfd5;1;1
$1;1498244473126944133;VetsService.vetsGET;FB107BC69260C6F456DD50D6F7414AE0;2954079880578334913;1498244472560176349;1498244473126889032;4fdf49dfbfd5;1;1
$1;1498244476248467107;VetsService.vetsGET;7B956536687AE391D7650B65F1267BE4;2954079880578334919;1498244475737106447;1498244476248412758;4fdf49dfbfd5;1;1
$1;1498244479334729614;VetsService.vetsGET;EAC768BE188D53143646506F3855B86D;2954079880578334925;1498244478779818258;1498244479334674035;4fdf49dfbfd5;1;1
$1;1498244482281523951;VetsService.vetsGET;96C1B8E0BE8A8CFE7B1501DB40C7393D;2954079880578334931;1498244481765507416;1498244482281456216;4fdf49dfbfd5;1;1
$1;1498244485290385491;VetsService.vetsGET;E25A299C36E10FB521DA7CED763B8817;2954079880578334937;1498244484737557564;1498244485290329465;4fdf49dfbfd5;1;1
$1;1498244487752522329;VetsService.vetsGET;8344F6BD15D1C50875E9063921132BD9;2954079880578334943;1498244487214508812;1498244487752466156;4fdf49dfbfd5;1;1
$1;1498244490322212173;VetsService.vetsGET;D546569AACBD93D67351625D6080A985;2954079880578334949;1498244489819800352;1498244490322160143;4fdf49dfbfd5;1;1
$1;1498244492809817506;VetsService.vetsGET;B71B8FA9D0F18FC3B6FE3DA99A033CAF;2954079880578334955;1498244492297625552;1498244492809759329;4fdf49dfbfd5;1;1
$1;1498244495250965753;VetsService.vetsGET;B31BB0E83F6F5C99BC3F4FAA8A33BC98;2954079880578334961;1498244494680244465;1498244495250911320;4fdf49dfbfd5;1;1
$1;1498244497762463519;VetsService.vetsGET;88A25FE43C8B7500FA21506637507F85;2954079880578334967;1498244497231898652;1498244497762408437;4fdf49dfbfd5;1;1
$1;1498244500898952995;VetsService.vetsGET;DB16E15A67002D8AEC27A8E2A9CE6CA0;2954079880578334973;1498244500353107413;1498244500898886850;4fdf49dfbfd5;1;1
$1;1498244503963092457;VetsService.vetsGET;5DEB8BA5EBBB8B6E20ABFFB681A92475;2954079880578334979;1498244503407777402;1498244503963037069;4fdf49dfbfd5;1;1
$1;1498244506989297120;VetsService.vetsGET;8C440F3B0ABC76DB2618DEAEB33DCC20;2954079880578334985;1498244506444466460;1498244506989239591;4fdf49dfbfd5;1;1
$1;1498244510152431190;VetsService.vetsGET;86F1BA32D9D758417A4C8E6081988B7F;2954079880578334991;1498244509578119826;1498244510152375865;4fdf49dfbfd5;1;1
$1;1498244513138937934;VetsService.vetsGET;0DE18A3A6E18752387C4C7BC68A5C65A;2954079880578334997;1498244512609703413;1498244513138883262;4fdf49dfbfd5;1;1
$1;1498244516152911799;VetsService.vetsGET;A7919EB96A854D5402A0D140321D73B2;2954079880578335003;1498244515636304257;1498244516152854094;4fdf49dfbfd5;1;1
$1;1498244519154395136;VetsService.vetsGET;005476CEB59E17D0F0F0ED8672AE554B;2954079880578335009;1498244518569532279;1498244519154339809;4fdf49dfbfd5;1;1
$1;1498244522374520020;VetsService.vetsGET;4BD35BCBDFDF40F8E0C8D24F2476D72D;2954079880578335015;1498244521832277171;1498244522374465032;4fdf49dfbfd5;1;1
$1;1498244525098533704;VetsService.vetsGET;E5755A511463125FCE4938719A13C1AA;2954079880578335021;1498244524570120636;1498244525098473676;4fdf49dfbfd5;1;1
$1;1498244527189553532;VetsService.vetsGET;A625B4ED71E6FEE833847AB6BC21D334;2954079880578335027;1498244526639170456;1498244527189496894;4fdf49dfbfd5;1;1
$1;1498244529844999847;VetsService.vetsGET;9A5E5B432F842AC803CBF29EF4DFB1AC;2954079880578335033;1498244529310238182;1498244529838928843;4fdf49dfbfd5;1;1
$1;1498244532636832163;VetsService.vetsGET;9FC7BCF3E367CB6F65B984AA5E3A02D9;2954079880578335039;1498244531958218259;1498244532636727340;4fdf49dfbfd5;1;1
$1;1498244536007920829;VetsService.vetsGET;4090187F52648DE832269112978860A0;2954079880578335045;1498244535433579160;1498244536007870721;4fdf49dfbfd5;1;1
$1;1498244539157729368;VetsService.vetsGET;B3C9BFC447BC576788BA5DF887386B7D;2954079880578335051;1498244538633502879;1498244539157667804;4fdf49dfbfd5;1;1
$1;1498244542563978919;VetsService.vetsGET;18D1EC78267B4910E19FFB421A6E8652;2954079880578335057;1498244542031726622;1498244542563925764;4fdf49dfbfd5;1;1
$1;1498244545508385035;VetsService.vetsGET;A6F36B93CC60A2383F213B935F4DD8A7;2954079880578335063;1498244544994487763;1498244545508333328;4fdf49dfbfd5;1;1
$1;1498244548348472859;VetsService.vetsGET;196E3DCEB486261D77F9B9EE6A0014E6;2954079880578335069;1498244547783819101;1498244548348419783;4fdf49dfbfd5;1;1
$1;1498244551278475484;VetsService.vetsGET;BBD634AEDDF610F18A70DD892A4B7934;2954079880578335075;1498244550665617741;1498244551278422523;4fdf49dfbfd5;1;1
$1;1498244554303750238;VetsService.vetsGET;E450985479E4CADB45937DA890C0AF7A;2954079880578335081;1498244553786472239;1498244554303701284;4fdf49dfbfd5;1;1
$1;1498244556778495687;VetsService.vetsGET;66D0CDEDAEA80F0F04E98DA0EA114129;2954079880578335087;1498244556236307182;1498244556778446237;4fdf49dfbfd5;1;1
$1;1498244559985633072;VetsService.vetsGET;FA34632716B5492114EFC7FC77CF382D;2954079880578335093;1498244559450846735;1498244559985575347;4fdf49dfbfd5;1;1
$1;1498244562580485317;VetsService.vetsGET;56519FD3AC181DB22018B47AF410892D;2954079880578335099;1498244561976528653;1498244562580426405;4fdf49dfbfd5;1;1
$1;1498244565249766145;VetsService.vetsGET;1A305D9F743B1ADEA5873D25560C16BE;2954079880578335105;1498244564734617783;1498244565249715707;4fdf49dfbfd5;1;1
$1;1498244567681039460;VetsService.vetsGET;5F58D0B3002E725CEC120B33D1899BDC;2954079880578335111;1498244567146178280;1498244567680985645;4fdf49dfbfd5;1;1
$1;1498244570118993686;VetsService.vetsGET;49161BB8527FFC01C3CAA6599A84FDC5;2954079880578335117;1498244569590184181;1498244570118932698;4fdf49dfbfd5;1;1
$1;1498244573167942346;VetsService.vetsGET;295B5AF34C6459783764559C65C2982A;2954079880578335123;1498244572657764203;1498244573167891330;4fdf49dfbfd5;1;1
$1;1498244576145323073;VetsService.vetsGET;B6361491877B0D561801B56269AB5766;2954079880578335129;1498244575634489702;1498244576145272192;4fdf49dfbfd5;1;1
$1;1498244579152592329;VetsService.vetsGET;7209526B31CEE705E11582172B879203;2954079880578335135;1498244578642318821;1498244579152540462;4fdf49dfbfd5;1;1
$1;1498244582182499405;VetsService.vetsGET;FB68FF31B9BB9B51BEB682DB7AA6DEF5;2954079880578335141;1498244581649132891;1498244582168881799;4fdf49dfbfd5;1;1
$1;1498244584736274672;VetsService.vetsGET;DB94CE27C329E451FB28C499551B80CB;2954079880578335147;1498244584187182961;1498244584736168243;4fdf49dfbfd5;1;1
$1;1498244587964033173;VetsService.vetsGET;88615F21668BC7543D46C255C42B72DE;2954079880578335153;1498244587385741317;1498244587963981124;4fdf49dfbfd5;1;1
$1;1498244590947142902;VetsService.vetsGET;2B8BFC762FDE0C0C2FB671C773CF1AD3;2954079880578335159;1498244590346571171;1498244590947092613;4fdf49dfbfd5;1;1
$1;1498244596795859463;VetsService.vetsGET;A080C03773E5D6DE6CC48D76A5AC440B;2954079880578335165;1498244596240914811;1498244596795810987;4fdf49dfbfd5;1;1
$1;1498244600224502551;VetsService.vetsGET;2BE0EA54795DABE5BFA868E2C21AB573;2954079880578335171;1498244599544086550;1498244600224453636;4fdf49dfbfd5;1;1
$1;1498244602860759942;VetsService.vetsGET;9B38A5D4B9DD90F8CD5C6651924CCE84;2954079880578335177;1498244602333881557;1498244602860709676;4fdf49dfbfd5;1;1
$1;1498244605536795870;VetsService.vetsGET;BFD47167BFFA683103ECA692B31F6DEA;2954079880578335183;1498244605022708572;1498244605536746053;4fdf49dfbfd5;1;1
$1;1498244608383980886;VetsService.vetsGET;FBC06EB3A2718311315C2DC2B6546FB9;2954079880578335189;1498244607837520157;1498244608383932139;4fdf49dfbfd5;1;1
$1;1498244611185751246;VetsService.vetsGET;E1CD6F2ECBF55FEC263E6E6AA5E56D8D;2954079880578335195;1498244610633141352;1498244611185702122;4fdf49dfbfd5;1;1
$1;1498244614359749494;VetsService.vetsGET;26A6B34D737CFD80FB5ADF08797EDAA3;2954079880578335201;1498244613832207797;1498244614359699210;4fdf49dfbfd5;1;1
$1;1498244616655767965;VetsService.vetsGET;15684C5200A7EE5D0CB81E33B112CD1F;2954079880578335207;1498244616146498450;1498244616655719376;4fdf49dfbfd5;1;1
$1;1498244619742382479;VetsService.vetsGET;E6666391F01445CC2AD87EFFBC1E006E;2954079880578335213;1498244619235182644;1498244619742333192;4fdf49dfbfd5;1;1
$1;1498244623048941078;VetsService.vetsGET;42E9B51A3FB2FA79064A15AA3C2A06CB;2954079880578335219;1498244622448949479;1498244623048877661;4fdf49dfbfd5;1;1
$1;1498244625974120098;VetsService.vetsGET;E7D467301ACF1FFA976A0085C7454533;2954079880578335225;1498244625441285761;1498244625972097580;4fdf49dfbfd5;1;1
$1;1498244628974487665;VetsService.vetsGET;32404D0FED1C7BC96DB7CC9C84D9B8EC;2954079880578335231;1498244628369223031;1498244628974437360;4fdf49dfbfd5;1;1
$1;1498244632139637085;VetsService.vetsGET;1E2C17D1A9AA86FE8E6D66217A446609;2954079880578335237;1498244631545517300;1498244632139591601;4fdf49dfbfd5;1;1
$1;1498244635204778859;VetsService.vetsGET;939C16197F7A6666107107841CCEA9F1;2954079880578335243;1498244634667585775;1498244635204727787;4fdf49dfbfd5;1;1
$1;1498244638140336114;VetsService.vetsGET;E8BA21CB888DA3C91ECC7195608925E8;2954079880578335249;1498244637575865236;1498244638140289423;4fdf49dfbfd5;1;1
$1;1498244640739817832;VetsService.vetsGET;23C5CF325FA5B5D1C892E163E7A760E5;2954079880578335255;1498244640214594914;1498244640739770435;4fdf49dfbfd5;1;1
$1;1498244643447143709;VetsService.vetsGET;5E48A3591C069FF8046DF403BA2B6A34;2954079880578335261;1498244642893392883;1498244643447095445;4fdf49dfbfd5;1;1
$1;1498244645654141342;VetsService.vetsGET;2112C4989ACC50D16465603C9A6A9E3E;2954079880578335267;1498244645140662876;1498244645654092403;4fdf49dfbfd5;1;1
$1;1498244648382601541;VetsService.vetsGET;2BFF2DB83D4D0899A22DD592D841FA67;2954079880578335273;1498244647845472060;1498244648382553851;4fdf49dfbfd5;1;1
$1;1498244651543265573;VetsService.vetsGET;46CBB352FE9DAAA040BE661266214C09;2954079880578335279;1498244651034387639;1498244651543215856;4fdf49dfbfd5;1;1
$1;1498244654661214161;VetsService.vetsGET;204B76A5D289A2A3BF17022F535DC211;2954079880578335285;1498244654142709849;1498244654661160444;4fdf49dfbfd5;1;1
$1;1498244657866458561;VetsService.vetsGET;8B32799EEB683D1691E478D1BB386DDB;2954079880578335291;1498244657332640612;1498244657866409005;4fdf49dfbfd5;1;1
$1;1498244661146067646;VetsService.vetsGET;13714B46F8CC776771047CB6041A074A;2954079880578335297;1498244660532603298;1498244661146019431;4fdf49dfbfd5;1;1
$1;1498244664266236673;VetsService.vetsGET;BDEB6337EF4AD5B014081A6A54479C4F;2954079880578335303;1498244663648152734;1498244664266182571;4fdf49dfbfd5;1;1
$1;1498244667346635187;VetsService.vetsGET;0BDB489C284493EF67DA6C0BAFAAE17B;2954079880578335309;1498244666805857005;1498244667346588974;4fdf49dfbfd5;1;1
$1;1498244670545432664;VetsService.vetsGET;467BD3417575719BDC0C1F9BBD820532;2954079880578335315;1498244669933065753;1498244670545381874;4fdf49dfbfd5;1;1
$1;1498244673603789288;VetsService.vetsGET;77BE00F5E45B9D6FBC2B70B291FB40B0;2954079880578335321;1498244673049456233;1498244673603741938;4fdf49dfbfd5;1;1
$1;1498244676119968483;VetsService.vetsGET;939026675F1654A70C9AEF541EBB0ED1;2954079880578335327;1498244675543766950;1498244676119908712;4fdf49dfbfd5;1;1
$1;1498244678640134167;VetsService.vetsGET;4D064A85083DC068748CF85010EC99E8;2954079880578335333;1498244678054856777;1498244678640086917;4fdf49dfbfd5;1;1
$1;1498244681438450912;VetsService.vetsGET;7C43F7D1702F8282E59BB4CDD981FEC7;2954079880578335339;1498244680932792366;1498244681438402648;4fdf49dfbfd5;1;1
$1;1498244684164218266;VetsService.vetsGET;5E9AC17A5428E90831C2EE4E30C6736C;2954079880578335345;1498244683585389655;1498244684164159627;4fdf49dfbfd5;1;1
$1;1498244686560563208;VetsService.vetsGET;41A1ED6793C3B0C44066FD3782C7C8FE;2954079880578335351;1498244686010966180;1498244686560511698;4fdf49dfbfd5;1;1
$1;1498244689729291536;VetsService.vetsGET;989FCDCD3D67A7F1CB641A34C02B9CC6;2954079880578335357;1498244689139645874;1498244689729241483;4fdf49dfbfd5;1;1
$1;1498244692677324991;VetsService.vetsGET;BC27103B5A975DE0EF639064696E6C2E;2954079880578335363;1498244692169937148;1498244692677278741;4fdf49dfbfd5;1;1
$1;1498244695697187721;VetsService.vetsGET;4BFF77A5C67CFF042384E46FE4205D3E;2954079880578335369;1498244695191753419;1498244695697140968;4fdf49dfbfd5;1;1
$1;1498244698646813837;VetsService.vetsGET;FC6E1F9B157907AD007C1F2042B07B46;2954079880578335375;1498244698041671892;1498244698646766509;4fdf49dfbfd5;1;1
$1;1498244701639396299;VetsService.vetsGET;7F3CF0AD5841F132CB0BFC057DDCB597;2954079880578335381;1498244701123754749;1498244701639303674;4fdf49dfbfd5;1;1
$1;1498244704235097747;VetsService.vetsGET;DB33F15B79AF183FDC72264A1141B653;2954079880578335387;1498244703716005021;1498244704235050313;4fdf49dfbfd5;1;1
$1;1498244707241853150;VetsService.vetsGET;64F40595DD6EDA776146193E5187FC6B;2954079880578335393;1498244706642128075;1498244707241797582;4fdf49dfbfd5;1;1
$1;1498244710271687102;VetsService.vetsGET;33D375C0BBDD0BE7CB951A0B10692419;2954079880578335399;1498244709738517982;1498244710271634680;4fdf49dfbfd5;1;1
$1;1498244713367430671;VetsService.vetsGET;5002AD1FA35679858C2CDE95149714DB;2954079880578335405;1498244712831792511;1498244713367371357;4fdf49dfbfd5;1;1
$1;1498244716101600644;VetsService.vetsGET;838E3839DFD4B3A2E2D13FD202C08234;2954079880578335411;1498244715534254601;1498244716101550309;4fdf49dfbfd5;1;1
$1;1498244718669452526;VetsService.vetsGET;0A01D2DCC96623B24B3FA32094B22257;2954079880578335417;1498244718146859047;1498244718669403854;4fdf49dfbfd5;1;1
$1;1498244721558669957;VetsService.vetsGET;7B2BB65569F8638C8B895ACA5BFAA3FA;2954079880578335423;1498244721047880461;1498244721558619753;4fdf49dfbfd5;1;1
$1;1498244724245641397;VetsService.vetsGET;63B2C4E5F173AECD10D6548564C02E18;2954079880578335429;1498244723733884676;1498244724245594405;4fdf49dfbfd5;1;1
$1;1498244727345199483;VetsService.vetsGET;2A6A6EF69689B28BDC1F86F3055D7E73;2954079880578335435;1498244726832997254;1498244727345143601;4fdf49dfbfd5;1;1
$1;1498244730354878131;VetsService.vetsGET;9C38B122BDF6ABB5957538EF97EDB3AA;2954079880578335441;1498244729841303186;1498244730354829043;4fdf49dfbfd5;1;1
$1;1498244732953734849;VetsService.vetsGET;2E8220226605ED3162A19DD0E39F8B43;2954079880578335447;1498244732431781764;1498244732953680994;4fdf49dfbfd5;1;1
$1;1498244735941655516;VetsService.vetsGET;79E09B53C23537B0CA535F33575F9D98;2954079880578335453;1498244735371934021;1498244735940851078;4fdf49dfbfd5;1;1
$1;1498244738954121941;VetsService.vetsGET;CB961CEBB7F771B584DC0B14E0122E3F;2954079880578335459;1498244738433706758;1498244738954072257;4fdf49dfbfd5;1;1
$1;1498244742044278501;VetsService.vetsGET;CAD23FA2EE867A0ED7E0D607A2AD8F23;2954079880578335465;1498244741443784715;1498244742044224841;4fdf49dfbfd5;1;1
$1;1498244745320367072;VetsService.vetsGET;AF2E6852FE0F7FFA154ECEC08A2DA6FA;2954079880578335471;1498244744746087680;1498244745320318324;4fdf49dfbfd5;1;1
$1;1498244748435410655;VetsService.vetsGET;6E7A486795898600ED8BB39FB9899CA3;2954079880578335477;1498244747864998616;1498244748434679966;4fdf49dfbfd5;1;1
$1;1498244751483587503;VetsService.vetsGET;047898C07BE07FA0BED9C2D3D2E1F25E;2954079880578335483;1498244750874947203;1498244751482208897;4fdf49dfbfd5;1;1
$1;1498244755176027242;VetsService.vetsGET;ACCDDF4CA7A1FCFC2BFF2FD0DBE14F62;2954079880578335489;1498244754640365100;1498244755175977720;4fdf49dfbfd5;1;1
$1;1498244757834584839;VetsService.vetsGET;290B3CC44C450D08A182A96A3B8FD1FC;2954079880578335495;1498244757245216868;1498244757834538354;4fdf49dfbfd5;1;1
$1;1498244760596001141;VetsService.vetsGET;C8B7F3A05FA964B91DCBB43E41113F46;2954079880578335501;1498244760044135369;1498244760595954755;4fdf49dfbfd5;1;1
$1;1498244762584496857;VetsService.vetsGET;44F5ADDBFA40F1B644CAD36BA099A993;2954079880578335507;1498244762072521836;1498244762584447576;4fdf49dfbfd5;1;1
$1;1498244766258097317;VetsService.vetsGET;D1B9545D42DE0A77DEC2C1F771AE3625;2954079880578335513;1498244765735495837;1498244766258049847;4fdf49dfbfd5;1;1
$1;1498244769335136682;VetsService.vetsGET;E267BB34528F09A6FDC17B060ECAAD0B;2954079880578335519;1498244768821509287;1498244769335091035;4fdf49dfbfd5;1;1
$1;1498244772346106154;VetsService.vetsGET;99E7CE698C00C0D51D4AB3D0B6EE70D6;2954079880578335525;1498244771833549485;1498244772346057836;4fdf49dfbfd5;1;1
$1;1498244775243119533;VetsService.vetsGET;C4EA8026DA2AE54E2A6CFEC6321EF163;2954079880578335531;1498244774694662977;1498244775243067243;4fdf49dfbfd5;1;1
$1;1498244778286831707;VetsService.vetsGET;526436EE69D59730293B54B334DD888D;2954079880578335537;1498244777649462533;1498244778286774925;4fdf49dfbfd5;1;1
$1;1498244781137236493;VetsService.vetsGET;13ED53EEB81511FE29FC89DB9E4E6497;2954079880578335543;1498244780551490697;1498244781137176985;4fdf49dfbfd5;1;1
$1;1498244784336290677;VetsService.vetsGET;01F432F7DBA4E49534EA1279D15E57C5;2954079880578335549;1498244783741635867;1498244784336243379;4fdf49dfbfd5;1;1
$1;1498244787236713720;VetsService.vetsGET;CCB4106C5231AB69D2DD3EFF452F14ED;2954079880578335555;1498244786731686638;1498244787236665285;4fdf49dfbfd5;1;1
$1;1498244790243876134;VetsService.vetsGET;D9BA0A3AD6453576E6DD21A677174E93;2954079880578335561;1498244789732991620;1498244790243828530;4fdf49dfbfd5;1;1
$1;1498244792137094912;VetsService.vetsGET;2D2AC1CDC6A64E3A772B31AF27E015E7;2954079880578335567;1498244791549559447;1498244792137047781;4fdf49dfbfd5;1;1
$1;1498244794640813378;VetsService.vetsGET;1E9DD337D65A71796505D372EAE7343E;2954079880578335573;1498244794132931375;1498244794640768282;4fdf49dfbfd5;1;1
$1;1498244797194129060;VetsService.vetsGET;2D82F19F060B753552B971D269D27B8C;2954079880578335579;1498244796644579100;1498244797194079929;4fdf49dfbfd5;1;1
$1;1498244799656954890;VetsService.vetsGET;090989C4B277272D474614BABB41224C;2954079880578335585;1498244799140043492;1498244799656907921;4fdf49dfbfd5;1;1
$1;1498244802969702150;VetsService.vetsGET;F0C41F01E17A3F1BCFC27994CE83FA3C;2954079880578335591;1498244802376135780;1498244802969655717;4fdf49dfbfd5;1;1
$1;1498244805945164398;VetsService.vetsGET;1450CE176E1481A3EDCCF7122DA81D79;2954079880578335597;1498244805436075072;1498244805945117062;4fdf49dfbfd5;1;1
$1;1498244809757109885;VetsService.vetsGET;622C021FBFEA3AACEE5D7F3FBBC5F02E;2954079880578335603;1498244809244243976;1498244809757062297;4fdf49dfbfd5;1;1
$1;1498244813082235589;VetsService.vetsGET;81EEC729609FC7B360A54EA22D93521A;2954079880578335609;1498244812536752457;1498244813082185457;4fdf49dfbfd5;1;1
$1;1498244816348942028;VetsService.vetsGET;F100CC8036E56CE1F1517167311079D2;2954079880578335615;1498244815832587751;1498244816348898535;4fdf49dfbfd5;1;1
$1;1498244819291239400;VetsService.vetsGET;C4FEF1666F04968684F147B7A13606AA;2954079880578335621;1498244818741970318;1498244819291195073;4fdf49dfbfd5;1;1
$1;1498244821840086345;VetsService.vetsGET;BCE43D201A55DDAB9EE8D34B4A7BCAEE;2954079880578335627;1498244821247737814;1498244821840038095;4fdf49dfbfd5;1;1
$1;1498244825261533673;VetsService.vetsGET;E8FC2BE822C127AB1C1DF6541DF29092;2954079880578335633;1498244824634958866;1498244825261488066;4fdf49dfbfd5;1;1
$1;1498244828167726242;VetsService.vetsGET;7F7EE382B6DB296DD876E9EF887753C8;2954079880578335639;1498244827600707664;1498244828167683025;4fdf49dfbfd5;1;1
$1;1498244830743415115;VetsService.vetsGET;5446C3851E0FB517F220B7CBD540F242;2954079880578335645;1498244830235071179;1498244830743361260;4fdf49dfbfd5;1;1
$1;1498244833399800509;VetsService.vetsGET;315DFF10FB9F2E783EB578519CAC6BEC;2954079880578335651;1498244832891680872;1498244833399752062;4fdf49dfbfd5;1;1
$1;1498244835739305537;VetsService.vetsGET;ECA24350A7D6F981B38580F49DB9B894;2954079880578335657;1498244835232763773;1498244835739259963;4fdf49dfbfd5;1;1
$1;1498244838589909360;VetsService.vetsGET;717FFAE0778025D99408AE1F866F438F;2954079880578335663;1498244838084735322;1498244838589861909;4fdf49dfbfd5;1;1
$1;1498244841749256478;VetsService.vetsGET;78C5130CF2D6BEAABA42C9D39D444AAB;2954079880578335669;1498244841241467274;1498244841749210473;4fdf49dfbfd5;1;1
$1;1498244844942817928;VetsService.vetsGET;7F0E894978D762645DE573716D918462;2954079880578335675;1498244844435306111;1498244844942772958;4fdf49dfbfd5;1;1
$1;1498244847882785138;VetsService.vetsGET;78F6371089B57BFD740C8901D53ED9F8;2954079880578335681;1498244847377065112;1498244847882739565;4fdf49dfbfd5;1;1
$1;1498244850369345970;VetsService.vetsGET;CE08C935708BFA30FCA8BBEC58B74D89;2954079880578335687;1498244849831967427;1498244850369299189;4fdf49dfbfd5;1;1
$1;1498244853259461345;VetsService.vetsGET;50D5470556BD727D81BDC2D5D9DF5A7D;2954079880578335693;1498244852642178661;1498244853259410480;4fdf49dfbfd5;1;1
