$0;1498244332876549940;1.10;KIEKER-SINGLETON;77e0b40609c3;1;false;0;NANOSECONDS;1
$1;1498244408724603259;_API-Gateway.gateway.GET;0A0E0E3D162BA24F0EB67C596FCC2350;2954079880578334786;1498244408717761946;1498244408724561013;77e0b40609c3;0;0
$1;1498244409331290304;api.vetsGET;0A0E0E3D162BA24F0EB67C596FCC2350;2954079880578334787;1498244408739078816;1498244409331265695;77e0b40609c3;0;0
$1;1498244410331343490;api.ownersGET;0A0E0E3D162BA24F0EB67C596FCC2350;2954079880578334788;1498244409334772132;1498244410331318636;77e0b40609c3;0;0
$1;1498244410896844100;api.ownersNumberedGET;0A0E0E3D162BA24F0EB67C596FCC2350;2954079880578334789;1498244410338423585;1498244410896819568;77e0b40609c3;0;0
$1;1498244411281048628;api.visitsGET;0A0E0E3D162BA24F0EB67C596FCC2350;2954079880578334791;1498244410919946585;1498244411281024706;77e0b40609c3;0;0
$1;1498244411343112021;_API-Gateway.gateway.GET;CA79A7A11049928A93F6F000E4708C6A;2954079880578334792;1498244411335497639;1498244411343070641;77e0b40609c3;0;0
$1;1498244412031245098;api.vetsGET;CA79A7A11049928A93F6F000E4708C6A;2954079880578334793;1498244411375085225;1498244412031220789;77e0b40609c3;0;0
$1;1498244413074685653;api.ownersGET;CA79A7A11049928A93F6F000E4708C6A;2954079880578334794;1498244412034591836;1498244413074660378;77e0b40609c3;0;0
$1;1498244413732618090;api.ownersNumberedGET;CA79A7A11049928A93F6F000E4708C6A;2954079880578334795;1498244413132392305;1498244413732597537;77e0b40609c3;0;0
$1;1498244414174737733;api.visitsGET;CA79A7A11049928A93F6F000E4708C6A;2954079880578334797;1498244413747950487;1498244414174713071;77e0b40609c3;0;0
$1;1498244414187333181;_API-Gateway.gateway.GET;66B291973690F97A7FF85DF50753F99E;2954079880578334798;1498244414180949985;1498244414187292168;77e0b40609c3;0;0
$1;1498244414832529660;api.vetsGET;66B291973690F97A7FF85DF50753F99E;2954079880578334799;1498244414191770918;1498244414832499937;77e0b40609c3;0;0
$1;1498244415837240547;api.ownersGET;66B291973690F97A7FF85DF50753F99E;2954079880578334800;1498244414836480023;1498244415837216981;77e0b40609c3;0;0
$1;1498244416366794630;api.ownersNumberedGET;66B291973690F97A7FF85DF50753F99E;2954079880578334801;1498244415852214290;1498244416366770855;77e0b40609c3;0;0
$1;1498244416785474278;api.visitsGET;66B291973690F97A7FF85DF50753F99E;2954079880578334803;1498244416391330448;1498244416785450653;77e0b40609c3;0;0
$1;1498244416827216128;_API-Gateway.gateway.GET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334804;1498244416791186047;1498244416827166253;77e0b40609c3;0;0
$1;1498244417430168859;api.vetsGET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334805;1498244416830745959;1498244417430140442;77e0b40609c3;0;0
$1;1498244418433248299;api.ownersGET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334806;1498244417436520375;1498244418433223906;77e0b40609c3;0;0
$1;1498244419003325164;api.ownersNumberedGET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334807;1498244418437885109;1498244419003295372;77e0b40609c3;0;0
$1;1498244419468754331;api.petsNumberedGET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334808;1498244419016710071;1498244419468728416;77e0b40609c3;0;0
$1;1498244419991831630;api.visitsGET;D8A2CBE7EB8C3559717698C8E46E260E;2954079880578334809;1498244419537070429;1498244419991809755;77e0b40609c3;0;0
$1;1498244420004485378;_API-Gateway.gateway.GET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334810;1498244419998393751;1498244420004443581;77e0b40609c3;0;0
$1;1498244420697155335;api.vetsGET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334811;1498244420009633505;1498244420697131392;77e0b40609c3;0;0
$1;1498244421720693177;api.ownersGET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334812;1498244420733147580;1498244421720668935;77e0b40609c3;0;0
$1;1498244422333705182;api.ownersNumberedGET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334813;1498244421733016218;1498244422333677530;77e0b40609c3;0;0
$1;1498244422780012312;api.petsNumberedGET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334814;1498244422349560650;1498244422779988382;77e0b40609c3;0;0
$1;1498244423231063314;api.visitsGET;71DB19D10E3AF8CCCF8D8753DD145C87;2954079880578334815;1498244422787814340;1498244423231037868;77e0b40609c3;0;0
$1;1498244423266375667;_API-Gateway.gateway.GET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334816;1498244423255190243;1498244423266328394;77e0b40609c3;0;0
$1;1498244423934544016;api.vetsGET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334817;1498244423272205343;1498244423934516124;77e0b40609c3;0;0
$1;1498244424931258824;api.ownersGET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334818;1498244423938808040;1498244424931231323;77e0b40609c3;0;0
$1;1498244425534561150;api.ownersNumberedGET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334819;1498244424937341158;1498244425534537597;77e0b40609c3;0;0
$1;1498244426033346744;api.petsNumberedGET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334820;1498244425547470671;1498244426033326024;77e0b40609c3;0;0
$1;1498244426567332658;api.visitsGET;F506D5CAE2C43B168CDF7B9BC734C6AA;2954079880578334821;1498244426036751774;1498244426567309889;77e0b40609c3;0;0
$1;1498244426640523569;_API-Gateway.gateway.GET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334822;1498244426633778777;1498244426640483468;77e0b40609c3;0;0
$1;1498244427331942083;api.vetsGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334823;1498244426650858128;1498244427331917993;77e0b40609c3;0;0
$1;1498244428309504626;api.ownersGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334824;1498244427336241492;1498244428309480941;77e0b40609c3;0;0
$1;1498244428833024703;api.ownersNumberedGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334825;1498244428312961112;1498244428833001225;77e0b40609c3;0;0
$1;1498244429277522137;api.petsNumberedGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334826;1498244428852006267;1498244429277501222;77e0b40609c3;0;0
$1;1498244429659874680;api.visitsGET;C31AA2F4971B9D4AE0C765BB127C0F35;2954079880578334827;1498244429281033068;1498244429659852416;77e0b40609c3;0;0
$1;1498244429666426938;_API-Gateway.gateway.GET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334828;1498244429664177147;1498244429666392130;77e0b40609c3;0;0
$1;1498244430278507111;api.vetsGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334829;1498244429669187929;1498244430278483152;77e0b40609c3;0;0
$1;1498244431204805780;api.ownersGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334830;1498244430289625059;1498244431204782689;77e0b40609c3;0;0
$1;1498244431745480540;api.ownersNumberedGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334831;1498244431208235248;1498244431745458581;77e0b40609c3;0;0
$1;1498244432189126800;api.petsNumberedGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334832;1498244431759087980;1498244432189102992;77e0b40609c3;0;0
$1;1498244432631389364;api.visitsGET;8498E7936F1A7D8083C75D079170D3E1;2954079880578334833;1498244432193187776;1498244432631363140;77e0b40609c3;0;0
$1;1498244432643386408;_API-Gateway.gateway.GET;F5F6D6731F4143583982B722884ED760;2954079880578334834;1498244432635404957;1498244432643332509;77e0b40609c3;0;0
$1;1498244433257541199;api.vetsGET;F5F6D6731F4143583982B722884ED760;2954079880578334835;1498244432646750775;1498244433257515994;77e0b40609c3;0;0
$1;1498244434241275306;api.ownersGET;F5F6D6731F4143583982B722884ED760;2954079880578334836;1498244433273088620;1498244434241252215;77e0b40609c3;0;0
$1;1498244434797469575;api.ownersNumberedGET;F5F6D6731F4143583982B722884ED760;2954079880578334837;1498244434251346815;1498244434797438834;77e0b40609c3;0;0
$1;1498244435232792385;api.petsNumberedGET;F5F6D6731F4143583982B722884ED760;2954079880578334838;1498244434809787082;1498244435232768162;77e0b40609c3;0;0
$1;1498244435988857281;api.visitsGET;F5F6D6731F4143583982B722884ED760;2954079880578334839;1498244435235860973;1498244435988834059;77e0b40609c3;0;0
$1;1498244436034984348;_API-Gateway.gateway.GET;00BD4834034E627989B0B956D295FA34;2954079880578334840;1498244436032722234;1498244436034948516;77e0b40609c3;0;0
$1;1498244436731855477;api.vetsGET;00BD4834034E627989B0B956D295FA34;2954079880578334841;1498244436040689186;1498244436664730507;77e0b40609c3;0;0
$1;1498244437733406143;api.ownersGET;00BD4834034E627989B0B956D295FA34;2954079880578334842;1498244436737693368;1498244437733384665;77e0b40609c3;0;0
$1;1498244438171334793;api.petsNumberedGET;00BD4834034E627989B0B956D295FA34;2954079880578334844;1498244437749478011;1498244438171312796;77e0b40609c3;0;0
$1;1498244438588708374;api.visitsGET;00BD4834034E627989B0B956D295FA34;2954079880578334845;1498244438174576795;1498244438588684418;77e0b40609c3;0;0
$1;1498244438636623287;_API-Gateway.gateway.GET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334846;1498244438633866888;1498244438636031700;77e0b40609c3;0;0
$1;1498244439292215107;api.vetsGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334847;1498244438640288390;1498244439292195056;77e0b40609c3;0;0
$1;1498244440201660668;api.ownersGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334848;1498244439296440127;1498244440201634247;77e0b40609c3;0;0
$1;1498244440767491087;api.ownersNumberedGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334849;1498244440208378998;1498244440767466819;77e0b40609c3;0;0
$1;1498244441332189235;api.petsNumberedGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334850;1498244440781993966;1498244441241377664;77e0b40609c3;0;0
$1;1498244441739248221;api.visitsGET;04B2FEFF1E7948D68C83139EDD8518B6;2954079880578334851;1498244441340491379;1498244441739218570;77e0b40609c3;0;0
$1;1498244441747251529;_API-Gateway.gateway.GET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334852;1498244441744985929;1498244441747217454;77e0b40609c3;0;0
$1;1498244442431034112;api.vetsGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334853;1498244441754086820;1498244442431013124;77e0b40609c3;0;0
$1;1498244443632791065;api.ownersGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334854;1498244442434809078;1498244443631076741;77e0b40609c3;0;0
$1;1498244444180468872;api.ownersNumberedGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334855;1498244443637528716;1498244444180449542;77e0b40609c3;0;0
$1;1498244444734445369;api.petsNumberedGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334856;1498244444192096135;1498244444734425397;77e0b40609c3;0;0
$1;1498244445096497777;api.visitsGET;ED8E404A6B7DDACCA8AF1A9325DF1529;2954079880578334857;1498244444738030916;1498244445096480130;77e0b40609c3;0;0
$1;1498244445106731223;_API-Gateway.gateway.GET;6005899D597579394557C09958A277F4;2954079880578334858;1498244445100091808;1498244445106693171;77e0b40609c3;0;0
$1;1498244445678771441;api.vetsGET;6005899D597579394557C09958A277F4;2954079880578334859;1498244445112449414;1498244445678752632;77e0b40609c3;0;0
$1;1498244446876751518;api.ownersGET;6005899D597579394557C09958A277F4;2954079880578334860;1498244445754341733;1498244446876732090;77e0b40609c3;0;0
$1;1498244447532109017;api.ownersNumberedGET;6005899D597579394557C09958A277F4;2954079880578334861;1498244446934454304;1498244447532089272;77e0b40609c3;0;0
$1;1498244447973297575;api.visitsGET;6005899D597579394557C09958A277F4;2954079880578334863;1498244447551708735;1498244447973277004;77e0b40609c3;0;0
$1;1498244448037008633;_API-Gateway.gateway.GET;764D14CF501860C78470977214334BBD;2954079880578334864;1498244448034748586;1498244448036973929;77e0b40609c3;0;0
$1;1498244448593662347;api.vetsGET;764D14CF501860C78470977214334BBD;2954079880578334865;1498244448040078602;1498244448593642587;77e0b40609c3;0;0
$1;1498244449538986074;api.ownersGET;764D14CF501860C78470977214334BBD;2954079880578334866;1498244448596747270;1498244449538961595;77e0b40609c3;0;0
$1;1498244450159919540;api.ownersNumberedGET;764D14CF501860C78470977214334BBD;2954079880578334867;1498244449635991892;1498244450159900262;77e0b40609c3;0;0
$1;1498244450633940641;api.visitsGET;764D14CF501860C78470977214334BBD;2954079880578334869;1498244450175542952;1498244450633917772;77e0b40609c3;0;0
$1;1498244450646046963;_API-Gateway.gateway.GET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334870;1498244450637707730;1498244450646005793;77e0b40609c3;0;0
$1;1498244451331992441;api.vetsGET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334871;1498244450650743826;1498244451331971644;77e0b40609c3;0;0
$1;1498244452324799782;api.ownersGET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334872;1498244451335467772;1498244452324779701;77e0b40609c3;0;0
$1;1498244452876747921;api.ownersNumberedGET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334873;1498244452344585397;1498244452876728118;77e0b40609c3;0;0
$1;1498244453438219089;api.visitsGET;226DC78CE4026FBDBDFDAC9191386B74;2954079880578334875;1498244452941674818;1498244453438198211;77e0b40609c3;0;0
$1;1498244453469943406;_API-Gateway.gateway.GET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334876;1498244453444656500;1498244453469893167;77e0b40609c3;0;0
$1;1498244454033578855;api.vetsGET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334877;1498244453486139555;1498244454033521630;77e0b40609c3;0;0
$1;1498244455034083473;api.ownersGET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334878;1498244454036603827;1498244455034062746;77e0b40609c3;0;0
$1;1498244455731556392;api.ownersNumberedGET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334879;1498244455151010995;1498244455731535434;77e0b40609c3;0;0
$1;1498244456222279501;api.visitsGET;2170BB9766C8C0595B8C939B99ECD882;2954079880578334881;1498244455746050268;1498244456222261318;77e0b40609c3;0;0
$1;1498244456240625616;_API-Gateway.gateway.GET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334882;1498244456236183796;1498244456239628483;77e0b40609c3;0;0
$1;1498244456932256612;api.vetsGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334883;1498244456245193115;1498244456932236731;77e0b40609c3;0;0
$1;1498244457826515806;api.ownersGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334884;1498244456935518922;1498244457826493982;77e0b40609c3;0;0
$1;1498244458350062594;api.ownersNumberedGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334885;1498244457836981383;1498244458350042726;77e0b40609c3;0;0
$1;1498244458849090985;api.petsNumberedGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334886;1498244458361716191;1498244458849069263;77e0b40609c3;0;0
$1;1498244459732459840;api.visitsGET;B66E7C1A1A3A1D6543F9D2FF0BE4ABCD;2954079880578334887;1498244458852790787;1498244459732440157;77e0b40609c3;0;0
$1;1498244459750803741;_API-Gateway.gateway.GET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334888;1498244459736124441;1498244459750765417;77e0b40609c3;0;0
$1;1498244461066836552;api.vetsGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334889;1498244459756427907;1498244461066816516;77e0b40609c3;0;0
$1;1498244462134468000;api.ownersGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334890;1498244461133270626;1498244462134447655;77e0b40609c3;0;0
$1;1498244462691380416;api.ownersNumberedGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334891;1498244462138007755;1498244462691360624;77e0b40609c3;0;0
$1;1498244463225238736;api.petsNumberedGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334892;1498244462744006037;1498244463225220067;77e0b40609c3;0;0
$1;1498244463682215878;api.visitsGET;EB4857C923EBFEBBC78C16A083B574F1;2954079880578334893;1498244463230068830;1498244463682197783;77e0b40609c3;0;0
$1;1498244463753978128;_API-Gateway.gateway.GET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334894;1498244463750217592;1498244463753939002;77e0b40609c3;0;0
$1;1498244464342556834;api.vetsGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334895;1498244463761481135;1498244464342536610;77e0b40609c3;0;0
$1;1498244465233277482;api.ownersGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334896;1498244464347181603;1498244465233257676;77e0b40609c3;0;0
$1;1498244465762616572;api.ownersNumberedGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334897;1498244465237466711;1498244465762597502;77e0b40609c3;0;0
$1;1498244466194667404;api.petsNumberedGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334898;1498244465773639686;1498244466194651852;77e0b40609c3;0;0
$1;1498244466588224681;api.visitsGET;EEF38AD63A519B0F5035D2C58CDC831F;2954079880578334899;1498244466234052468;1498244466588204932;77e0b40609c3;0;0
$1;1498244466606699874;_API-Gateway.gateway.GET;D008B5BD674BCBFB01FF236ECB30519A;2954079880578334900;1498244466603514548;1498244466606663545;77e0b40609c3;0;0
