$0;1494868625190227546;1.10;KIEKER-SINGLETON;342660d3932c;1;false;0;NANOSECONDS;1
$1;1494868728076871629;HTTP_API-Gateway.gateway.GET;B042846482AA56D8FE73123438C4D65B;6922595577221873678;1494868728060333256;1494868728076853162;342660d3932c;0;0
$1;1494868728125971302;api.vet.vets.GET;B042846482AA56D8FE73123438C4D65B;6922595577221873679;1494868728102683015;1494868728125960521;342660d3932c;0;0
$1;1494868728247529559;api.customer.owners.GET;B042846482AA56D8FE73123438C4D65B;6922595577221873680;1494868728133992312;1494868728247519857;342660d3932c;0;0
$1;1494868728345724729;api.customer.owners.numberedGET;B042846482AA56D8FE73123438C4D65B;6922595577221873681;1494868728259619010;1494868728345712548;342660d3932c;0;0
$1;1494868729308885981;api.customer.owners.numberedPUT;B042846482AA56D8FE73123438C4D65B;6922595577221873682;1494868728868896280;1494868729308876458;342660d3932c;0;0
$1;1494868729471745413;api.customer.owners.numberedGET;B042846482AA56D8FE73123438C4D65B;6922595577221873683;1494868729342869372;1494868729471737500;342660d3932c;0;0
$1;1494868729599886940;api.visit.owners.1.pets.1.visits.GET;B042846482AA56D8FE73123438C4D65B;6922595577221873684;1494868729494278263;1494868729599879109;342660d3932c;0;0
$1;1494868729997274035;api.visit.owners.1.pets.1.visits.POST;B042846482AA56D8FE73123438C4D65B;6922595577221873685;1494868729624363096;1494868729997266398;342660d3932c;0;0
$1;1494868730110372282;HTTP_API-Gateway.gateway.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873686;1494868730109220067;1494868730110358314;342660d3932c;0;0
$1;1494868730170228838;api.vet.vets.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873687;1494868730120942230;1494868730170221002;342660d3932c;0;0
$1;1494868730409336918;api.customer.owners.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873688;1494868730188082018;1494868730409328935;342660d3932c;0;0
$1;1494868730521068651;api.customer.owners.numberedGET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730426762846;1494868730521060449;342660d3932c;0;0
$1;1494868730698324744;api.customer.owners.numberedPUT;DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730563836718;1494868730698316336;342660d3932c;0;0
$1;1494868730818888460;api.customer.owners.numberedGET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873691;1494868730725799918;1494868730818880446;342660d3932c;0;0
$1;1494868730987737357;api.visit.owners.2.pets.2.visits.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873692;1494868730855846049;1494868730987727983;342660d3932c;0;0
$1;1494868731050911283;api.visit.owners.2.pets.2.visits.POST;DA4191397042CB5FCCCABD361947FFCF;6922595577221873693;1494868731004185006;1494868731050903698;342660d3932c;0;0
$1;1494868731169903653;HTTP_API-Gateway.gateway.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873694;1494868731168889204;1494868731169887179;342660d3932c;0;0
$1;1494868731207740997;api.vet.vets.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873695;1494868731182518372;1494868731207732280;342660d3932c;0;0
$1;1494868731342219319;api.customer.owners.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873696;1494868731211128328;1494868731342210667;342660d3932c;0;0
$1;1494868731410335252;api.customer.owners.numberedGET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731358341239;1494868731410326915;342660d3932c;0;0
$1;1494868731515131001;api.customer.owners.numberedPUT;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731449305268;1494868731515122099;342660d3932c;0;0
$1;1494868731584872107;api.customer.owners.numberedGET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873699;1494868731537761979;1494868731584863095;342660d3932c;0;0
$1;1494868731696341674;api.visit.owners.3.pets.3.visits.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873700;1494868731613810045;1494868731696333033;342660d3932c;0;0
$1;1494868731746473594;api.visit.owners.3.pets.3.visits.POST;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873701;1494868731708320099;1494868731746466615;342660d3932c;0;0
$1;1494868731870175396;HTTP_API-Gateway.gateway.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873702;1494868731867884189;1494868731870161470;342660d3932c;0;0
$1;1494868731910811004;api.vet.vets.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873703;1494868731873425838;1494868731910802613;342660d3932c;0;0
$1;1494868732019186810;api.customer.owners.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873704;1494868731921220487;1494868732019177424;342660d3932c;0;0
$1;1494868732070804646;api.customer.owners.numberedGET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732033312152;1494868732070796220;342660d3932c;0;0
$1;1494868732185957999;api.customer.owners.numberedPUT;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732121140027;1494868732185948698;342660d3932c;0;0
$1;1494868732279920695;api.customer.owners.numberedGET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873707;1494868732207371273;1494868732279912440;342660d3932c;0;0
$1;1494868732416883184;api.visit.owners.4.pets.4.visits.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873708;1494868732303257165;1494868732416875187;342660d3932c;0;0
$1;1494868732496513618;api.visit.owners.4.pets.4.visits.POST;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873709;1494868732441524273;1494868732496505703;342660d3932c;0;0
$1;1494868732616003425;HTTP_API-Gateway.gateway.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873710;1494868732602831621;1494868732615989715;342660d3932c;0;0
$1;1494868732647814434;api.vet.vets.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873711;1494868732620491021;1494868732647806175;342660d3932c;0;0
$1;1494868732728303439;api.customer.owners.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873712;1494868732651282599;1494868732728294673;342660d3932c;0;0
$1;1494868732779393003;api.customer.owners.numberedGET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732743246255;1494868732779384745;342660d3932c;0;0
$1;1494868732873449637;api.customer.owners.numberedPUT;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732812031433;1494868732873441317;342660d3932c;0;0
$1;1494868732943727198;api.customer.owners.numberedGET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873715;1494868732894779016;1494868732943718637;342660d3932c;0;0
$1;1494868733061403613;api.visit.owners.5.pets.5.visits.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873716;1494868732968264933;1494868733061394334;342660d3932c;0;0
$1;1494868733117378110;api.visit.owners.5.pets.5.visits.POST;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873717;1494868733075872684;1494868733117370667;342660d3932c;0;0
$1;1494868733231986309;HTTP_API-Gateway.gateway.GET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873718;1494868733224482181;1494868733231972812;342660d3932c;0;0
$1;1494868733286756581;api.vet.vets.GET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873719;1494868733248747392;1494868733286741118;342660d3932c;0;0
$1;1494868733409446549;api.customer.owners.GET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873720;1494868733298726259;1494868733409437104;342660d3932c;0;0
$1;1494868733486450736;api.customer.owners.numberedGET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873721;1494868733434284410;1494868733486442224;342660d3932c;0;0
$1;1494868733548377817;api.customer.owners.numberedPUT;25285ABE3282BF471D71E06E7A322B2A;6922595577221873722;1494868733508682449;1494868733548368870;342660d3932c;0;0
$1;1494868733600890236;api.customer.owners.numberedGET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873723;1494868733569203631;1494868733600881593;342660d3932c;0;0
$1;1494868733674965285;api.visit.owners.6.pets.6.visits.GET;25285ABE3282BF471D71E06E7A322B2A;6922595577221873724;1494868733625775861;1494868733674947597;342660d3932c;0;0
$1;1494868733703202827;api.visit.owners.6.pets.6.visits.POST;25285ABE3282BF471D71E06E7A322B2A;6922595577221873725;1494868733685414648;1494868733703195276;342660d3932c;0;0
$1;1494868733810211290;HTTP_API-Gateway.gateway.GET;044582ADD2F76C7251370CDAF15E2475;6922595577221873726;1494868733808874591;1494868733810188595;342660d3932c;0;0
$1;1494868733840041899;api.vet.vets.GET;044582ADD2F76C7251370CDAF15E2475;6922595577221873727;1494868733821219014;1494868733840020171;342660d3932c;0;0
$1;1494868733890126649;api.customer.owners.GET;044582ADD2F76C7251370CDAF15E2475;6922595577221873728;1494868733843310110;1494868733890100141;342660d3932c;0;0
$1;1494868733948387884;api.customer.owners.numberedGET;044582ADD2F76C7251370CDAF15E2475;6922595577221873729;1494868733900179039;1494868733948361664;342660d3932c;0;0
$1;1494868734000230276;api.customer.owners.numberedPUT;044582ADD2F76C7251370CDAF15E2475;6922595577221873730;1494868733972269342;1494868734000221246;342660d3932c;0;0
$1;1494868734076399506;api.customer.owners.numberedGET;044582ADD2F76C7251370CDAF15E2475;6922595577221873731;1494868734020768543;1494868734076390422;342660d3932c;0;0
$1;1494868734124365420;api.visit.owners.7.pets.7.visits.GET;044582ADD2F76C7251370CDAF15E2475;6922595577221873732;1494868734086585085;1494868734124357066;342660d3932c;0;0
$1;1494868734159912609;api.visit.owners.7.pets.7.visits.POST;044582ADD2F76C7251370CDAF15E2475;6922595577221873733;1494868734135582870;1494868734159905089;342660d3932c;0;0
$1;1494868734277317011;HTTP_API-Gateway.gateway.GET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873734;1494868734273053598;1494868734277276060;342660d3932c;0;0
$1;1494868734309350389;api.vet.vets.GET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873735;1494868734286371249;1494868734309340441;342660d3932c;0;0
$1;1494868734355374674;api.customer.owners.GET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873736;1494868734313009600;1494868734355365937;342660d3932c;0;0
$1;1494868734385626068;api.customer.owners.numberedGET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873737;1494868734365298709;1494868734385600114;342660d3932c;0;0
$1;1494868734437574322;api.customer.owners.numberedPUT;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873738;1494868734402391396;1494868734437565683;342660d3932c;0;0
$1;1494868734487878645;api.customer.owners.numberedGET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873739;1494868734457501043;1494868734487869720;342660d3932c;0;0
$1;1494868734548219780;api.visit.owners.8.pets.8.visits.GET;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873740;1494868734505177270;1494868734548210741;342660d3932c;0;0
$1;1494868734582115122;api.visit.owners.8.pets.8.visits.POST;050FEA1FCE6D65B6E4F36A47B5470D88;6922595577221873741;1494868734560775102;1494868734582079985;342660d3932c;0;0
$1;1494868734687823769;HTTP_API-Gateway.gateway.GET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873742;1494868734686745675;1494868734687810425;342660d3932c;0;0
$1;1494868734718186622;api.vet.vets.GET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873743;1494868734697518439;1494868734718170506;342660d3932c;0;0
$1;1494868734828260133;api.customer.owners.GET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873744;1494868734721390473;1494868734828251422;342660d3932c;0;0
$1;1494868734876662676;api.customer.owners.numberedGET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873745;1494868734844750373;1494868734876576965;342660d3932c;0;0
$1;1494868734956933271;api.customer.owners.numberedPUT;6557B22933F47A2D5264CD9E0CE64461;6922595577221873746;1494868734895244578;1494868734956923974;342660d3932c;0;0
$1;1494868735025867302;api.customer.owners.numberedGET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873747;1494868734977269546;1494868735025844554;342660d3932c;0;0
$1;1494868735127584649;api.visit.owners.9.pets.9.visits.GET;6557B22933F47A2D5264CD9E0CE64461;6922595577221873748;1494868735054418827;1494868735127575466;342660d3932c;0;0
$1;1494868735169733788;api.visit.owners.9.pets.9.visits.POST;6557B22933F47A2D5264CD9E0CE64461;6922595577221873749;1494868735141248826;1494868735169719340;342660d3932c;0;0
$1;1494868735276683934;HTTP_API-Gateway.gateway.GET;0B466047D9E07F993C18AD806660AFA7;6922595577221873750;1494868735273713324;1494868735275575422;342660d3932c;0;0
$1;1494868735304181349;api.vet.vets.GET;0B466047D9E07F993C18AD806660AFA7;6922595577221873751;1494868735282474194;1494868735304172078;342660d3932c;0;0
$1;1494868735363742460;api.customer.owners.GET;0B466047D9E07F993C18AD806660AFA7;6922595577221873752;1494868735308538728;1494868735363733007;342660d3932c;0;0
$1;1494868735408730150;api.customer.owners.numberedGET;0B466047D9E07F993C18AD806660AFA7;6922595577221873753;1494868735378644643;1494868735408721017;342660d3932c;0;0
$1;1494868735493324330;api.customer.owners.numberedPUT;0B466047D9E07F993C18AD806660AFA7;6922595577221873754;1494868735453760386;1494868735493315286;342660d3932c;0;0
$1;1494868735563755353;api.customer.owners.numberedGET;0B466047D9E07F993C18AD806660AFA7;6922595577221873755;1494868735521703206;1494868735563746015;342660d3932c;0;0
$1;1494868735656390968;api.visit.owners.10.pets.10.visits.GET;0B466047D9E07F993C18AD806660AFA7;6922595577221873756;1494868735588196506;1494868735656381707;342660d3932c;0;0
$1;1494868735713889852;api.visit.owners.10.pets.10.visits.POST;0B466047D9E07F993C18AD806660AFA7;6922595577221873757;1494868735667318292;1494868735713882624;342660d3932c;0;0
$1;1494868735819568648;HTTP_API-Gateway.gateway.GET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873758;1494868735818540687;1494868735819555513;342660d3932c;0;0
$1;1494868735847462570;api.vet.vets.GET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873759;1494868735827511427;1494868735847453365;342660d3932c;0;0
$1;1494868735900705272;api.customer.owners.GET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873760;1494868735850445823;1494868735900695762;342660d3932c;0;0
$1;1494868735949169240;api.customer.owners.numberedGET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873761;1494868735906300279;1494868735949159499;342660d3932c;0;0
$1;1494868735985297204;api.customer.owners.numberedPUT;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873762;1494868735962353300;1494868735985287645;342660d3932c;0;0
$1;1494868736048850330;api.customer.owners.numberedGET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873763;1494868736008732754;1494868736048841109;342660d3932c;0;0
$1;1494868736223471738;api.visit.owners.1.pets.11.visits.GET;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873764;1494868736071261295;1494868736223462248;342660d3932c;0;0
$1;1494868736255672936;api.visit.owners.1.pets.11.visits.POST;879766DDE3E713CDC57F54A5C5F5EB1B;6922595577221873765;1494868736234804862;1494868736255664380;342660d3932c;0;0
$1;1494868736382840975;HTTP_API-Gateway.gateway.GET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873766;1494868736375529320;1494868736382784515;342660d3932c;0;0
$1;1494868736398328448;api.vet.vets.GET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873767;1494868736388981261;1494868736398317558;342660d3932c;0;0
$1;1494868736466482408;api.customer.owners.GET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873768;1494868736406458767;1494868736466472971;342660d3932c;0;0
$1;1494868736489802377;api.customer.owners.numberedGET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873769;1494868736471156810;1494868736489793127;342660d3932c;0;0
$1;1494868736533819515;api.customer.owners.numberedPUT;3131B85C16F9DD4E4C645A28E690D660;6922595577221873770;1494868736512683193;1494868736533810549;342660d3932c;0;0
$1;1494868736576550037;api.customer.owners.numberedGET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873771;1494868736554135405;1494868736576540945;342660d3932c;0;0
$1;1494868736626807902;api.visit.owners.2.pets.12.visits.GET;3131B85C16F9DD4E4C645A28E690D660;6922595577221873772;1494868736584084951;1494868736626798440;342660d3932c;0;0
$1;1494868736648073083;api.visit.owners.2.pets.12.visits.POST;3131B85C16F9DD4E4C645A28E690D660;6922595577221873773;1494868736638673481;1494868736648065407;342660d3932c;0;0
$1;1494868736762822041;HTTP_API-Gateway.gateway.GET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873774;1494868736756578973;1494868736762791217;342660d3932c;0;0
$1;1494868736786557906;api.vet.vets.GET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873775;1494868736771475505;1494868736786548924;342660d3932c;0;0
$1;1494868736843466835;api.customer.owners.GET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873776;1494868736790587908;1494868736843457181;342660d3932c;0;0
$1;1494868736873889950;api.customer.owners.numberedGET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873777;1494868736847686030;1494868736873881032;342660d3932c;0;0
$1;1494868736935824718;api.customer.owners.numberedPUT;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873778;1494868736888383358;1494868736935815416;342660d3932c;0;0
$1;1494868736984541970;api.customer.owners.numberedGET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873779;1494868736957257972;1494868736984533195;342660d3932c;0;0
$1;1494868737024072849;api.visit.owners.3.pets.13.visits.GET;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873780;1494868736993514080;1494868737024063112;342660d3932c;0;0
$1;1494868737052451918;api.visit.owners.3.pets.13.visits.POST;58BDF5DC57F05B5DAE296C1497DA56A8;6922595577221873781;1494868737035272163;1494868737052443984;342660d3932c;0;0
$1;1494868737163872289;HTTP_API-Gateway.gateway.GET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873782;1494868737160709611;1494868737163845803;342660d3932c;0;0
$1;1494868737188647314;api.vet.vets.GET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873783;1494868737169494424;1494868737188329059;342660d3932c;0;0
$1;1494868737287397914;api.customer.owners.GET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873784;1494868737205434899;1494868737287385963;342660d3932c;0;0
$1;1494868737338430055;api.customer.owners.numberedGET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873785;1494868737292718191;1494868737338417693;342660d3932c;0;0
$1;1494868737473004256;api.customer.owners.numberedPUT;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873786;1494868737381706683;1494868737472993392;342660d3932c;0;0
$1;1494868737566400958;api.customer.owners.numberedGET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873787;1494868737502045597;1494868737566390996;342660d3932c;0;0
$1;1494868737693246520;api.visit.owners.4.pets.1.visits.GET;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873788;1494868737596207320;1494868737693233039;342660d3932c;0;0
$1;1494868737739303199;api.visit.owners.4.pets.1.visits.POST;DEB4D65900C3BBA930A95526EF033DC8;6922595577221873789;1494868737707182788;1494868737739279547;342660d3932c;0;0
$1;1494868737854429318;HTTP_API-Gateway.gateway.GET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873790;1494868737844353102;1494868737854416869;342660d3932c;0;0
$1;1494868737885066271;api.vet.vets.GET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873791;1494868737862310859;1494868737885052293;342660d3932c;0;0
$1;1494868737994734125;api.customer.owners.GET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873792;1494868737888550648;1494868737994715083;342660d3932c;0;0
$1;1494868738049930770;api.customer.owners.numberedGET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873793;1494868738000851173;1494868738049922694;342660d3932c;0;0
$1;1494868738146503618;api.customer.owners.numberedPUT;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873794;1494868738086575871;1494868738146493524;342660d3932c;0;0
$1;1494868738227262369;api.customer.owners.numberedGET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873795;1494868738174195408;1494868738227253849;342660d3932c;0;0
$1;1494868738327977799;api.visit.owners.5.pets.2.visits.GET;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873796;1494868738252205831;1494868738327969340;342660d3932c;0;0
$1;1494868738385987885;api.visit.owners.5.pets.2.visits.POST;30BF0C1A94CB98B5EEE261B7B47893EF;6922595577221873797;1494868738343073820;1494868738385980867;342660d3932c;0;0
$1;1494868738492575055;HTTP_API-Gateway.gateway.GET;7B17A276DC567ECF2674AC565217482D;6922595577221873798;1494868738491548314;1494868738492563005;342660d3932c;0;0
$1;1494868738511504342;api.vet.vets.GET;7B17A276DC567ECF2674AC565217482D;6922595577221873799;1494868738497723127;1494868738511496619;342660d3932c;0;0
$1;1494868738604943260;api.customer.owners.GET;7B17A276DC567ECF2674AC565217482D;6922595577221873800;1494868738518665942;1494868738604934422;342660d3932c;0;0
$1;1494868738653579794;api.customer.owners.numberedGET;7B17A276DC567ECF2674AC565217482D;6922595577221873801;1494868738614191437;1494868738653571622;342660d3932c;0;0
$1;1494868738776919738;api.customer.owners.numberedPUT;7B17A276DC567ECF2674AC565217482D;6922595577221873802;1494868738677526795;1494868738776911652;342660d3932c;0;0
$1;1494868738904694234;api.customer.owners.numberedGET;7B17A276DC567ECF2674AC565217482D;6922595577221873803;1494868738819491534;1494868738904685955;342660d3932c;0;0
$1;1494868739060028576;api.visit.owners.6.pets.3.visits.GET;7B17A276DC567ECF2674AC565217482D;6922595577221873804;1494868738953690351;1494868739060010461;342660d3932c;0;0
$1;1494868739167506510;api.visit.owners.6.pets.3.visits.POST;7B17A276DC567ECF2674AC565217482D;6922595577221873805;1494868739087434221;1494868739167496055;342660d3932c;0;0
$1;1494868739283311442;HTTP_API-Gateway.gateway.GET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873806;1494868739273408838;1494868739283299614;342660d3932c;0;0
$1;1494868739326831592;api.vet.vets.GET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873807;1494868739286509304;1494868739326823088;342660d3932c;0;0
$1;1494868739399760567;api.customer.owners.GET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873808;1494868739329653198;1494868739399752668;342660d3932c;0;0
$1;1494868739482918004;api.customer.owners.numberedGET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873809;1494868739417529606;1494868739482909687;342660d3932c;0;0
$1;1494868739546804111;api.customer.owners.numberedPUT;323CBDBE27563BCA88238AC01B0877F0;6922595577221873810;1494868739505012428;1494868739546795041;342660d3932c;0;0
$1;1494868739592311775;api.customer.owners.numberedGET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873811;1494868739562014205;1494868739592302571;342660d3932c;0;0
$1;1494868739676410653;api.visit.owners.7.pets.4.visits.GET;323CBDBE27563BCA88238AC01B0877F0;6922595577221873812;1494868739626259454;1494868739676401728;342660d3932c;0;0
$1;1494868739704806042;api.visit.owners.7.pets.4.visits.POST;323CBDBE27563BCA88238AC01B0877F0;6922595577221873813;1494868739687293865;1494868739704798515;342660d3932c;0;0
$1;1494868739842822374;HTTP_API-Gateway.gateway.GET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873814;1494868739841186141;1494868739842798806;342660d3932c;0;0
$1;1494868739876810047;api.vet.vets.GET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873815;1494868739846330005;1494868739876801538;342660d3932c;0;0
$1;1494868739965597834;api.customer.owners.GET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873816;1494868739880982715;1494868739965577711;342660d3932c;0;0
$1;1494868739998509725;api.customer.owners.numberedGET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873817;1494868739971286491;1494868739998501244;342660d3932c;0;0
$1;1494868740065139535;api.customer.owners.numberedPUT;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873818;1494868740014173251;1494868740065123102;342660d3932c;0;0
$1;1494868740120371900;api.customer.owners.numberedGET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873819;1494868740085226765;1494868740120364084;342660d3932c;0;0
$1;1494868740169613726;api.visit.owners.8.pets.5.visits.GET;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873820;1494868740129048720;1494868740169583957;342660d3932c;0;0
$1;1494868740214349505;api.visit.owners.8.pets.5.visits.POST;CE010F8D67BBA7B97D4ACCF9E6FE7558;6922595577221873821;1494868740188745332;1494868740214342497;342660d3932c;0;0
$1;1494868740325840402;HTTP_API-Gateway.gateway.GET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873822;1494868740321040868;1494868740325813669;342660d3932c;0;0
$1;1494868740349232380;api.vet.vets.GET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873823;1494868740330379472;1494868740349222947;342660d3932c;0;0
$1;1494868740413118655;api.customer.owners.GET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873824;1494868740353777487;1494868740413078373;342660d3932c;0;0
$1;1494868740436452647;api.customer.owners.numberedGET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873825;1494868740418172008;1494868740436444027;342660d3932c;0;0
$1;1494868740480773496;api.customer.owners.numberedPUT;42FA59423334649AE64EFDD0E81DF17B;6922595577221873826;1494868740451420643;1494868740480765038;342660d3932c;0;0
$1;1494868740507355991;api.customer.owners.numberedGET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873827;1494868740486766334;1494868740507344554;342660d3932c;0;0
$1;1494868740548760407;api.visit.owners.9.pets.6.visits.GET;42FA59423334649AE64EFDD0E81DF17B;6922595577221873828;1494868740516209567;1494868740548751242;342660d3932c;0;0
