$0;1497018451249214684;1.10;KIEKER-SINGLETON;2a60f716d6d6;1;false;0;NANOSECONDS;1
$1;1497018489153326716;_API-Gateway.gateway.GET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732527;1497018489140407742;1497018489153284357;2a60f716d6d6;0;0
$1;1497018489205175209;api.vetsGET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732528;1497018489157248175;1497018489205156696;2a60f716d6d6;0;0
$1;1497018489259603196;api.ownersGET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732529;1497018489208606349;1497018489259574716;2a60f716d6d6;0;0
$1;1497018489284573134;api.ownersNumberedGET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732530;1497018489264136299;1497018489284555070;2a60f716d6d6;0;0
$1;1497018489338371097;api.petsNumberedGET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732531;1497018489297759385;1497018489338327292;2a60f716d6d6;0;0
$1;1497018489412612380;api.visitsGET;5CAC47BCD4FCC0E4058111A7F4BD163D;7587157997235732532;1497018489353529546;1497018489412592013;2a60f716d6d6;0;0
$1;1497018489441657682;_API-Gateway.gateway.GET;722A5B43A8321F85745A636C17E63061;7587157997235732533;1497018489432170949;1497018489441596275;2a60f716d6d6;0;0
$1;1497018489522977193;api.vetsGET;722A5B43A8321F85745A636C17E63061;7587157997235732534;1497018489446625499;1497018489522956580;2a60f716d6d6;0;0
$1;1497018489741271918;api.ownersGET;722A5B43A8321F85745A636C17E63061;7587157997235732535;1497018489535605717;1497018489741250494;2a60f716d6d6;0;0
$1;1497018489773864016;api.ownersNumberedGET;722A5B43A8321F85745A636C17E63061;7587157997235732536;1497018489745331951;1497018489773847830;2a60f716d6d6;0;0
$1;1497018489839659725;api.petsNumberedGET;722A5B43A8321F85745A636C17E63061;7587157997235732537;1497018489786935219;1497018489839641248;2a60f716d6d6;0;0
$1;1497018489899641548;api.visitsGET;722A5B43A8321F85745A636C17E63061;7587157997235732538;1497018489844244559;1497018489899621755;2a60f716d6d6;0;0
$1;1497018489951094982;_API-Gateway.gateway.GET;09B652DD67A4ED380DF06EF29A9A7F17;7587157997235732539;1497018489912485043;1497018489951047762;2a60f716d6d6;0;0
$1;1497018490008969533;api.vetsGET;09B652DD67A4ED380DF06EF29A9A7F17;7587157997235732540;1497018489957103562;1497018490008949407;2a60f716d6d6;0;0
$1;1497018490078601888;api.ownersGET;09B652DD67A4ED380DF06EF29A9A7F17;7587157997235732541;1497018490013959298;1497018490078583318;2a60f716d6d6;0;0
$1;1497018490225405814;api.visitsGET;09B652DD67A4ED380DF06EF29A9A7F17;7587157997235732544;1497018490140341336;1497018490225374452;2a60f716d6d6;0;0
$1;1497018490235394978;_API-Gateway.gateway.GET;055BAA022801F6FB6F5B98E6F3AD2F40;7587157997235732545;1497018490231995639;1497018490235358124;2a60f716d6d6;0;0
$1;1497018490283819408;api.vetsGET;055BAA022801F6FB6F5B98E6F3AD2F40;7587157997235732546;1497018490240360893;1497018490283797166;2a60f716d6d6;0;0
$1;1497018490354233501;api.ownersGET;055BAA022801F6FB6F5B98E6F3AD2F40;7587157997235732547;1497018490288616046;1497018490354214112;2a60f716d6d6;0;0
$1;1497018490396304754;api.ownersNumberedGET;055BAA022801F6FB6F5B98E6F3AD2F40;7587157997235732548;1497018490358397392;1497018490396286101;2a60f716d6d6;0;0
$1;1497018490498245393;api.visitsGET;055BAA022801F6FB6F5B98E6F3AD2F40;7587157997235732550;1497018490418872636;1497018490498223621;2a60f716d6d6;0;0
$1;1497018490509215187;_API-Gateway.gateway.GET;19EABF88F711CF185CB89D72B1DDF196;7587157997235732551;1497018490505058526;1497018490509175695;2a60f716d6d6;0;0
$1;1497018490572809185;api.vetsGET;19EABF88F711CF185CB89D72B1DDF196;7587157997235732552;1497018490513758677;1497018490572790057;2a60f716d6d6;0;0
$1;1497018490701336367;api.ownersGET;19EABF88F711CF185CB89D72B1DDF196;7587157997235732553;1497018490576320036;1497018490701314078;2a60f716d6d6;0;0
$1;1497018490747920363;api.ownersNumberedGET;19EABF88F711CF185CB89D72B1DDF196;7587157997235732554;1497018490704815202;1497018490747862377;2a60f716d6d6;0;0
$1;1497018490833424608;api.visitsGET;19EABF88F711CF185CB89D72B1DDF196;7587157997235732556;1497018490766717018;1497018490833402700;2a60f716d6d6;0;0
$1;1497018490847230046;_API-Gateway.gateway.GET;6B9E6BFC20ECAC0F273AED0BB9E8A2E8;7587157997235732557;1497018490840374371;1497018490847190840;2a60f716d6d6;0;0
$1;1497018490914509591;api.vetsGET;6B9E6BFC20ECAC0F273AED0BB9E8A2E8;7587157997235732558;1497018490852088554;1497018490914489147;2a60f716d6d6;0;0
$1;1497018491032449689;api.ownersGET;6B9E6BFC20ECAC0F273AED0BB9E8A2E8;7587157997235732559;1497018490917503074;1497018491032418735;2a60f716d6d6;0;0
$1;1497018491069346450;api.ownersNumberedGET;6B9E6BFC20ECAC0F273AED0BB9E8A2E8;7587157997235732560;1497018491038096087;1497018491069326607;2a60f716d6d6;0;0
$1;1497018491188020803;api.visitsGET;6B9E6BFC20ECAC0F273AED0BB9E8A2E8;7587157997235732562;1497018491086538123;1497018491187998296;2a60f716d6d6;0;0
$1;1497018491202381062;_API-Gateway.gateway.GET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732563;1497018491196667967;1497018491202343413;2a60f716d6d6;0;0
$1;1497018491277380093;api.vetsGET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732564;1497018491209712305;1497018491277360393;2a60f716d6d6;0;0
$1;1497018491385256218;api.ownersGET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732565;1497018491284500587;1497018491385231127;2a60f716d6d6;0;0
$1;1497018491422933244;api.ownersNumberedGET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732566;1497018491393481004;1497018491422914237;2a60f716d6d6;0;0
$1;1497018491453294873;api.petsNumberedGET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732567;1497018491437363361;1497018491453270201;2a60f716d6d6;0;0
$1;1497018491489512363;api.visitsGET;F8DC4B800A608CF74F9289EEEAA7CD0D;7587157997235732568;1497018491457041927;1497018491489494888;2a60f716d6d6;0;0
$1;1497018491549115063;_API-Gateway.gateway.GET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732569;1497018491494261947;1497018491549065676;2a60f716d6d6;0;0
$1;1497018491627662717;api.vetsGET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732570;1497018491552680603;1497018491627641586;2a60f716d6d6;0;0
$1;1497018491745239089;api.ownersGET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732571;1497018491630754857;1497018491745221021;2a60f716d6d6;0;0
$1;1497018491765241592;api.ownersNumberedGET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732572;1497018491752156496;1497018491765225770;2a60f716d6d6;0;0
$1;1497018491790241818;api.petsNumberedGET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732573;1497018491778634714;1497018491790224133;2a60f716d6d6;0;0
$1;1497018491859737048;api.visitsGET;DDCBE36F6B44DC3D52FA94B30AA19C50;7587157997235732574;1497018491794835610;1497018491859719140;2a60f716d6d6;0;0
$1;1497018491885841128;_API-Gateway.gateway.GET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732575;1497018491873243538;1497018491885799050;2a60f716d6d6;0;0
$1;1497018492041794038;api.vetsGET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732576;1497018491892789314;1497018492041772856;2a60f716d6d6;0;0
$1;1497018492108373301;api.ownersGET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732577;1497018492045182803;1497018492108357276;2a60f716d6d6;0;0
$1;1497018492173059328;api.ownersNumberedGET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732578;1497018492132694778;1497018492173036279;2a60f716d6d6;0;0
$1;1497018492205361916;api.petsNumberedGET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732579;1497018492185958503;1497018492205343404;2a60f716d6d6;0;0
$1;1497018492278301485;api.visitsGET;DA033C4192E0AB762BAA29FB1755EF7F;7587157997235732580;1497018492209134994;1497018492278279862;2a60f716d6d6;0;0
$1;1497018492292375218;_API-Gateway.gateway.GET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732581;1497018492282371563;1497018492292337420;2a60f716d6d6;0;0
$1;1497018492385470507;api.vetsGET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732582;1497018492295672651;1497018492385452970;2a60f716d6d6;0;0
$1;1497018492545859309;api.ownersGET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732583;1497018492390777542;1497018492545839472;2a60f716d6d6;0;0
$1;1497018492577076486;api.ownersNumberedGET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732584;1497018492549372365;1497018492577060287;2a60f716d6d6;0;0
$1;1497018492621135902;api.petsNumberedGET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732585;1497018492604770365;1497018492621116258;2a60f716d6d6;0;0
$1;1497018492692100359;api.visitsGET;EA3DB4DCCAADEAEB2134A0FECE47093B;7587157997235732586;1497018492628156089;1497018492692069285;2a60f716d6d6;0;0
$1;1497018492710938537;_API-Gateway.gateway.GET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732587;1497018492705015016;1497018492710895945;2a60f716d6d6;0;0
$1;1497018492770798851;api.vetsGET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732588;1497018492714367155;1497018492770774314;2a60f716d6d6;0;0
$1;1497018492907682090;api.ownersGET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732589;1497018492779412543;1497018492907659887;2a60f716d6d6;0;0
$1;1497018492963787138;api.ownersNumberedGET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732590;1497018492918324100;1497018492963768331;2a60f716d6d6;0;0
$1;1497018492993364438;api.petsNumberedGET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732591;1497018492975374589;1497018492993347488;2a60f716d6d6;0;0
$1;1497018493098898391;api.visitsGET;A55E3D4BE4CE62A86C211CACCB255D96;7587157997235732592;1497018492996912675;1497018493098880604;2a60f716d6d6;0;0
$1;1497018493106509845;_API-Gateway.gateway.GET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732593;1497018493103304719;1497018493106475186;2a60f716d6d6;0;0
$1;1497018493208922731;api.vetsGET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732594;1497018493109867586;1497018493208903286;2a60f716d6d6;0;0
$1;1497018493290240429;api.ownersGET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732595;1497018493213924053;1497018493290221724;2a60f716d6d6;0;0
$1;1497018493334089467;api.ownersNumberedGET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732596;1497018493293989176;1497018493334070815;2a60f716d6d6;0;0
$1;1497018493366896393;api.petsNumberedGET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732597;1497018493348982132;1497018493366875712;2a60f716d6d6;0;0
$1;1497018493493199823;api.visitsGET;53DDB03C271AD765F66C37E542C5F70E;7587157997235732598;1497018493371736405;1497018493493179575;2a60f716d6d6;0;0
$1;1497018493507235644;_API-Gateway.gateway.GET;6461AE960B0C915F3D68CCDB1E1401EE;7587157997235732599;1497018493503421730;1497018493507198477;2a60f716d6d6;0;0
$1;1497018493561957204;api.vetsGET;6461AE960B0C915F3D68CCDB1E1401EE;7587157997235732600;1497018493511391699;1497018493561938603;2a60f716d6d6;0;0
$1;1497018493620442447;api.ownersGET;6461AE960B0C915F3D68CCDB1E1401EE;7587157997235732601;1497018493567494386;1497018493620414140;2a60f716d6d6;0;0
$1;1497018493660556398;api.petsNumberedGET;6461AE960B0C915F3D68CCDB1E1401EE;7587157997235732603;1497018493642111209;1497018493660534782;2a60f716d6d6;0;0
$1;1497018493683328834;api.visitsGET;6461AE960B0C915F3D68CCDB1E1401EE;7587157997235732604;1497018493667247415;1497018493683311293;2a60f716d6d6;0;0
$1;1497018493692509683;_API-Gateway.gateway.GET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732605;1497018493690350296;1497018493692476073;2a60f716d6d6;0;0
$1;1497018493727463803;api.vetsGET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732606;1497018493698421768;1497018493727077143;2a60f716d6d6;0;0
$1;1497018493769708176;api.ownersGET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732607;1497018493734024332;1497018493769692353;2a60f716d6d6;0;0
$1;1497018493857665516;api.ownersNumberedGET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732608;1497018493794554467;1497018493857641094;2a60f716d6d6;0;0
$1;1497018493927214166;api.petsNumberedGET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732609;1497018493889864398;1497018493927194139;2a60f716d6d6;0;0
$1;1497018493980435210;api.visitsGET;9DF3E8D77B69794AF41BF28EE7F3D877;7587157997235732610;1497018493935066031;1497018493979719200;2a60f716d6d6;0;0
$1;1497018493997671983;_API-Gateway.gateway.GET;08C0F287C28604531831D46C567EADA4;7587157997235732611;1497018493994328277;1497018493997626020;2a60f716d6d6;0;0
$1;1497018494165434848;api.vetsGET;08C0F287C28604531831D46C567EADA4;7587157997235732612;1497018494002981432;1497018494165414750;2a60f716d6d6;0;0
$1;1497018494376017431;api.ownersGET;08C0F287C28604531831D46C567EADA4;7587157997235732613;1497018494172158662;1497018494375996652;2a60f716d6d6;0;0
$1;1497018494415278713;api.ownersNumberedGET;08C0F287C28604531831D46C567EADA4;7587157997235732614;1497018494381174711;1497018494415218606;2a60f716d6d6;0;0
$1;1497018494446659507;api.petsNumberedGET;08C0F287C28604531831D46C567EADA4;7587157997235732615;1497018494426581982;1497018494446639448;2a60f716d6d6;0;0
$1;1497018494471161575;api.visitsGET;08C0F287C28604531831D46C567EADA4;7587157997235732616;1497018494450141557;1497018494471142025;2a60f716d6d6;0;0
$1;1497018494476770464;_API-Gateway.gateway.GET;858BD3955FFEEBB482BA7D7D874C9978;7587157997235732617;1497018494474626274;1497018494476738365;2a60f716d6d6;0;0
$1;1497018494581084957;api.vetsGET;858BD3955FFEEBB482BA7D7D874C9978;7587157997235732618;1497018494481078088;1497018494581060893;2a60f716d6d6;0;0
$1;1497018494877825992;api.ownersGET;858BD3955FFEEBB482BA7D7D874C9978;7587157997235732619;1497018494584475383;1497018494877807048;2a60f716d6d6;0;0
$1;1497018494900957821;api.ownersNumberedGET;858BD3955FFEEBB482BA7D7D874C9978;7587157997235732620;1497018494882008731;1497018494900943013;2a60f716d6d6;0;0
$1;1497018494937286296;api.visitsGET;858BD3955FFEEBB482BA7D7D874C9978;7587157997235732622;1497018494916954447;1497018494937270581;2a60f716d6d6;0;0
$1;1497018494949259094;_API-Gateway.gateway.GET;2C122FFE4C97A95B71DDA8B209A5CFC5;7587157997235732623;1497018494943334301;1497018494949221846;2a60f716d6d6;0;0
$1;1497018495003857347;api.vetsGET;2C122FFE4C97A95B71DDA8B209A5CFC5;7587157997235732624;1497018494959160590;1497018495003839305;2a60f716d6d6;0;0
$1;1497018495081171602;api.ownersGET;2C122FFE4C97A95B71DDA8B209A5CFC5;7587157997235732625;1497018495007141088;1497018495081156931;2a60f716d6d6;0;0
$1;1497018495115685446;api.ownersNumberedGET;2C122FFE4C97A95B71DDA8B209A5CFC5;7587157997235732626;1497018495097050276;1497018495115666848;2a60f716d6d6;0;0
$1;1497018495189307482;api.visitsGET;2C122FFE4C97A95B71DDA8B209A5CFC5;7587157997235732628;1497018495144354960;1497018495189288066;2a60f716d6d6;0;0
$1;1497018495213067230;_API-Gateway.gateway.GET;0B3447709A3A1F1FD602DAEFFC1EDEE1;7587157997235732629;1497018495194094038;1497018495213028746;2a60f716d6d6;0;0
$1;1497018495318815501;api.vetsGET;0B3447709A3A1F1FD602DAEFFC1EDEE1;7587157997235732630;1497018495217189054;1497018495318793592;2a60f716d6d6;0;0
$1;1497018495454694801;api.ownersGET;0B3447709A3A1F1FD602DAEFFC1EDEE1;7587157997235732631;1497018495324028343;1497018495454673566;2a60f716d6d6;0;0
$1;1497018495483947105;api.ownersNumberedGET;0B3447709A3A1F1FD602DAEFFC1EDEE1;7587157997235732632;1497018495464773805;1497018495483926653;2a60f716d6d6;0;0
$1;1497018495629966114;api.visitsGET;0B3447709A3A1F1FD602DAEFFC1EDEE1;7587157997235732634;1497018495512827155;1497018495629946370;2a60f716d6d6;0;0
$1;1497018495660364077;_API-Gateway.gateway.GET;DA63A574E9302FF31CC02CB494F91C95;7587157997235732635;1497018495635116742;1497018495660309617;2a60f716d6d6;0;0
$1;1497018495716821978;api.vetsGET;DA63A574E9302FF31CC02CB494F91C95;7587157997235732636;1497018495663758932;1497018495716801733;2a60f716d6d6;0;0
$1;1497018495829283015;api.ownersGET;DA63A574E9302FF31CC02CB494F91C95;7587157997235732637;1497018495720122007;1497018495829262619;2a60f716d6d6;0;0
$1;1497018495859065315;api.ownersNumberedGET;DA63A574E9302FF31CC02CB494F91C95;7587157997235732638;1497018495832600625;1497018495859045825;2a60f716d6d6;0;0
$1;1497018495899701586;api.visitsGET;DA63A574E9302FF31CC02CB494F91C95;7587157997235732640;1497018495880977409;1497018495899684645;2a60f716d6d6;0;0
$1;1497018495942996196;_API-Gateway.gateway.GET;41830619483685F110CB979B73E74FD4;7587157997235732641;1497018495940677458;1497018495942958002;2a60f716d6d6;0;0
$1;1497018496012499050;api.vetsGET;41830619483685F110CB979B73E74FD4;7587157997235732642;1497018495955565626;1497018496012477492;2a60f716d6d6;0;0
$1;1497018496084376957;api.ownersGET;41830619483685F110CB979B73E74FD4;7587157997235732643;1497018496017814425;1497018496084356831;2a60f716d6d6;0;0
$1;1497018496100063030;api.ownersNumberedGET;41830619483685F110CB979B73E74FD4;7587157997235732644;1497018496087602125;1497018496100046171;2a60f716d6d6;0;0
$1;1497018496159361314;api.petsNumberedGET;41830619483685F110CB979B73E74FD4;7587157997235732645;1497018496110829728;1497018496159340041;2a60f716d6d6;0;0
$1;1497018496212808212;api.visitsGET;41830619483685F110CB979B73E74FD4;7587157997235732646;1497018496162797409;1497018496212792695;2a60f716d6d6;0;0
$1;1497018496245420942;_API-Gateway.gateway.GET;B1F707FFECEE382A59972559B70998DA;7587157997235732647;1497018496230521637;1497018496245360003;2a60f716d6d6;0;0
$1;1497018496377342525;api.vetsGET;B1F707FFECEE382A59972559B70998DA;7587157997235732648;1497018496248945414;1497018496377323201;2a60f716d6d6;0;0
$1;1497018496520616041;api.ownersGET;B1F707FFECEE382A59972559B70998DA;7587157997235732649;1497018496380464420;1497018496520598098;2a60f716d6d6;0;0
$1;1497018496536861270;api.ownersNumberedGET;B1F707FFECEE382A59972559B70998DA;7587157997235732650;1497018496523721919;1497018496536847372;2a60f716d6d6;0;0
$1;1497018496611677040;api.petsNumberedGET;B1F707FFECEE382A59972559B70998DA;7587157997235732651;1497018496550805123;1497018496611659930;2a60f716d6d6;0;0
$1;1497018496640154519;api.visitsGET;B1F707FFECEE382A59972559B70998DA;7587157997235732652;1497018496617766944;1497018496640138105;2a60f716d6d6;0;0
$1;1497018496646722114;_API-Gateway.gateway.GET;8FBFE4AB5E4800FC777AFA3F44EF1025;7587157997235732653;1497018496644108744;1497018496646693529;2a60f716d6d6;0;0
$1;1497018496683727268;api.vetsGET;8FBFE4AB5E4800FC777AFA3F44EF1025;7587157997235732654;1497018496649175249;1497018496683713766;2a60f716d6d6;0;0
$1;1497018496740653665;api.ownersGET;8FBFE4AB5E4800FC777AFA3F44EF1025;7587157997235732655;1497018496705132635;1497018496740633105;2a60f716d6d6;0;0
$1;1497018496758211556;api.ownersNumberedGET;8FBFE4AB5E4800FC777AFA3F44EF1025;7587157997235732656;1497018496743507655;1497018496758198378;2a60f716d6d6;0;0
$1;1497018496817139980;api.petsNumberedGET;8FBFE4AB5E4800FC777AFA3F44EF1025;7587157997235732657;1497018496768958202;1497018496817119859;2a60f716d6d6;0;0
