$0;1494946395077725107;1.10;KIEKER-SINGLETON;e01a29ffcce8;1;false;0;NANOSECONDS;1
$1;1494946510041258013;HTTP_API-Gateway.gateway.GET;B8ADD6482718D8B172059E177473696D;4164281542945800213;1494946510032325835;1494946510041228066;e01a29ffcce8;0;0
$1;1494946510204374178;api.vetsGET;B8ADD6482718D8B172059E177473696D;4164281542945800214;1494946510110338250;1494946510204359655;e01a29ffcce8;0;0
$1;1494946510306146933;api.ownersGET;B8ADD6482718D8B172059E177473696D;4164281542945800215;1494946510223590446;1494946510306137899;e01a29ffcce8;0;0
$1;1494946510372713348;api.ownersNumberedGET;B8ADD6482718D8B172059E177473696D;4164281542945800216;1494946510324620555;1494946510372703854;e01a29ffcce8;0;0
$1;1494946511116578548;api.ownersNumberedPUT;B8ADD6482718D8B172059E177473696D;4164281542945800217;1494946510746563957;1494946511116567036;e01a29ffcce8;0;0
$1;1494946511200714669;api.petsNumberedGET;B8ADD6482718D8B172059E177473696D;4164281542945800218;1494946511139791766;1494946511200693548;e01a29ffcce8;0;0
$1;1494946511333117569;api.visitsGET;B8ADD6482718D8B172059E177473696D;4164281542945800219;1494946511230540764;1494946511333109224;e01a29ffcce8;0;0
$1;1494946511690873906;api.visitsPOST;B8ADD6482718D8B172059E177473696D;4164281542945800220;1494946511357352920;1494946511690866886;e01a29ffcce8;0;0
$1;1494946511806608871;HTTP_API-Gateway.gateway.GET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800221;1494946511796936586;1494946511806590885;e01a29ffcce8;0;0
$1;1494946511893731197;api.vetsGET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800222;1494946511822584667;1494946511893722761;e01a29ffcce8;0;0
$1;1494946511971343552;api.ownersGET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800223;1494946511897424720;1494946511971334560;e01a29ffcce8;0;0
$1;1494946512021576433;api.ownersNumberedGET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800224;1494946511991131070;1494946512021568530;e01a29ffcce8;0;0
$1;1494946512085795860;api.ownersNumberedPUT;A71489C2168A5857F2DE35E17DE9607F;4164281542945800225;1494946512052311026;1494946512085787503;e01a29ffcce8;0;0
$1;1494946512180566138;api.petsNumberedGET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800226;1494946512118086755;1494946512180558458;e01a29ffcce8;0;0
$1;1494946512315185769;api.visitsGET;A71489C2168A5857F2DE35E17DE9607F;4164281542945800227;1494946512220091250;1494946512315178064;e01a29ffcce8;0;0
$1;1494946512374114547;api.visitsPOST;A71489C2168A5857F2DE35E17DE9607F;4164281542945800228;1494946512327806745;1494946512374107163;e01a29ffcce8;0;0
$1;1494946512481830412;HTTP_API-Gateway.gateway.GET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800229;1494946512479542387;1494946512481804536;e01a29ffcce8;0;0
$1;1494946512545679926;api.vetsGET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800230;1494946512500239183;1494946512545670659;e01a29ffcce8;0;0
$1;1494946512618731402;api.ownersGET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800231;1494946512549546584;1494946512618723680;e01a29ffcce8;0;0
$1;1494946512651759461;api.ownersNumberedGET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512626786462;1494946512651751107;e01a29ffcce8;0;0
$1;1494946512716885206;api.ownersNumberedPUT;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512678895801;1494946512716877043;e01a29ffcce8;0;0
$1;1494946512753552698;api.petsNumberedGET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800234;1494946512725126959;1494946512753543589;e01a29ffcce8;0;0
$1;1494946512816933760;api.visitsGET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800235;1494946512760894818;1494946512816925492;e01a29ffcce8;0;0
$1;1494946512852044502;api.visitsPOST;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800236;1494946512829277513;1494946512852035513;e01a29ffcce8;0;0
$1;1494946512983585337;HTTP_API-Gateway.gateway.GET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800237;1494946512962823916;1494946512983533712;e01a29ffcce8;0;0
$1;1494946513071568704;api.vetsGET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800238;1494946513016378752;1494946513071560808;e01a29ffcce8;0;0
$1;1494946513128672639;api.ownersGET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800239;1494946513075447687;1494946513128664352;e01a29ffcce8;0;0
$1;1494946513184748987;api.ownersNumberedGET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513157087505;1494946513184735626;e01a29ffcce8;0;0
$1;1494946513290823723;api.ownersNumberedPUT;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513249846333;1494946513290815052;e01a29ffcce8;0;0
$1;1494946513341216383;api.petsNumberedGET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800242;1494946513311929770;1494946513341206076;e01a29ffcce8;0;0
$1;1494946513412247144;api.visitsGET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800243;1494946513363750279;1494946513412239142;e01a29ffcce8;0;0
$1;1494946513465358386;api.visitsPOST;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800244;1494946513424884571;1494946513465351223;e01a29ffcce8;0;0
$1;1494946513593367344;HTTP_API-Gateway.gateway.GET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800245;1494946513576120295;1494946513593335618;e01a29ffcce8;0;0
$1;1494946513700202036;api.vetsGET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800246;1494946513619479324;1494946513700193765;e01a29ffcce8;0;0
$1;1494946513776562541;api.ownersGET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800247;1494946513704467301;1494946513776554512;e01a29ffcce8;0;0
$1;1494946513844859975;api.ownersNumberedGET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513794702003;1494946513844851550;e01a29ffcce8;0;0
$1;1494946513960559676;api.ownersNumberedPUT;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513891422576;1494946513960547603;e01a29ffcce8;0;0
$1;1494946514082466700;api.petsNumberedGET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800250;1494946514005056494;1494946514082439905;e01a29ffcce8;0;0
$1;1494946514205381251;api.visitsGET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800251;1494946514117042967;1494946514205372051;e01a29ffcce8;0;0
$1;1494946514251896846;api.visitsPOST;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800252;1494946514221242768;1494946514251889590;e01a29ffcce8;0;0
$1;1494946514391168057;HTTP_API-Gateway.gateway.GET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800253;1494946514361010007;1494946514391148043;e01a29ffcce8;0;0
$1;1494946514471617851;api.vetsGET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800254;1494946514416379381;1494946514471610397;e01a29ffcce8;0;0
$1;1494946514557276609;api.ownersGET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800255;1494946514475034817;1494946514557268359;e01a29ffcce8;0;0
$1;1494946514616430665;api.ownersNumberedGET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800256;1494946514578701412;1494946514616422341;e01a29ffcce8;0;0
$1;1494946514668264421;api.ownersNumberedPUT;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800257;1494946514631584409;1494946514668255740;e01a29ffcce8;0;0
$1;1494946514720897963;api.petsNumberedGET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800258;1494946514689092316;1494946514720880601;e01a29ffcce8;0;0
$1;1494946514818634003;api.visitsGET;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800259;1494946514745028196;1494946514818624895;e01a29ffcce8;0;0
$1;1494946514857244597;api.visitsPOST;9E20D55DF2E67A42377BF5295C484DD2;4164281542945800260;1494946514833921648;1494946514857237248;e01a29ffcce8;0;0
$1;1494946514984799172;HTTP_API-Gateway.gateway.GET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800261;1494946514965883417;1494946514984761787;e01a29ffcce8;0;0
$1;1494946515067671385;api.vetsGET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800262;1494946515004605946;1494946515067663224;e01a29ffcce8;0;0
$1;1494946515146372801;api.ownersGET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800263;1494946515074156307;1494946515146364482;e01a29ffcce8;0;0
$1;1494946515199644028;api.ownersNumberedGET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800264;1494946515167561707;1494946515199629961;e01a29ffcce8;0;0
$1;1494946515263197089;api.ownersNumberedPUT;031604BAF077E773F3E0EFFAA57345DD;4164281542945800265;1494946515227937097;1494946515263189206;e01a29ffcce8;0;0
$1;1494946515297987426;api.petsNumberedGET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800266;1494946515274305664;1494946515297955233;e01a29ffcce8;0;0
$1;1494946515350346181;api.visitsGET;031604BAF077E773F3E0EFFAA57345DD;4164281542945800267;1494946515307112521;1494946515350337912;e01a29ffcce8;0;0
$1;1494946515376976645;api.visitsPOST;031604BAF077E773F3E0EFFAA57345DD;4164281542945800268;1494946515361329436;1494946515376957293;e01a29ffcce8;0;0
$1;1494946515489834576;HTTP_API-Gateway.gateway.GET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800269;1494946515481330509;1494946515489815741;e01a29ffcce8;0;0
$1;1494946515568569030;api.vetsGET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800270;1494946515508584751;1494946515568559625;e01a29ffcce8;0;0
$1;1494946515615808448;api.ownersGET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800271;1494946515572986647;1494946515615799327;e01a29ffcce8;0;0
$1;1494946515643610475;api.ownersNumberedGET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800272;1494946515628420229;1494946515643601690;e01a29ffcce8;0;0
$1;1494946515692367549;api.ownersNumberedPUT;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800273;1494946515662203458;1494946515692359138;e01a29ffcce8;0;0
$1;1494946515727385087;api.petsNumberedGET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800274;1494946515698389900;1494946515727376524;e01a29ffcce8;0;0
$1;1494946515777883189;api.visitsGET;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800275;1494946515736816650;1494946515777874729;e01a29ffcce8;0;0
$1;1494946515805335236;api.visitsPOST;6CBD487BF9B76915A28C1D1176E3B426;4164281542945800276;1494946515789238615;1494946515805327555;e01a29ffcce8;0;0
$1;1494946515932453312;HTTP_API-Gateway.gateway.GET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800277;1494946515921857196;1494946515932415427;e01a29ffcce8;0;0
$1;1494946516001047182;api.vetsGET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800278;1494946515960816712;1494946516001033681;e01a29ffcce8;0;0
$1;1494946516068414744;api.ownersGET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800279;1494946516007166314;1494946516068405972;e01a29ffcce8;0;0
$1;1494946516104734519;api.ownersNumberedGET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800280;1494946516081448004;1494946516104725921;e01a29ffcce8;0;0
$1;1494946516164081185;api.ownersNumberedPUT;610951CE3485EEE3ECC9EFED555C360F;4164281542945800281;1494946516129651333;1494946516164067427;e01a29ffcce8;0;0
$1;1494946516187760253;api.petsNumberedGET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800282;1494946516170724050;1494946516187751977;e01a29ffcce8;0;0
$1;1494946516220475197;api.visitsGET;610951CE3485EEE3ECC9EFED555C360F;4164281542945800283;1494946516201368813;1494946516220455542;e01a29ffcce8;0;0
$1;1494946516257346429;api.visitsPOST;610951CE3485EEE3ECC9EFED555C360F;4164281542945800284;1494946516232897767;1494946516257338827;e01a29ffcce8;0;0
$1;1494946516382336446;HTTP_API-Gateway.gateway.GET;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800285;1494946516368737011;1494946516382308360;e01a29ffcce8;0;0
$1;1494946516445955328;api.vetsGET;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800286;1494946516406157163;1494946516445935187;e01a29ffcce8;0;0
$1;1494946516544549067;api.ownersGET;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800287;1494946516449475274;1494946516544539664;e01a29ffcce8;0;0
$1;1494946516781280799;api.visitsGET;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800291;1494946516678488835;1494946516781272913;e01a29ffcce8;0;0
$1;1494946516843430069;api.visitsPOST;278B5F41E5CE1CF526ADF84BC40F0FEF;4164281542945800292;1494946516793715347;1494946516843423044;e01a29ffcce8;0;0
$1;1494946516961177239;HTTP_API-Gateway.gateway.GET;E4B98191EE6B571CD301D828772F4213;4164281542945800293;1494946516946900253;1494946516961162709;e01a29ffcce8;0;0
$1;1494946517066830987;api.vetsGET;E4B98191EE6B571CD301D828772F4213;4164281542945800294;1494946516974279710;1494946517066821990;e01a29ffcce8;0;0
$1;1494946517159611756;api.ownersGET;E4B98191EE6B571CD301D828772F4213;4164281542945800295;1494946517069839923;1494946517159602178;e01a29ffcce8;0;0
$1;1494946517206552224;api.ownersNumberedGET;E4B98191EE6B571CD301D828772F4213;4164281542945800296;1494946517166171012;1494946517206541487;e01a29ffcce8;0;0
$1;1494946517268698012;api.ownersNumberedPUT;E4B98191EE6B571CD301D828772F4213;4164281542945800297;1494946517221099715;1494946517268690077;e01a29ffcce8;0;0
$1;1494946517407402823;api.visitsGET;E4B98191EE6B571CD301D828772F4213;4164281542945800299;1494946517319785468;1494946517407393729;e01a29ffcce8;0;0
$1;1494946517472424030;api.visitsPOST;E4B98191EE6B571CD301D828772F4213;4164281542945800300;1494946517435158181;1494946517472417030;e01a29ffcce8;0;0
$1;1494946517590524262;HTTP_API-Gateway.gateway.GET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800301;1494946517575203508;1494946517590509224;e01a29ffcce8;0;0
$1;1494946517660840918;api.vetsGET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800302;1494946517605552767;1494946517660831960;e01a29ffcce8;0;0
$1;1494946517720713983;api.ownersGET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800303;1494946517664251128;1494946517720705536;e01a29ffcce8;0;0
$1;1494946517743702047;api.ownersNumberedGET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800304;1494946517724974034;1494946517743693451;e01a29ffcce8;0;0
$1;1494946517792890672;api.ownersNumberedPUT;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800305;1494946517764375043;1494946517792878409;e01a29ffcce8;0;0
$1;1494946517923319632;api.visitsGET;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800307;1494946517860596927;1494946517923310695;e01a29ffcce8;0;0
$1;1494946517982376231;api.visitsPOST;AB8E20FE4269D3E5485BA157F1820B1A;4164281542945800308;1494946517951394685;1494946517982369128;e01a29ffcce8;0;0
$1;1494946518100639992;HTTP_API-Gateway.gateway.GET;095CE28A2523C3467186EE0B5FD00F84;4164281542945800309;1494946518086358118;1494946518100626186;e01a29ffcce8;0;0
$1;1494946518170147200;api.vetsGET;095CE28A2523C3467186EE0B5FD00F84;4164281542945800310;1494946518125746854;1494946518170138346;e01a29ffcce8;0;0
$1;1494946518260286869;api.ownersGET;095CE28A2523C3467186EE0B5FD00F84;4164281542945800311;1494946518174746253;1494946518260277832;e01a29ffcce8;0;0
$1;1494946518309691618;api.ownersNumberedGET;095CE28A2523C3467186EE0B5FD00F84;4164281542945800312;1494946518264949737;1494946518309682442;e01a29ffcce8;0;0
$1;1494946518376697224;api.ownersNumberedPUT;095CE28A2523C3467186EE0B5FD00F84;4164281542945800313;1494946518322312361;1494946518376688810;e01a29ffcce8;0;0
$1;1494946518509219506;api.visitsGET;095CE28A2523C3467186EE0B5FD00F84;4164281542945800315;1494946518442568404;1494946518509211023;e01a29ffcce8;0;0
$1;1494946518580454921;api.visitsPOST;095CE28A2523C3467186EE0B5FD00F84;4164281542945800316;1494946518530340353;1494946518580424532;e01a29ffcce8;0;0
$1;1494946518691759967;HTTP_API-Gateway.gateway.GET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800317;1494946518683741827;1494946518691742070;e01a29ffcce8;0;0
$1;1494946518745675137;api.vetsGET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800318;1494946518706429439;1494946518745666812;e01a29ffcce8;0;0
$1;1494946518830373159;api.ownersGET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800319;1494946518748569290;1494946518830363497;e01a29ffcce8;0;0
$1;1494946518871654847;api.ownersNumberedGET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800320;1494946518837562960;1494946518871646598;e01a29ffcce8;0;0
$1;1494946518949424496;api.ownersNumberedPUT;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800321;1494946518896749406;1494946518949415548;e01a29ffcce8;0;0
$1;1494946519030283268;api.petsNumberedGET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800322;1494946518964306028;1494946519030251762;e01a29ffcce8;0;0
$1;1494946519098902009;api.visitsGET;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800323;1494946519049097560;1494946519098892803;e01a29ffcce8;0;0
$1;1494946519133148938;api.visitsPOST;D2B25968771E1697677A3E1BADC3C0B6;4164281542945800324;1494946519115600851;1494946519133137860;e01a29ffcce8;0;0
$1;1494946519243780001;HTTP_API-Gateway.gateway.GET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800325;1494946519236563635;1494946519241345582;e01a29ffcce8;0;0
$1;1494946519292169244;api.vetsGET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800326;1494946519257684373;1494946519292160663;e01a29ffcce8;0;0
$1;1494946519350831706;api.ownersGET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800327;1494946519295598530;1494946519350820858;e01a29ffcce8;0;0
$1;1494946519377584339;api.ownersNumberedGET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800328;1494946519354587641;1494946519377572855;e01a29ffcce8;0;0
$1;1494946519418766010;api.ownersNumberedPUT;F7104952D0EB89E04570F148F0F02B4E;4164281542945800329;1494946519394856232;1494946519418744849;e01a29ffcce8;0;0
$1;1494946519443681928;api.petsNumberedGET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800330;1494946519425247159;1494946519443669158;e01a29ffcce8;0;0
$1;1494946519479703247;api.visitsGET;F7104952D0EB89E04570F148F0F02B4E;4164281542945800331;1494946519449352964;1494946519479132542;e01a29ffcce8;0;0
$1;1494946519512650685;api.visitsPOST;F7104952D0EB89E04570F148F0F02B4E;4164281542945800332;1494946519493854934;1494946519512643726;e01a29ffcce8;0;0
$1;1494946519646591187;HTTP_API-Gateway.gateway.GET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800333;1494946519630334383;1494946519646552879;e01a29ffcce8;0;0
$1;1494946519746309121;api.vetsGET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800334;1494946519679233419;1494946519746297580;e01a29ffcce8;0;0
$1;1494946519826429025;api.ownersGET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800335;1494946519752358423;1494946519826421116;e01a29ffcce8;0;0
$1;1494946519855157601;api.ownersNumberedGET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800336;1494946519840130967;1494946519855149664;e01a29ffcce8;0;0
$1;1494946519923020166;api.ownersNumberedPUT;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800337;1494946519882052197;1494946519923010923;e01a29ffcce8;0;0
$1;1494946519984678566;api.petsNumberedGET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800338;1494946519944488598;1494946519984670220;e01a29ffcce8;0;0
$1;1494946520072589362;api.visitsGET;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800339;1494946520009451170;1494946520072581757;e01a29ffcce8;0;0
$1;1494946520152069986;api.visitsPOST;A26B0968958B8BB6DC36B12245ADA3C1;4164281542945800340;1494946520086930958;1494946520152063747;e01a29ffcce8;0;0
$1;1494946520276576429;HTTP_API-Gateway.gateway.GET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800341;1494946520273327453;1494946520276561160;e01a29ffcce8;0;0
$1;1494946520340110281;api.vetsGET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800342;1494946520297423362;1494946520340101729;e01a29ffcce8;0;0
$1;1494946520484892123;api.ownersGET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800343;1494946520343010910;1494946520484884544;e01a29ffcce8;0;0
$1;1494946520531830750;api.ownersNumberedGET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800344;1494946520499253904;1494946520531823006;e01a29ffcce8;0;0
$1;1494946520594673692;api.ownersNumberedPUT;A7602B06AF7DB7235F6A082422020BD8;4164281542945800345;1494946520554324350;1494946520594665954;e01a29ffcce8;0;0
$1;1494946520671376245;api.petsNumberedGET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800346;1494946520617957131;1494946520671368477;e01a29ffcce8;0;0
$1;1494946520747300027;api.visitsGET;A7602B06AF7DB7235F6A082422020BD8;4164281542945800347;1494946520694942104;1494946520747288209;e01a29ffcce8;0;0
$1;1494946520791810680;api.visitsPOST;A7602B06AF7DB7235F6A082422020BD8;4164281542945800348;1494946520759975001;1494946520791804494;e01a29ffcce8;0;0
$1;1494946520909729223;HTTP_API-Gateway.gateway.GET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800349;1494946520897103318;1494946520909716257;e01a29ffcce8;0;0
$1;1494946520990338235;api.vetsGET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800350;1494946520926453050;1494946520990331433;e01a29ffcce8;0;0
$1;1494946521081021674;api.ownersGET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800351;1494946520996438840;1494946521081012916;e01a29ffcce8;0;0
$1;1494946521104134958;api.ownersNumberedGET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800352;1494946521084969109;1494946521104122074;e01a29ffcce8;0;0
$1;1494946521193276926;api.ownersNumberedPUT;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800353;1494946521130212875;1494946521193263731;e01a29ffcce8;0;0
$1;1494946521248384535;api.petsNumberedGET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800354;1494946521214484758;1494946521248376057;e01a29ffcce8;0;0
$1;1494946521333140161;api.visitsGET;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800355;1494946521270978751;1494946521333130798;e01a29ffcce8;0;0
$1;1494946521390349724;api.visitsPOST;02C4BA7ED81101964BC8D499AA27C99E;4164281542945800356;1494946521348962932;1494946521390343444;e01a29ffcce8;0;0
$1;1494946521509813099;HTTP_API-Gateway.gateway.GET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800357;1494946521495852086;1494946521509799973;e01a29ffcce8;0;0
$1;1494946521594928840;api.vetsGET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800358;1494946521530305061;1494946521594920533;e01a29ffcce8;0;0
$1;1494946521747726934;api.ownersGET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800359;1494946521599227886;1494946521747719188;e01a29ffcce8;0;0
$1;1494946521780710337;api.ownersNumberedGET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800360;1494946521751936713;1494946521780702339;e01a29ffcce8;0;0
$1;1494946521856069356;api.ownersNumberedPUT;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800361;1494946521800874990;1494946521856061193;e01a29ffcce8;0;0
$1;1494946521922815872;api.petsNumberedGET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800362;1494946521885994575;1494946521922808212;e01a29ffcce8;0;0
$1;1494946522002801114;api.visitsGET;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800363;1494946521944598438;1494946522002793397;e01a29ffcce8;0;0
$1;1494946522050450979;api.visitsPOST;F55CD57166F767C80DCC79D2AF70F0B5;4164281542945800364;1494946522013813580;1494946522050444709;e01a29ffcce8;0;0
$1;1494946522156178783;HTTP_API-Gateway.gateway.GET;389A48D506A0BDB074C21BEC4D754561;4164281542945800365;1494946522153761982;1494946522156166738;e01a29ffcce8;0;0
$1;1494946522246415206;api.vetsGET;389A48D506A0BDB074C21BEC4D754561;4164281542945800366;1494946522183245963;1494946522246406787;e01a29ffcce8;0;0
$1;1494946522360331016;api.ownersGET;389A48D506A0BDB074C21BEC4D754561;4164281542945800367;1494946522249967675;1494946522360322327;e01a29ffcce8;0;0
$1;1494946522443737434;api.petsNumberedGET;389A48D506A0BDB074C21BEC4D754561;4164281542945800370;1494946522410112526;1494946522443730390;e01a29ffcce8;0;0
$1;1494946522475566621;api.visitsGET;389A48D506A0BDB074C21BEC4D754561;4164281542945800371;1494946522448670137;1494946522475559114;e01a29ffcce8;0;0
