$0;1494868674883877119;1.10;KIEKER-SINGLETON;ff899c08b2f2;1;false;0;NANOSECONDS;1
$1;1494868729451940926;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);B042846482AA56D8FE73123438C4D65B;6922595577221873683;1494868729388106906;1494868729451934860;ff899c08b2f2;2;2
$1;1494868729471338144;HTTP_CustomerService.GET;B042846482AA56D8FE73123438C4D65B;6922595577221873683;1494868729381695053;1494868729471314723;ff899c08b2f2;1;1
$1;1494868730346100804;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();DA4191397042CB5FCCCABD361947FFCF;6922595577221873688;1494868730223343380;1494868730346094305;ff899c08b2f2;4;4
$1;1494868730371909609;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;DA4191397042CB5FCCCABD361947FFCF;6922595577221873688;1494868730219523959;1494868730371903236;ff899c08b2f2;3;3
$1;1494868730372035715;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();DA4191397042CB5FCCCABD361947FFCF;6922595577221873688;1494868730219514789;1494868730372031336;ff899c08b2f2;2;2
$1;1494868730408958796;HTTP_CustomerService.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873688;1494868730218790937;1494868730408935228;ff899c08b2f2;1;1
$1;1494868730481605558;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730481594150;1494868730481602363;ff899c08b2f2;2;2
$1;1494868730497873504;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730484060040;1494868730497866853;ff899c08b2f2;5;4
$1;1494868730509635532;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730481901540;1494868730509629623;ff899c08b2f2;4;3
$1;1494868730509811883;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730481891207;1494868730509809111;ff899c08b2f2;3;2
$1;1494868730514495776;HTTP_CustomerService.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873689;1494868730479698250;1494868730514477454;ff899c08b2f2;1;1
$1;1494868730579479708;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730579469359;1494868730579476859;ff899c08b2f2;2;2
$1;1494868730608317414;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730608302936;1494868730608313845;ff899c08b2f2;3;2
$1;1494868730634350543;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730626345577;1494868730634343966;ff899c08b2f2;6;4
$1;1494868730677454645;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730612915466;1494868730677447906;ff899c08b2f2;5;3
$1;1494868730683159469;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730682875638;1494868730683155761;ff899c08b2f2;8;4
$1;1494868730688391422;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730678505877;1494868730688385031;ff899c08b2f2;7;3
$1;1494868730688526503;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730612904155;1494868730688509134;ff899c08b2f2;4;2
$1;1494868730698156487;HTTP_CustomerService.PUT;DA4191397042CB5FCCCABD361947FFCF;6922595577221873690;1494868730579028084;1494868730698137591;ff899c08b2f2;1;1
$1;1494868730802619438;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);DA4191397042CB5FCCCABD361947FFCF;6922595577221873691;1494868730773417884;1494868730802613232;ff899c08b2f2;4;4
$1;1494868730808583523;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;DA4191397042CB5FCCCABD361947FFCF;6922595577221873691;1494868730769346999;1494868730808577501;ff899c08b2f2;3;3
$1;1494868730808918428;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);DA4191397042CB5FCCCABD361947FFCF;6922595577221873691;1494868730769328904;1494868730808914841;ff899c08b2f2;2;2
$1;1494868730818704142;HTTP_CustomerService.GET;DA4191397042CB5FCCCABD361947FFCF;6922595577221873691;1494868730768905425;1494868730818683545;ff899c08b2f2;1;1
$1;1494868731319622658;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();102C55A1CED0DBC8FB2067B0583A3605;6922595577221873696;1494868731233652003;1494868731319616526;ff899c08b2f2;4;4
$1;1494868731330105734;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873696;1494868731224678017;1494868731330099588;ff899c08b2f2;3;3
$1;1494868731330229097;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();102C55A1CED0DBC8FB2067B0583A3605;6922595577221873696;1494868731224668752;1494868731330225123;ff899c08b2f2;2;2
$1;1494868731342141143;HTTP_CustomerService.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873696;1494868731224349236;1494868731342125534;ff899c08b2f2;1;1
$1;1494868731379931651;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731379921324;1494868731379928837;ff899c08b2f2;2;2
$1;1494868731397979848;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731388000178;1494868731397973193;ff899c08b2f2;5;4
$1;1494868731400528799;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731382068856;1494868731400522758;ff899c08b2f2;4;3
$1;1494868731400675873;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731382056731;1494868731400668234;ff899c08b2f2;3;2
$1;1494868731410177848;HTTP_CustomerService.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873697;1494868731379541101;1494868731410160017;ff899c08b2f2;1;1
$1;1494868731468148718;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731468138255;1494868731468145684;ff899c08b2f2;2;2
$1;1494868731469836401;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731469825896;1494868731469833798;ff899c08b2f2;3;2
$1;1494868731489890394;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731481166629;1494868731489883855;ff899c08b2f2;6;4
$1;1494868731492417634;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731471658961;1494868731492411720;ff899c08b2f2;5;3
$1;1494868731508082576;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731507367343;1494868731508077349;ff899c08b2f2;8;4
$1;1494868731509915394;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731492572452;1494868731509909805;ff899c08b2f2;7;3
$1;1494868731510477290;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731471647311;1494868731510471390;ff899c08b2f2;4;2
$1;1494868731514392219;HTTP_CustomerService.PUT;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873698;1494868731467464720;1494868731514368635;ff899c08b2f2;1;1
$1;1494868731571066623;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873699;1494868731567300149;1494868731571060193;ff899c08b2f2;4;4
$1;1494868731572698262;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873699;1494868731553141122;1494868731572692694;ff899c08b2f2;3;3
$1;1494868731572850712;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);102C55A1CED0DBC8FB2067B0583A3605;6922595577221873699;1494868731553129841;1494868731572847792;ff899c08b2f2;2;2
$1;1494868731583143578;HTTP_CustomerService.GET;102C55A1CED0DBC8FB2067B0583A3605;6922595577221873699;1494868731552517854;1494868731583127585;ff899c08b2f2;1;1
$1;1494868731998698630;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();0D002E23A5403F3243ED25B0E3A5881C;6922595577221873704;1494868731936061825;1494868731998692313;ff899c08b2f2;4;4
$1;1494868732001564281;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873704;1494868731924528397;1494868732001549960;ff899c08b2f2;3;3
$1;1494868732001699162;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();0D002E23A5403F3243ED25B0E3A5881C;6922595577221873704;1494868731924518782;1494868732001696321;ff899c08b2f2;2;2
$1;1494868732016967917;HTTP_CustomerService.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873704;1494868731924151611;1494868732016949874;ff899c08b2f2;1;1
$1;1494868732042137585;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732042127326;1494868732042134374;ff899c08b2f2;2;2
$1;1494868732055193029;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732044455072;1494868732055186263;ff899c08b2f2;5;4
$1;1494868732060714544;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732043347466;1494868732060708316;ff899c08b2f2;4;3
$1;1494868732060911643;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732043233044;1494868732060908157;ff899c08b2f2;3;2
$1;1494868732068615595;HTTP_CustomerService.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873705;1494868732041806430;1494868732068598519;ff899c08b2f2;1;1
$1;1494868732125931728;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732125918864;1494868732125928259;ff899c08b2f2;2;2
$1;1494868732136811891;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732136792495;1494868732136808745;ff899c08b2f2;3;2
$1;1494868732144740549;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732140511302;1494868732144734390;ff899c08b2f2;6;4
$1;1494868732159393784;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732138002512;1494868732159387088;ff899c08b2f2;5;3
$1;1494868732167796340;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732167453060;1494868732167791988;ff899c08b2f2;8;4
$1;1494868732169918087;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732159556597;1494868732169911944;ff899c08b2f2;7;3
$1;1494868732174987621;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732137991955;1494868732174980762;ff899c08b2f2;4;2
$1;1494868732185401732;HTTP_CustomerService.PUT;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873706;1494868732124067425;1494868732184983966;ff899c08b2f2;1;1
$1;1494868732258154133;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873707;1494868732236823337;1494868732258124475;ff899c08b2f2;4;4
$1;1494868732268050211;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873707;1494868732235856110;1494868732268044587;ff899c08b2f2;3;3
$1;1494868732268205759;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);0D002E23A5403F3243ED25B0E3A5881C;6922595577221873707;1494868732235823364;1494868732268203300;ff899c08b2f2;2;2
$1;1494868732274340487;HTTP_CustomerService.GET;0D002E23A5403F3243ED25B0E3A5881C;6922595577221873707;1494868732235404393;1494868732274310478;ff899c08b2f2;1;1
$1;1494868732710245812;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();7351C2E335A1C134426EF65EC5B08DE3;6922595577221873712;1494868732655686717;1494868732710239802;ff899c08b2f2;4;4
$1;1494868732711753311;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873712;1494868732654423475;1494868732711747977;ff899c08b2f2;3;3
$1;1494868732711912529;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();7351C2E335A1C134426EF65EC5B08DE3;6922595577221873712;1494868732654414351;1494868732711909850;ff899c08b2f2;2;2
$1;1494868732722519288;HTTP_CustomerService.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873712;1494868732654068047;1494868732722493708;ff899c08b2f2;1;1
$1;1494868732754179667;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732754169618;1494868732754176657;ff899c08b2f2;2;2
$1;1494868732767874439;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732755252009;1494868732767868200;ff899c08b2f2;5;4
$1;1494868732769207813;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732754437125;1494868732769202122;ff899c08b2f2;4;3
$1;1494868732769327715;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732754428617;1494868732769324922;ff899c08b2f2;3;2
$1;1494868732778071844;HTTP_CustomerService.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873713;1494868732753856131;1494868732778057993;ff899c08b2f2;1;1
$1;1494868732815564740;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732815555583;1494868732815561865;ff899c08b2f2;2;2
$1;1494868732830989311;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732830979602;1494868732830986481;ff899c08b2f2;3;2
$1;1494868732840917212;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732838055194;1494868732840911386;ff899c08b2f2;6;4
$1;1494868732849650841;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int) throws org.springframework.dao.DataAccessException;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732832178345;1494868732849645272;ff899c08b2f2;5;3
$1;1494868732853176726;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732852215014;1494868732853171769;ff899c08b2f2;8;4
$1;1494868732858831953;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner) throws org.springframework.dao.DataAccessException;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732851142677;1494868732858826141;ff899c08b2f2;7;3
$1;1494868732858938425;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732832167825;1494868732858935850;ff899c08b2f2;4;2
$1;1494868732873357903;HTTP_CustomerService.PUT;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873714;1494868732815188945;1494868732873344339;ff899c08b2f2;1;1
$1;1494868732939692115;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873715;1494868732924925716;1494868732939682668;ff899c08b2f2;4;4
$1;1494868732941060691;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int) throws org.springframework.dao.DataAccessException;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873715;1494868732912925737;1494868732941056303;ff899c08b2f2;3;3
$1;1494868732941180960;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);7351C2E335A1C134426EF65EC5B08DE3;6922595577221873715;1494868732912915467;1494868732941178338;ff899c08b2f2;2;2
$1;1494868732943652695;HTTP_CustomerService.GET;7351C2E335A1C134426EF65EC5B08DE3;6922595577221873715;1494868732912521910;1494868732943639499;ff899c08b2f2;1;1
$1;1494868733400479438;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();25285ABE3282BF471D71E06E7A322B2A;6922595577221873720;1494868733303645082;1494868733400462962;ff899c08b2f2;4;4
$1;1494868733402372464;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll() throws org.springframework.dao.DataAccessException;25285ABE3282BF471D71E06E7A322B2A;6922595577221873720;1494868733302867102;1494868733402366253;ff899c08b2f2;3;3
