$0;1494946394575248142;1.10;KIEKER-SINGLETON;f659df926a8f;1;false;0;NANOSECONDS;1
$1;1494946512632290147;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512632279430;1494946512632286585;f659df926a8f;2;2
$1;1494946512635322284;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512633387358;1494946512635316093;f659df926a8f;5;4
$1;1494946512640908046;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512632639566;1494946512640901742;f659df926a8f;4;3
$1;1494946512641089786;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512632630022;1494946512641086374;f659df926a8f;3;2
$1;1494946512650835421;HTTP_CustomerService.GET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800232;1494946512630845890;1494946512650816199;f659df926a8f;1;1
$1;1494946512682249266;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512682238182;1494946512682245990;f659df926a8f;2;2
$1;1494946512685723502;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512685713650;1494946512685720889;f659df926a8f;3;2
$1;1494946512695791692;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512692610194;1494946512695785251;f659df926a8f;6;4
$1;1494946512704032336;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512688394735;1494946512704025757;f659df926a8f;5;3
$1;1494946512705318841;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512704869511;1494946512705314982;f659df926a8f;8;4
$1;1494946512709566144;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512704192994;1494946512709559317;f659df926a8f;7;3
$1;1494946512709677644;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512688382899;1494946512709674095;f659df926a8f;4;2
$1;1494946512713225816;HTTP_CustomerService.PUT;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800233;1494946512681887359;1494946512713206507;f659df926a8f;1;1
$1;1494946512737862032;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800234;1494946512732968238;1494946512737855816;f659df926a8f;4;4
$1;1494946512742286628;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800234;1494946512730337265;1494946512742280130;f659df926a8f;3;3
$1;1494946512742765097;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800234;1494946512730327152;1494946512742761601;f659df926a8f;2;2
$1;1494946512750164802;HTTP_CustomerService.GET;7C56F0B2FD8EDA66D351531D8DA84624;4164281542945800234;1494946512729898851;1494946512750134876;f659df926a8f;1;1
$1;1494946513121757684;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800239;1494946513078904651;1494946513121750091;f659df926a8f;4;4
$1;1494946513122909672;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800239;1494946513078106103;1494946513122904665;f659df926a8f;3;3
$1;1494946513123031540;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800239;1494946513078096096;1494946513123028795;f659df926a8f;2;2
$1;1494946513127947123;HTTP_CustomerService.GET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800239;1494946513077738364;1494946513127927561;f659df926a8f;1;1
$1;1494946513168905088;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513168895175;1494946513168901779;f659df926a8f;2;2
$1;1494946513176236334;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513170019729;1494946513176229965;f659df926a8f;5;4
$1;1494946513177631321;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513169132436;1494946513177625430;f659df926a8f;4;3
$1;1494946513177743865;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513169122984;1494946513177741410;f659df926a8f;3;2
$1;1494946513184137309;HTTP_CustomerService.GET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800240;1494946513168581815;1494946513184115297;f659df926a8f;1;1
$1;1494946513254050108;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513254038600;1494946513254046474;f659df926a8f;2;2
$1;1494946513257846952;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513257835702;1494946513257843442;f659df926a8f;3;2
$1;1494946513270675923;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513266700120;1494946513270669590;f659df926a8f;6;4
$1;1494946513271941548;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513259027709;1494946513271935955;f659df926a8f;5;3
$1;1494946513273216689;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513272832135;1494946513273212439;f659df926a8f;8;4
$1;1494946513282130444;public void org.springframework.samples.petclinic.customers.application.OwnerService.saveOwner(org.springframework.samples.petclinic.customers.domain.model.owner.Owner);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513272133199;1494946513282123540;f659df926a8f;7;3
$1;1494946513282243709;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.updateOwner(int,org.springframework.samples.petclinic.customers.domain.model.owner.Owner);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513259013596;1494946513282239166;f659df926a8f;4;2
$1;1494946513290165630;HTTP_CustomerService.PUT;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800241;1494946513253674562;1494946513290143159;f659df926a8f;1;1
$1;1494946513332190636;public abstract org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.domain.model.pet.PetRepository.findById(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800242;1494946513318823761;1494946513332183237;f659df926a8f;4;4
$1;1494946513334099319;public org.springframework.samples.petclinic.customers.domain.model.pet.Pet org.springframework.samples.petclinic.customers.application.PetService.findPetById(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800242;1494946513317738327;1494946513334091507;f659df926a8f;3;3
$1;1494946513334231752;public org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource$PetDetails org.springframework.samples.petclinic.customers.boundary.web.pet.PetResource.findPet(int);6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800242;1494946513317728234;1494946513334228113;f659df926a8f;2;2
$1;1494946513340331612;HTTP_CustomerService.GET;6150E0EC59C7CDB40AAA52AEDB4AA465;4164281542945800242;1494946513317326504;1494946513340305200;f659df926a8f;1;1
$1;1494946513770732024;public abstract java.util.List org.springframework.data.jpa.repository.JpaRepository.findAll();07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800247;1494946513708241764;1494946513770725561;f659df926a8f;4;4
$1;1494946513771919819;public java.util.Collection org.springframework.samples.petclinic.customers.application.OwnerService.findAll();07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800247;1494946513706912379;1494946513771914992;f659df926a8f;3;3
$1;1494946513772044346;public java.util.Collection org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findAll();07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800247;1494946513706903029;1494946513772041290;f659df926a8f;2;2
$1;1494946513775898569;HTTP_CustomerService.GET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800247;1494946513706598374;1494946513775884042;f659df926a8f;1;1
$1;1494946513805582813;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513805571815;1494946513805579374;f659df926a8f;2;2
$1;1494946513826577716;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513807714581;1494946513826571243;f659df926a8f;5;4
$1;1494946513827880450;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513806649390;1494946513827875069;f659df926a8f;4;3
$1;1494946513828051574;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.findOwner(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513806639039;1494946513828048703;f659df926a8f;3;2
$1;1494946513829220377;HTTP_CustomerService.GET;07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800248;1494946513805179016;1494946513829202437;f659df926a8f;1;1
$1;1494946513901924160;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513901911484;1494946513901920098;f659df926a8f;2;2
$1;1494946513905766228;public void org.springframework.samples.petclinic.customers.boundary.web.owner.OwnerResource.setAllowedFields(org.springframework.web.bind.WebDataBinder);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513905749858;1494946513905761933;f659df926a8f;3;2
$1;1494946513922399896;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.findOne(java.io.Serializable);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513920131791;1494946513922394207;f659df926a8f;6;4
$1;1494946513937936865;public org.springframework.samples.petclinic.customers.domain.model.owner.Owner org.springframework.samples.petclinic.customers.application.OwnerService.findOwnerById(int);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513915294590;1494946513937929951;f659df926a8f;5;3
$1;1494946513939592381;public abstract java.lang.Object org.springframework.data.repository.CrudRepository.save(java.lang.Object);07AF1CD07E9FC4575AC5695CC3C55D68;4164281542945800249;1494946513939249775;1494946513939588646;f659df926a8f;8;4
