$0;1496076215051281883;1.10;KIEKER-SINGLETON;e752ce4c0f18;1;false;0;NANOSECONDS;1
$1;1496076217649898728;HTTP_VisitsService.GET;A7B513D3788B831F44CE4448FAAB926A;6081829821787144249;1496076217631973089;1496076217649861322;e752ce4c0f18;1;1
$1;1496076217960741141;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);BA192BBCF628423643EA682C4C65492A;6081829821787144256;1496076217958035664;1496076217960724482;e752ce4c0f18;4;4
$1;1496076217965363304;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);BA192BBCF628423643EA682C4C65492A;6081829821787144256;1496076217954622465;1496076217965343968;e752ce4c0f18;3;3
$1;1496076217965456035;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);BA192BBCF628423643EA682C4C65492A;6081829821787144256;1496076217954589635;1496076217965450576;e752ce4c0f18;2;2
$1;1496076217967792720;HTTP_VisitsService.GET;BA192BBCF628423643EA682C4C65492A;6081829821787144256;1496076217952330305;1496076217967761662;e752ce4c0f18;1;1
$1;1496076218201930178;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144263;1496076218198850163;1496076218201916888;e752ce4c0f18;4;4
$1;1496076218204961419;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144263;1496076218196401261;1496076218204948691;e752ce4c0f18;3;3
$1;1496076218205017747;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144263;1496076218196369749;1496076218205011332;e752ce4c0f18;2;2
$1;1496076218207722898;HTTP_VisitsService.GET;D3BE4C6A76A58A6C80B099809FC45BD0;6081829821787144263;1496076218194487082;1496076218207686038;e752ce4c0f18;1;1
$1;1496076218477395875;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144270;1496076218474678043;1496076218477382781;e752ce4c0f18;4;4
$1;1496076218480440699;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144270;1496076218472633922;1496076218480432398;e752ce4c0f18;3;3
$1;1496076218480502225;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144270;1496076218472605101;1496076218480493363;e752ce4c0f18;2;2
$1;1496076218482592934;HTTP_VisitsService.GET;89DA7153019A4C22CAB75A6C8F6F772E;6081829821787144270;1496076218471525511;1496076218482561944;e752ce4c0f18;1;1
$1;1496076218745038724;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144277;1496076218742251309;1496076218745025418;e752ce4c0f18;4;4
$1;1496076218747604909;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144277;1496076218740245334;1496076218747597072;e752ce4c0f18;3;3
$1;1496076218747662771;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144277;1496076218740214949;1496076218747657867;e752ce4c0f18;2;2
$1;1496076218750858842;HTTP_VisitsService.GET;6D0AC24D5630D1772CEB785EA3082D2B;6081829821787144277;1496076218739272669;1496076218750827447;e752ce4c0f18;1;1
$1;1496076219008761000;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);47453F8E45EC54334832FDFB428FE060;6081829821787144284;1496076219005927759;1496076219008746819;e752ce4c0f18;4;4
$1;1496076219011490549;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);47453F8E45EC54334832FDFB428FE060;6081829821787144284;1496076219002440465;1496076219011484299;e752ce4c0f18;3;3
$1;1496076219011545379;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);47453F8E45EC54334832FDFB428FE060;6081829821787144284;1496076219002411161;1496076219011540801;e752ce4c0f18;2;2
$1;1496076219014000336;HTTP_VisitsService.GET;47453F8E45EC54334832FDFB428FE060;6081829821787144284;1496076219001471073;1496076219013964196;e752ce4c0f18;1;1
$1;1496076219291721786;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144291;1496076219289032382;1496076219291704716;e752ce4c0f18;4;4
$1;1496076219294921168;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144291;1496076219286701938;1496076219294909440;e752ce4c0f18;3;3
$1;1496076219294986852;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144291;1496076219286673310;1496076219294981637;e752ce4c0f18;2;2
$1;1496076219296745286;HTTP_VisitsService.GET;C3642DBDA7AA87B97041C6713B2D6E0D;6081829821787144291;1496076219285855899;1496076219296718014;e752ce4c0f18;1;1
$1;1496076219567815147;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);1BEFE4B13A805B87760A63F45DDC1594;6081829821787144298;1496076219564992548;1496076219567802337;e752ce4c0f18;4;4
$1;1496076219570613949;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);1BEFE4B13A805B87760A63F45DDC1594;6081829821787144298;1496076219562914315;1496076219570605746;e752ce4c0f18;3;3
$1;1496076219570659448;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);1BEFE4B13A805B87760A63F45DDC1594;6081829821787144298;1496076219562865952;1496076219570654401;e752ce4c0f18;2;2
$1;1496076219572605843;HTTP_VisitsService.GET;1BEFE4B13A805B87760A63F45DDC1594;6081829821787144298;1496076219561900230;1496076219572576394;e752ce4c0f18;1;1
$1;1496076219863332751;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);57F2147B669086DDD6589216C9100C53;6081829821787144305;1496076219859012034;1496076219863318209;e752ce4c0f18;4;4
$1;1496076219867219164;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);57F2147B669086DDD6589216C9100C53;6081829821787144305;1496076219855743898;1496076219867204117;e752ce4c0f18;3;3
$1;1496076219867273351;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);57F2147B669086DDD6589216C9100C53;6081829821787144305;1496076219855707948;1496076219867266020;e752ce4c0f18;2;2
$1;1496076219869978195;HTTP_VisitsService.GET;57F2147B669086DDD6589216C9100C53;6081829821787144305;1496076219853975077;1496076219869944341;e752ce4c0f18;1;1
$1;1496076220144482994;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144312;1496076220141642338;1496076220144469631;e752ce4c0f18;4;4
$1;1496076220147699555;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144312;1496076220139455517;1496076220147691031;e752ce4c0f18;3;3
$1;1496076220147750973;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144312;1496076220139425675;1496076220147745658;e752ce4c0f18;2;2
$1;1496076220149872668;HTTP_VisitsService.GET;7FF90A1B9EBFFE43B2C7E4997EF10C34;6081829821787144312;1496076220138444989;1496076220149844047;e752ce4c0f18;1;1
$1;1496076220430979174;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);E2E26FA0443964416096993C3DE00787;6081829821787144319;1496076220428407497;1496076220430966206;e752ce4c0f18;4;4
$1;1496076220434609708;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);E2E26FA0443964416096993C3DE00787;6081829821787144319;1496076220426106055;1496076220434601090;e752ce4c0f18;3;3
$1;1496076220434659230;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);E2E26FA0443964416096993C3DE00787;6081829821787144319;1496076220426077907;1496076220434653997;e752ce4c0f18;2;2
$1;1496076220436568186;HTTP_VisitsService.GET;E2E26FA0443964416096993C3DE00787;6081829821787144319;1496076220425238686;1496076220436541984;e752ce4c0f18;1;1
$1;1496076220697106430;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144326;1496076220694212770;1496076220697091979;e752ce4c0f18;4;4
$1;1496076220700861540;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144326;1496076220691659138;1496076220700835549;e752ce4c0f18;3;3
$1;1496076220700944734;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144326;1496076220691630432;1496076220700938775;e752ce4c0f18;2;2
$1;1496076220703139287;HTTP_VisitsService.GET;D3856DE244BFBFBBDEC9652809BFA87F;6081829821787144326;1496076220690815646;1496076220703108541;e752ce4c0f18;1;1
$1;1496076220926800477;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);574C59CF4C790635254447EF050FFB87;6081829821787144333;1496076220923244022;1496076220926782967;e752ce4c0f18;4;4
$1;1496076220929567403;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);574C59CF4C790635254447EF050FFB87;6081829821787144333;1496076220921297364;1496076220929559350;e752ce4c0f18;3;3
$1;1496076220929620817;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);574C59CF4C790635254447EF050FFB87;6081829821787144333;1496076220921267789;1496076220929615428;e752ce4c0f18;2;2
$1;1496076220931762482;HTTP_VisitsService.GET;574C59CF4C790635254447EF050FFB87;6081829821787144333;1496076220920390632;1496076220931733009;e752ce4c0f18;1;1
$1;1496076221196627354;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144340;1496076221192933612;1496076221196613373;e752ce4c0f18;4;4
$1;1496076221199181454;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144340;1496076221190183733;1496076221199169979;e752ce4c0f18;3;3
$1;1496076221199227924;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144340;1496076221190155132;1496076221199222478;e752ce4c0f18;2;2
$1;1496076221201467793;HTTP_VisitsService.GET;4473FF19B0B62716A04BD0DEAD1F56D2;6081829821787144340;1496076221189305195;1496076221201436464;e752ce4c0f18;1;1
$1;1496076221474518769;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);F2048D806D14273B164DC8A629980ADA;6081829821787144347;1496076221470051347;1496076221474506125;e752ce4c0f18;4;4
$1;1496076221476996490;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);F2048D806D14273B164DC8A629980ADA;6081829821787144347;1496076221467957703;1496076221476989056;e752ce4c0f18;3;3
$1;1496076221477045299;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);F2048D806D14273B164DC8A629980ADA;6081829821787144347;1496076221467794365;1496076221477040104;e752ce4c0f18;2;2
$1;1496076221478944896;HTTP_VisitsService.GET;F2048D806D14273B164DC8A629980ADA;6081829821787144347;1496076221466931592;1496076221478911688;e752ce4c0f18;1;1
$1;1496076221730208520;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144354;1496076221727714665;1496076221730195280;e752ce4c0f18;4;4
$1;1496076221732575047;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144354;1496076221725742570;1496076221732566968;e752ce4c0f18;3;3
$1;1496076221732630774;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144354;1496076221725713768;1496076221732625582;e752ce4c0f18;2;2
$1;1496076221734441335;HTTP_VisitsService.GET;56CC18765DA3E86ACBF8E85EACCD5981;6081829821787144354;1496076221724802223;1496076221734413478;e752ce4c0f18;1;1
$1;1496076221977214783;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);B776C39B03FC93727BF535CA59378E49;6081829821787144361;1496076221974961073;1496076221977202511;e752ce4c0f18;4;4
$1;1496076221979654470;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);B776C39B03FC93727BF535CA59378E49;6081829821787144361;1496076221973107233;1496076221979646628;e752ce4c0f18;3;3
$1;1496076221979704398;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);B776C39B03FC93727BF535CA59378E49;6081829821787144361;1496076221973080667;1496076221979699660;e752ce4c0f18;2;2
$1;1496076221981392597;HTTP_VisitsService.GET;B776C39B03FC93727BF535CA59378E49;6081829821787144361;1496076221972296799;1496076221981364821;e752ce4c0f18;1;1
$1;1496076222224435154;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);4CBB1FD7F74269EF5367245EEF91C964;6081829821787144368;1496076222221776354;1496076222224421884;e752ce4c0f18;4;4
$1;1496076222227740157;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);4CBB1FD7F74269EF5367245EEF91C964;6081829821787144368;1496076222219397521;1496076222227724319;e752ce4c0f18;3;3
$1;1496076222227810970;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);4CBB1FD7F74269EF5367245EEF91C964;6081829821787144368;1496076222219370580;1496076222227805399;e752ce4c0f18;2;2
$1;1496076222230362568;HTTP_VisitsService.GET;4CBB1FD7F74269EF5367245EEF91C964;6081829821787144368;1496076222218570097;1496076222230320830;e752ce4c0f18;1;1
$1;1496076222470713607;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);57F9F61C481D0FCCB4A47315F9538449;6081829821787144375;1496076222468127074;1496076222470700823;e752ce4c0f18;4;4
$1;1496076222473496458;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);57F9F61C481D0FCCB4A47315F9538449;6081829821787144375;1496076222466104040;1496076222473487786;e752ce4c0f18;3;3
$1;1496076222473553417;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);57F9F61C481D0FCCB4A47315F9538449;6081829821787144375;1496076222466074931;1496076222473548210;e752ce4c0f18;2;2
$1;1496076222475368271;HTTP_VisitsService.GET;57F9F61C481D0FCCB4A47315F9538449;6081829821787144375;1496076222465222686;1496076222475341337;e752ce4c0f18;1;1
$1;1496076222733545615;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);687050F94CD1C2FC7DAB9C32A5B9A244;6081829821787144382;1496076222731078898;1496076222733533171;e752ce4c0f18;4;4
$1;1496076222736547751;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);687050F94CD1C2FC7DAB9C32A5B9A244;6081829821787144382;1496076222729119239;1496076222736539179;e752ce4c0f18;3;3
$1;1496076222736598846;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);687050F94CD1C2FC7DAB9C32A5B9A244;6081829821787144382;1496076222729090733;1496076222736592783;e752ce4c0f18;2;2
$1;1496076222738564360;HTTP_VisitsService.GET;687050F94CD1C2FC7DAB9C32A5B9A244;6081829821787144382;1496076222728209799;1496076222738529298;e752ce4c0f18;1;1
$1;1496076222978528777;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);DB53AB42E5A4D4F1FEBFE5ADCD169EE2;6081829821787144389;1496076222975571287;1496076222978509147;e752ce4c0f18;4;4
$1;1496076222981801507;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);DB53AB42E5A4D4F1FEBFE5ADCD169EE2;6081829821787144389;1496076222973015022;1496076222981790587;e752ce4c0f18;3;3
$1;1496076222981861946;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);DB53AB42E5A4D4F1FEBFE5ADCD169EE2;6081829821787144389;1496076222972982624;1496076222981856166;e752ce4c0f18;2;2
$1;1496076222984430717;HTTP_VisitsService.GET;DB53AB42E5A4D4F1FEBFE5ADCD169EE2;6081829821787144389;1496076222971926247;1496076222984394913;e752ce4c0f18;1;1
$1;1496076223242823554;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);A9B12A5E77DA4307879B6758125881A6;6081829821787144396;1496076223240452182;1496076223242811654;e752ce4c0f18;4;4
$1;1496076223245431993;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);A9B12A5E77DA4307879B6758125881A6;6081829821787144396;1496076223237975770;1496076223245423272;e752ce4c0f18;3;3
$1;1496076223245496620;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);A9B12A5E77DA4307879B6758125881A6;6081829821787144396;1496076223237946494;1496076223245489893;e752ce4c0f18;2;2
$1;1496076223247122547;HTTP_VisitsService.GET;A9B12A5E77DA4307879B6758125881A6;6081829821787144396;1496076223236003232;1496076223247097238;e752ce4c0f18;1;1
$1;1496076223465798928;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);A9755DE930BB3B9BC825F6EC744F66C9;6081829821787144403;1496076223463178423;1496076223465721181;e752ce4c0f18;4;4
$1;1496076223468192017;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);A9755DE930BB3B9BC825F6EC744F66C9;6081829821787144403;1496076223461091073;1496076223468181758;e752ce4c0f18;3;3
$1;1496076223468271553;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);A9755DE930BB3B9BC825F6EC744F66C9;6081829821787144403;1496076223461060701;1496076223468265895;e752ce4c0f18;2;2
$1;1496076223470270047;HTTP_VisitsService.GET;A9755DE930BB3B9BC825F6EC744F66C9;6081829821787144403;1496076223459714523;1496076223470239627;e752ce4c0f18;1;1
$1;1496076223721593761;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);3AC38C837F346515D3B5303838BC71C7;6081829821787144410;1496076223718718407;1496076223721580966;e752ce4c0f18;4;4
$1;1496076223724034115;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);3AC38C837F346515D3B5303838BC71C7;6081829821787144410;1496076223716481801;1496076223723976182;e752ce4c0f18;3;3
$1;1496076223724085085;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);3AC38C837F346515D3B5303838BC71C7;6081829821787144410;1496076223716447944;1496076223724078865;e752ce4c0f18;2;2
$1;1496076223725946950;HTTP_VisitsService.GET;3AC38C837F346515D3B5303838BC71C7;6081829821787144410;1496076223715451615;1496076223725912850;e752ce4c0f18;1;1
$1;1496076223988428343;public abstract java.util.List org.springframework.samples.petclinic.visits.domain.model.visit.VisitRepository.findByPetId(int);5F32437C313D8556B6496260832B54A9;6081829821787144417;1496076223986246224;1496076223988410146;e752ce4c0f18;4;4
$1;1496076223990828996;public java.util.List org.springframework.samples.petclinic.visits.application.VisitService.findVisitsByPetId(int);5F32437C313D8556B6496260832B54A9;6081829821787144417;1496076223984464522;1496076223990780422;e752ce4c0f18;3;3
$1;1496076223990874803;public java.util.List org.springframework.samples.petclinic.visits.boundary.web.VisitResource.visits(int);5F32437C313D8556B6496260832B54A9;6081829821787144417;1496076223984435130;1496076223990863398;e752ce4c0f18;2;2
$1;1496076223993509667;HTTP_VisitsService.GET;5F32437C313D8556B6496260832B54A9;6081829821787144417;1496076223983494118;1496076223993473964;e752ce4c0f18;1;1
