$0;1496994187694548875;1.10;KIEKER-SINGLETON;7ca41592d0e1;1;false;0;NANOSECONDS;1
$1;1496994405566729729;api.ownersGET;B701544095BECE83FF718B467A0F8452;7612490745139691650;1496994405547441174;1496994405566660574;7ca41592d0e1;0;0
$1;1496994405595395296;api.petsNumberedGET;B701544095BECE83FF718B467A0F8452;7612490745139691652;1496994405582114432;1496994405595374354;7ca41592d0e1;0;0
$1;1496994405611473387;api.visitsGET;B701544095BECE83FF718B467A0F8452;7612490745139691653;1496994405598982269;1496994405611457441;7ca41592d0e1;0;0
$1;1496994405617426901;_API-Gateway.gateway.GET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691654;1496994405615110550;1496994405617325050;7ca41592d0e1;0;0
$1;1496994405642129378;api.vetsGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691655;1496994405620254349;1496994405642112603;7ca41592d0e1;0;0
$1;1496994405668382479;api.ownersGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691656;1496994405645051459;1496994405668360379;7ca41592d0e1;0;0
$1;1496994405682964584;api.ownersNumberedGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691657;1496994405671745869;1496994405682880402;7ca41592d0e1;0;0
$1;1496994405706990441;api.petsNumberedGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691658;1496994405694509136;1496994405706969745;7ca41592d0e1;0;0
$1;1496994405729447980;api.visitsGET;F47792E6FA06B32A3660F0B12F03415E;7612490745139691659;1496994405710543884;1496994405729426316;7ca41592d0e1;0;0
$1;1496994405735350823;_API-Gateway.gateway.GET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691660;1496994405733164917;1496994405735317060;7ca41592d0e1;0;0
$1;1496994405755237648;api.vetsGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691661;1496994405739234949;1496994405755222230;7ca41592d0e1;0;0
$1;1496994405775236614;api.ownersGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691662;1496994405758027891;1496994405775219648;7ca41592d0e1;0;0
$1;1496994405788152787;api.ownersNumberedGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691663;1496994405777519656;1496994405788140648;7ca41592d0e1;0;0
$1;1496994405809622786;api.petsNumberedGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691664;1496994405798761067;1496994405809609828;7ca41592d0e1;0;0
$1;1496994405823727071;api.visitsGET;0F300DBADBE5A5286A3C8D53F970552B;7612490745139691665;1496994405812401948;1496994405823712160;7ca41592d0e1;0;0
$1;1496994405828368651;_API-Gateway.gateway.GET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691666;1496994405826263879;1496994405828284152;7ca41592d0e1;0;0
$1;1496994405849859658;api.vetsGET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691667;1496994405830645243;1496994405849846930;7ca41592d0e1;0;0
$1;1496994405893047006;api.ownersGET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691668;1496994405852461962;1496994405893036775;7ca41592d0e1;0;0
$1;1496994405906410939;api.ownersNumberedGET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691669;1496994405895720294;1496994405906388062;7ca41592d0e1;0;0
$1;1496994405932842065;api.visitsGET;434E6087331AF7BA69C28229C1EBBA88;7612490745139691671;1496994405921380536;1496994405932828227;7ca41592d0e1;0;0
$1;1496994405937901772;_API-Gateway.gateway.GET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691672;1496994405935867731;1496994405937873479;7ca41592d0e1;0;0
$1;1496994405956036007;api.vetsGET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691673;1496994405940368449;1496994405956022755;7ca41592d0e1;0;0
$1;1496994405979848086;api.ownersGET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691674;1496994405958484626;1496994405979837148;7ca41592d0e1;0;0
$1;1496994405991176623;api.ownersNumberedGET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691675;1496994405982224079;1496994405991166455;7ca41592d0e1;0;0
$1;1496994406017193623;api.visitsGET;BFA58BEDE028C1AE814236B048FB30B6;7612490745139691677;1496994406004438290;1496994406017152281;7ca41592d0e1;0;0
$1;1496994406023856007;_API-Gateway.gateway.GET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691678;1496994406021408080;1496994406023815626;7ca41592d0e1;0;0
$1;1496994406044910535;api.vetsGET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691679;1496994406026836134;1496994406044893762;7ca41592d0e1;0;0
$1;1496994406079468474;api.ownersGET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691680;1496994406048011495;1496994406079452511;7ca41592d0e1;0;0
$1;1496994406092011247;api.ownersNumberedGET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691681;1496994406082362514;1496994406091995043;7ca41592d0e1;0;0
$1;1496994406121694027;api.visitsGET;4CB47F39BBA1775EADDE58539B52F3DD;7612490745139691683;1496994406106794943;1496994406121668582;7ca41592d0e1;0;0
$1;1496994406127591629;_API-Gateway.gateway.GET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691684;1496994406125391235;1496994406127555263;7ca41592d0e1;0;0
$1;1496994406146683777;api.vetsGET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691685;1496994406130253617;1496994406146666492;7ca41592d0e1;0;0
$1;1496994406195900241;api.ownersGET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691686;1496994406177686804;1496994406195879867;7ca41592d0e1;0;0
$1;1496994406212439710;api.ownersNumberedGET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691687;1496994406199306256;1496994406212420701;7ca41592d0e1;0;0
$1;1496994406242862973;api.visitsGET;4C4DEC9B1F9C84DAA8BE44B22DEAC557;7612490745139691689;1496994406226469978;1496994406242846018;7ca41592d0e1;0;0
$1;1496994406282200544;_API-Gateway.gateway.GET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691690;1496994406279917119;1496994406282159650;7ca41592d0e1;0;0
$1;1496994406382682977;api.vetsGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691691;1496994406285942460;1496994406382665773;7ca41592d0e1;0;0
$1;1496994406404152086;api.ownersGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691692;1496994406385350373;1496994406404131985;7ca41592d0e1;0;0
$1;1496994406420790058;api.ownersNumberedGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691693;1496994406407102007;1496994406420768383;7ca41592d0e1;0;0
$1;1496994406481072682;api.petsNumberedGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691694;1496994406433118985;1496994406481052140;7ca41592d0e1;0;0
$1;1496994406576300649;api.visitsGET;0725C5DFF6A5F8E6A8C50167879F2737;7612490745139691695;1496994406484422068;1496994406576270553;7ca41592d0e1;0;0
$1;1496994406582256630;_API-Gateway.gateway.GET;CAFA16C70AD3545E3D7A7D1AC9E497C3;7612490745139691696;1496994406580135782;1496994406582223082;7ca41592d0e1;0;0
$1;1496994406694837121;api.vetsGET;CAFA16C70AD3545E3D7A7D1AC9E497C3;7612490745139691697;1496994406585240258;1496994406694816102;7ca41592d0e1;0;0
$1;1496994406787294619;api.ownersGET;CAFA16C70AD3545E3D7A7D1AC9E497C3;7612490745139691698;1496994406698313651;1496994406787276853;7ca41592d0e1;0;0
$1;1496994406802602951;api.ownersNumberedGET;CAFA16C70AD3545E3D7A7D1AC9E497C3;7612490745139691699;1496994406790805716;1496994406802580257;7ca41592d0e1;0;0
