$0;1496994206400469860;1.10;KIEKER-SINGLETON;a4860cae7778;1;false;0;NANOSECONDS;1
$1;1496994407808517017;CustomerService.ownersGET;469605A600635901BC0F4F1AE78DB41F;7612490745139691740;1496994407797591649;1496994407808466756;a4860cae7778;1;1
$1;1496994407821181343;CustomerService.ownersIDGET;469605A600635901BC0F4F1AE78DB41F;7612490745139691741;1496994407817338846;1496994407821143501;a4860cae7778;1;1
$1;1496994407843770788;CustomerService.ownersIDpetsIDGET;469605A600635901BC0F4F1AE78DB41F;7612490745139691742;1496994407838028105;1496994407843723312;a4860cae7778;1;1
$1;1496994407903100320;CustomerService.ownersGET;F6FE20B52369E470F5CF90D2AAACFCF5;7612490745139691746;1496994407892579903;1496994407903046737;a4860cae7778;1;1
$1;1496994407914366804;CustomerService.ownersIDGET;F6FE20B52369E470F5CF90D2AAACFCF5;7612490745139691747;1496994407910023557;1496994407914323312;a4860cae7778;1;1
$1;1496994408007110358;CustomerService.ownersGET;12A5E27A4B4F16CE197243B1B5297DFB;7612490745139691752;1496994407991343098;1496994408007059844;a4860cae7778;1;1
$1;1496994408019711721;CustomerService.ownersIDGET;12A5E27A4B4F16CE197243B1B5297DFB;7612490745139691753;1496994408015536178;1496994408019670326;a4860cae7778;1;1
$1;1496994408102835796;CustomerService.ownersGET;04DEEFAA806B34ABA80A3B92683B836C;7612490745139691758;1496994408092619962;1496994408102788644;a4860cae7778;1;1
$1;1496994408113169274;CustomerService.ownersIDGET;04DEEFAA806B34ABA80A3B92683B836C;7612490745139691759;1496994408109374483;1496994408113133164;a4860cae7778;1;1
$1;1496994408201316687;CustomerService.ownersGET;E5D38B5F7BCEA9AE7DD9C8F0F7AC0E39;7612490745139691764;1496994408191287007;1496994408201263481;a4860cae7778;1;1
$1;1496994408214630735;CustomerService.ownersIDGET;E5D38B5F7BCEA9AE7DD9C8F0F7AC0E39;7612490745139691765;1496994408210010399;1496994408214577559;a4860cae7778;1;1
$1;1496994408301864402;CustomerService.ownersGET;569B510A8C56CC165C83BAC532946C23;7612490745139691770;1496994408290532859;1496994408301754602;a4860cae7778;1;1
$1;1496994408326951387;CustomerService.ownersIDpetsIDGET;569B510A8C56CC165C83BAC532946C23;7612490745139691772;1496994408321438821;1496994408326857677;a4860cae7778;1;1
$1;1496994408401621840;CustomerService.ownersGET;59E13D9358431C8BC3B2544265795425;7612490745139691776;1496994408391705547;1496994408401573803;a4860cae7778;1;1
$1;1496994408414919866;CustomerService.ownersIDGET;59E13D9358431C8BC3B2544265795425;7612490745139691777;1496994408410644071;1496994408414825426;a4860cae7778;1;1
$1;1496994408434835234;CustomerService.ownersIDpetsIDGET;59E13D9358431C8BC3B2544265795425;7612490745139691778;1496994408430050190;1496994408434792740;a4860cae7778;1;1
$1;1496994408594627559;CustomerService.ownersGET;8D6C08E9FCCA3B757549AADFE616BCBB;7612490745139691782;1496994408583709631;1496994408594574881;a4860cae7778;1;1
$1;1496994408682345239;CustomerService.ownersIDGET;8D6C08E9FCCA3B757549AADFE616BCBB;7612490745139691783;1496994408677292258;1496994408682294284;a4860cae7778;1;1
$1;1496994408702832406;CustomerService.ownersIDpetsIDGET;8D6C08E9FCCA3B757549AADFE616BCBB;7612490745139691784;1496994408697633343;1496994408702785008;a4860cae7778;1;1
$1;1496994408762577214;CustomerService.ownersGET;8E51969CC760023B991DABABE08FA46A;7612490745139691788;1496994408750920840;1496994408762520001;a4860cae7778;1;1
$1;1496994408782797278;CustomerService.ownersIDGET;8E51969CC760023B991DABABE08FA46A;7612490745139691789;1496994408777055431;1496994408782745415;a4860cae7778;1;1
$1;1496994408803383005;CustomerService.ownersIDpetsIDGET;8E51969CC760023B991DABABE08FA46A;7612490745139691790;1496994408798127362;1496994408803336503;a4860cae7778;1;1
$1;1496994408852172571;CustomerService.ownersGET;C9209E711EDDCF523558EF06DF125AA2;7612490745139691794;1496994408842514095;1496994408852122912;a4860cae7778;1;1
$1;1496994408864784604;CustomerService.ownersIDGET;C9209E711EDDCF523558EF06DF125AA2;7612490745139691795;1496994408858483660;1496994408864741514;a4860cae7778;1;1
$1;1496994408883262445;CustomerService.ownersIDpetsIDGET;C9209E711EDDCF523558EF06DF125AA2;7612490745139691796;1496994408878740121;1496994408883220871;a4860cae7778;1;1
$1;1496994408931041957;CustomerService.ownersGET;9E5412931CF4C16A7B5D62F7BE9217CE;7612490745139691800;1496994408922842162;1496994408930996478;a4860cae7778;1;1
$1;1496994408940049129;CustomerService.ownersIDGET;9E5412931CF4C16A7B5D62F7BE9217CE;7612490745139691801;1496994408936382616;1496994408940011697;a4860cae7778;1;1
$1;1496994408979509402;CustomerService.ownersIDpetsIDGET;9E5412931CF4C16A7B5D62F7BE9217CE;7612490745139691802;1496994408953522550;1496994408979455127;a4860cae7778;1;1
$1;1496994409029377666;CustomerService.ownersGET;DF100D46BD90A2268AB4A328AF4259DD;7612490745139691806;1496994409019767628;1496994409029272744;a4860cae7778;1;1
$1;1496994409041601293;CustomerService.ownersIDGET;DF100D46BD90A2268AB4A328AF4259DD;7612490745139691807;1496994409037651407;1496994409041556995;a4860cae7778;1;1
$1;1496994409060079801;CustomerService.ownersIDpetsIDGET;DF100D46BD90A2268AB4A328AF4259DD;7612490745139691808;1496994409055580164;1496994409060033086;a4860cae7778;1;1
$1;1496994409112637407;CustomerService.ownersGET;57204FAF11999909B7B72345733600BC;7612490745139691812;1496994409103765005;1496994409112579946;a4860cae7778;1;1
$1;1496994409124226768;CustomerService.ownersIDGET;57204FAF11999909B7B72345733600BC;7612490745139691813;1496994409119990095;1496994409123862663;a4860cae7778;1;1
$1;1496994409155880208;CustomerService.ownersIDpetsIDGET;57204FAF11999909B7B72345733600BC;7612490745139691814;1496994409146156567;1496994409155804148;a4860cae7778;1;1
$1;1496994409209806530;CustomerService.ownersGET;21DF610B31CD9EADA4CE625887B18F0E;7612490745139691818;1496994409200631747;1496994409209761853;a4860cae7778;1;1
$1;1496994409219864929;CustomerService.ownersIDGET;21DF610B31CD9EADA4CE625887B18F0E;7612490745139691819;1496994409216357839;1496994409219829315;a4860cae7778;1;1
$1;1496994409239682767;CustomerService.ownersIDpetsIDGET;21DF610B31CD9EADA4CE625887B18F0E;7612490745139691820;1496994409233734169;1496994409239552782;a4860cae7778;1;1
$1;1496994409323494897;CustomerService.ownersGET;60D8AFF2260356B5D44F15A45E89D237;7612490745139691824;1496994409313457346;1496994409323417778;a4860cae7778;1;1
$1;1496994409333227328;CustomerService.ownersIDGET;60D8AFF2260356B5D44F15A45E89D237;7612490745139691825;1496994409329289032;1496994409333168708;a4860cae7778;1;1
$1;1496994409391842202;CustomerService.ownersGET;E96A74D16142B165887054593CC6384E;7612490745139691830;1496994409382404342;1496994409391793100;a4860cae7778;1;1
$1;1496994409493422131;CustomerService.ownersGET;C01FD11DBEFB367FD69F66AEADCCB246;7612490745139691836;1496994409483256191;1496994409493373436;a4860cae7778;1;1
$1;1496994409505589168;CustomerService.ownersIDGET;C01FD11DBEFB367FD69F66AEADCCB246;7612490745139691837;1496994409501137405;1496994409505546554;a4860cae7778;1;1
$1;1496994409718066212;CustomerService.ownersGET;80492107BBF7416C3A339DB92B5A1522;7612490745139691842;1496994409707970465;1496994409718016057;a4860cae7778;1;1
$1;1496994409729191165;CustomerService.ownersIDGET;80492107BBF7416C3A339DB92B5A1522;7612490745139691843;1496994409725145354;1496994409729151727;a4860cae7778;1;1
$1;1496994409800849405;CustomerService.ownersGET;C662AE2EEB9C9A2CE0B9C58F3FA42452;7612490745139691848;1496994409791737440;1496994409800725822;a4860cae7778;1;1
$1;1496994409812005696;CustomerService.ownersIDGET;C662AE2EEB9C9A2CE0B9C58F3FA42452;7612490745139691849;1496994409807552501;1496994409811964221;a4860cae7778;1;1
$1;1496994409829929794;CustomerService.ownersIDpetsIDGET;C662AE2EEB9C9A2CE0B9C58F3FA42452;7612490745139691850;1496994409825205841;1496994409829889585;a4860cae7778;1;1
$1;1496994409880954552;CustomerService.ownersGET;D502E859E4587BBC62379DAA58F3B0B9;7612490745139691854;1496994409871990770;1496994409880908995;a4860cae7778;1;1
$1;1496994409891132867;CustomerService.ownersIDGET;D502E859E4587BBC62379DAA58F3B0B9;7612490745139691855;1496994409887249841;1496994409891094173;a4860cae7778;1;1
$1;1496994409911720412;CustomerService.ownersIDpetsIDGET;D502E859E4587BBC62379DAA58F3B0B9;7612490745139691856;1496994409905790780;1496994409911673652;a4860cae7778;1;1
$1;1496994409963212228;CustomerService.ownersGET;56B287708329A030B23E5ED4AE496C4F;7612490745139691860;1496994409954098059;1496994409963166292;a4860cae7778;1;1
$1;1496994409986011364;CustomerService.ownersIDGET;56B287708329A030B23E5ED4AE496C4F;7612490745139691861;1496994409981056349;1496994409985963770;a4860cae7778;1;1
$1;1496994410007613489;CustomerService.ownersIDpetsIDGET;56B287708329A030B23E5ED4AE496C4F;7612490745139691862;1496994410002172179;1496994410007569167;a4860cae7778;1;1
$1;1496994410090677927;CustomerService.ownersGET;7B64D12AD3BF52A614C8DBA9CABC42CE;7612490745139691866;1496994410079849346;1496994410090630114;a4860cae7778;1;1
$1;1496994410101976922;CustomerService.ownersIDGET;7B64D12AD3BF52A614C8DBA9CABC42CE;7612490745139691867;1496994410097692363;1496994410101939866;a4860cae7778;1;1
$1;1496994410119867219;CustomerService.ownersIDpetsIDGET;7B64D12AD3BF52A614C8DBA9CABC42CE;7612490745139691868;1496994410114463900;1496994410119824730;a4860cae7778;1;1
$1;1496994410207915051;CustomerService.ownersGET;9FF610A2CB40F58011065E991562945D;7612490745139691872;1496994410200164781;1496994410207876917;a4860cae7778;1;1
$1;1496994410217999376;CustomerService.ownersIDGET;9FF610A2CB40F58011065E991562945D;7612490745139691873;1496994410214562656;1496994410217966277;a4860cae7778;1;1
$1;1496994410236602504;CustomerService.ownersIDpetsIDGET;9FF610A2CB40F58011065E991562945D;7612490745139691874;1496994410232146973;1496994410236563351;a4860cae7778;1;1
$1;1496994410389418059;CustomerService.ownersGET;01DCE430697C1C088E89B8E141A281C8;7612490745139691878;1496994410380856455;1496994410389375945;a4860cae7778;1;1
$1;1496994410398678672;CustomerService.ownersIDGET;01DCE430697C1C088E89B8E141A281C8;7612490745139691879;1496994410395281737;1496994410398645889;a4860cae7778;1;1
$1;1496994410482723724;CustomerService.ownersIDpetsIDGET;01DCE430697C1C088E89B8E141A281C8;7612490745139691880;1496994410478043783;1496994410482683092;a4860cae7778;1;1
$1;1496994410589572024;CustomerService.ownersGET;813C6605888CF8199CEC536751CB54B4;7612490745139691884;1496994410581202774;1496994410589529367;a4860cae7778;1;1
$1;1496994410599339608;CustomerService.ownersIDGET;813C6605888CF8199CEC536751CB54B4;7612490745139691885;1496994410595797688;1496994410599301709;a4860cae7778;1;1
$1;1496994410617694330;CustomerService.ownersIDpetsIDGET;813C6605888CF8199CEC536751CB54B4;7612490745139691886;1496994410612405881;1496994410617655411;a4860cae7778;1;1
$1;1496994410796477875;CustomerService.ownersGET;1D5CF7078DF6738E51B4CD46F165AB6E;7612490745139691890;1496994410787797897;1496994410796434335;a4860cae7778;1;1
$1;1496994410882137003;CustomerService.ownersIDpetsIDGET;1D5CF7078DF6738E51B4CD46F165AB6E;7612490745139691892;1496994410877784114;1496994410882098768;a4860cae7778;1;1
$1;1496994410990379232;CustomerService.ownersGET;01875BC4322B37D99FFA7869A1FA0C14;7612490745139691896;1496994410981878611;1496994410990336330;a4860cae7778;1;1
$1;1496994410999383893;CustomerService.ownersIDGET;01875BC4322B37D99FFA7869A1FA0C14;7612490745139691897;1496994410996123170;1496994410999349610;a4860cae7778;1;1
$1;1496994411015446675;CustomerService.ownersIDpetsIDGET;01875BC4322B37D99FFA7869A1FA0C14;7612490745139691898;1496994411011581591;1496994411015406196;a4860cae7778;1;1
